mode_mnlc_o,mode_mnlc_d,1,2,3,4,5,6,7,8,mode
6881,6874,0.0,1.3529999,14.479,85.569,56.637,24.693,10.814,0.002,EZL
6881,6876,0.0,2.077,23.089,118.177,60.183,28.277,6.1,0.0,EZL
6881,6877,0.0,1.222,13.502,21.35,18.47,10.493,3.933,0.289,EZL
6881,6878,0.0,0.199,10.693,85.378,55.662,23.223999,6.059,0.0,EZL
6881,6879,0.0,3.6479998,13.187,37.17,25.982,13.73,3.747,1.334,EZL
6881,6883,0.0,1.789,11.821,53.948,30.546,14.102,2.083,0.0,EZL
6881,6886,0.0,5.462,80.093,261.185,81.143,44.416,13.136,0.399,EZL
6881,6888,0.0,0.841,5.054,9.752,2.91,0.834,0.765,0.0,EZL
6881,6893,0.0,0.33,13.407,103.072,51.440002,27.386,7.736,0.069,EZL
6881,6965,0.0,223.993,394.749,668.794,264.491,138.734,67.565,0.0,EZL
6881,6970,0.0,2.695,16.046,70.179,32.246,18.506,4.57,0.0,EZL
6883,719,0.0,169.284,441.098,972.407,372.054,194.615,40.607,0.0,EZL
6883,6872,0.0,1.714,5.458,9.676,9.328,5.151,0.919,0.0,EZL
6883,6874,0.0,0.532,8.424,28.932,19.617,11.449,5.715,0.001,EZL
6883,6876,0.0,0.282,4.222,20.175,8.2,6.895,0.605,0.0,EZL
6883,6877,0.0,0.23400001,8.374,9.903,6.4300003,3.693,1.103,0.0,EZL
6883,6878,0.0,0.623,8.481,27.833,18.19,10.866,2.695,0.001,EZL
6883,6879,0.0,1.2179999,8.531,13.245,6.667,3.677,1.73,0.001,EZL
6883,6881,0.0,0.485,10.556,52.695,23.572,10.471,3.296,0.0,EZL
6883,6886,0.0,4.629,31.094,82.711,26.596,11.844,5.505,0.002,EZL
6883,6888,0.0,0.647,0.607,2.633,2.051,0.924,0.092,0.0,EZL
6883,6893,0.0,0.902,11.654,27.643,18.996,8.985,3.233,0.0,EZL
6883,6965,0.0,77.834,189.248,324.684,125.561,68.139,39.353,0.0,EZL
6883,6970,0.0,0.492,9.553,29.518,13.138,7.817,1.885,0.0,EZL
6886,719,2.296,117.343,408.854,1262.478,562.6,245.793,62.021,0.0,EZL
6886,6872,0.0,3.798,19.847,100.166,71.485,36.386,22.946,3.376,EZL
6886,6874,0.017,2.55,8.62,115.988,74.461,29.292,8.586,0.0,EZL
6886,6876,0.0,3.084,13.914,50.842,34.027,13.226,5.062,0.0,EZL
6886,6877,0.0,0.228,3.766,47.218998,26.264,8.799,3.823,0.002,EZL
6886,6878,0.0,0.806,13.275,75.634,48.186,23.658,4.634,0.0,EZL
6886,6879,0.0,2.632,10.3550005,103.069,64.615,22.007,11.074,0.518,EZL
6886,6881,0.017,6.972,45.407,171.11101,109.005,49.631,13.353,0.0,EZL
6886,6883,0.0,1.751,14.654,59.164,43.738,20.993,7.715,0.0,EZL
6886,6888,0.0,1.011,5.857,21.502,13.495,6.701,3.325,1.371,EZL
6886,6893,0.0,0.653,8.3359995,44.334,35.622,18.558,6.119,0.0,EZL
6886,6965,0.278,95.444,207.058,593.108,265.559,117.04,46.554,0.0,EZL
6886,6970,0.0,0.558,8.035,34.789,17.319,10.799,2.98,0.0,EZL
6888,719,0.036000002,0.043,0.066,0.256,0.409,1.267,0.45,0.0,EZL
6888,6872,0.0,0.895,3.02,16.483,8.432,5.856,3.8899999,0.0,EZL
6888,6874,0.0,0.075,1.079,4.677,3.254,2.497,0.927,0.0,EZL
6888,6876,0.0,0.22399999,0.284,0.854,0.805,0.577,0.305,0.0,EZL
6888,6877,0.0,0.0,1.987,5.114,5.222,2.0340002,0.899,0.0,EZL
6888,6878,0.0,0.126,0.675,2.151,1.897,1.346,0.323,0.0,EZL
