mode_mnlc_o,mode_mnlc_d,2,3,4,5,6,7,mode
850,862,0.0,3.227,5.223,4.046,1.345,0.5,DLR
850,864,0.0,1.288,9.269,2.293,1.1389999,0.12100001,DLR
850,865,0.0,0.442,3.342,0.835,1.429,0.0,DLR
850,866,0.0,1.593,24.391,11.204,5.363,0.702,DLR
850,867,0.0,1.629,23.51,10.989,3.909,4.256,DLR
850,879,0.0,3.635,22.825,4.84,2.233,0.71099997,DLR
850,883,0.0,0.389,4.42,1.6110001,0.531,0.0,DLR
850,884,0.0,9.341,44.624,20.487,12.408,3.493,DLR
850,886,0.0,0.371,2.74,1.521,0.964,0.0,DLR
850,887,0.0,0.076,0.662,0.654,0.31,0.0,DLR
850,888,0.0,0.0,0.887,0.25,0.0,0.0,DLR
850,890,0.0,1.0979999,1.692,0.979,0.463,0.704,DLR
850,893,0.0,0.0,1.096,0.0,2.219,1.318,DLR
850,894,0.0,0.0,2.978,0.0,0.0,0.0,DLR
850,895,0.0,0.319,3.536,0.442,0.287,0.272,DLR
850,897,0.0,2.609,17.956,4.634,2.7089999,2.011,DLR
850,898,0.0,0.0,3.431,1.362,0.396,0.0,DLR
850,928,0.0,0.21599999,2.6560001,0.507,0.194,0.0,DLR
850,940,0.0,4.871,19.688,8.52,4.665,4.87,DLR
851,504,0.0,1.136,9.14,7.509,4.66,2.17,DLR
851,513,0.065,1.516,6.644,2.134,1.243,0.082,DLR
851,523,0.0,2.55,2.183,0.848,1.989,1.304,DLR
851,533,0.0,0.0,6.091,8.074,1.6899999,0.0,DLR
851,538,0.0,0.306,3.414,5.022,2.201,0.541,DLR
851,559,0.0,0.607,3.567,0.699,1.223,2.0479999,DLR
851,573,0.041,4.108,14.896,6.035,5.598,2.799,DLR
851,719,0.0,66.178,527.443,231.84,158.688,38.698,DLR
851,757,0.0,0.0,0.0,0.0,0.069,0.273,DLR
851,842,0.954,54.105,360.284,146.12,64.672,17.581,DLR
851,850,0.116,11.45,73.149,42.169,40.561,23.164,DLR
851,853,4.119,54.984,139.665,52.440998,38.653,16.531,DLR
851,854,0.183,6.114,22.587,11.723001,7.444,1.687,DLR
851,855,0.0,16.345,21.16,8.272,3.385,0.299,DLR
851,856,0.196,1.856,16.488,7.489,2.9490001,0.0,DLR
851,857,0.0,1.215,12.996,4.664,2.238,2.1399999,DLR
851,858,1.051,11.145,51.807,21.668,28.696,13.07,DLR
851,859,0.0,3.278,14.0390005,2.974,2.299,0.607,DLR
851,860,0.018,7.6679997,25.428,8.743,11.071,2.573,DLR
851,861,0.29500002,14.825,17.45,15.29,12.876,3.8,DLR
851,862,0.0,4.351,35.133,20.804,13.571,3.758,DLR
851,864,0.0,2.856,14.441,6.298,1.951,0.0,DLR
851,865,0.0,2.216,10.876,6.919,3.759,3.742,DLR
851,866,0.252,13.94,78.834,35.963,17.934,1.407,DLR
851,867,0.317,7.781,32.845,40.938,25.218,9.6119995,DLR
851,879,1.068,12.676,82.768,25.115,14.054,1.408,DLR
851,882,0.0,0.0,3.884,1.22,4.089,0.0,DLR
851,883,0.0,0.778,8.596,6.666,3.7680001,4.1549997,DLR
851,884,0.0,0.931,4.148,3.647,2.292,0.433,DLR
851,886,0.0,2.196,16.968,3.996,0.525,0.591,DLR
851,887,0.0,1.39,2.681,1.448,0.138,1.42,DLR
851,888,0.0,1.7080001,4.417,1.16,2.443,0.87299997,DLR
851,890,0.0,1.042,4.656,2.777,0.0,0.94500005,DLR
851,893,0.0,0.0,2.384,0.0,1.459,0.0,DLR
851,894,0.0,2.818,6.114,1.913,0.0,0.0,DLR
851,895,0.0,0.536,8.954,5.163,2.235,0.508,DLR
851,897,0.907,12.15,28.215,15.215,12.253,8.873,DLR
851,898,0.0,1.012,6.282,6.05,4.45,1.462,DLR
851,928,0.0,0.895,6.467,2.16,1.947,0.23900001,DLR
851,940,0.64,15.976,76.611,49.863,40.86,15.172,DLR
853,504,0.0,2.1,4.787,5.676,3.897,0.912,DLR
853,513,0.0,35.06,125.648,90.516,56.381,16.176,DLR
853,533,0.0,0.488,1.252,3.9689999,1.064,0.0,DLR
853,538,0.0,0.24499999,1.4810001,1.901,0.0,3.829,DLR
853,573,0.0,1.159,5.595,6.001,7.572,3.764,DLR
853,719,6.333,89.889,517.571,280.861,186.973,85.813,DLR
853,757,0.0,0.0,0.0,0.0,0.042999998,0.0,DLR
853,842,0.0,47.5,432.069,308.247,118.66,43.661,DLR
853,850,0.0,1.625,8.496,6.459,4.776,5.374,DLR
853,851,1.572,26.109,89.37,69.143,48.709,18.219,DLR
853,854,0.0,1.326,16.733,10.42,1.95,1.303,DLR
853,855,0.0,3.124,22.052,18.383,5.88,0.0,DLR
853,856,0.0,1.326,9.563,4.155,1.474,8.31,DLR
853,857,0.0,1.2900001,5.015,3.076,3.312,0.0,DLR
853,858,0.0,2.432,16.784,15.943,4.731,0.0,DLR
853,859,1.165,1.03,7.282,2.997,3.2649999,0.776,DLR
853,860,0.0,9.451,36.132,27.635,19.459,3.458,DLR
853,861,0.0,1.816,14.161,10.63,7.187,1.112,DLR
853,862,0.0,6.809,16.625,9.013,5.482,0.0,DLR
853,864,0.0,7.088,30.862,14.335,7.526,1.694,DLR
853,865,0.0,0.87200004,4.962,1.781,3.988,0.0,DLR
853,866,0.0,6.9,63.116,43.836998,23.841,0.016,DLR
853,867,0.0,1.947,10.316,7.419,7.8,3.052,DLR
853,879,0.0,5.576,41.922,11.848,4.955,0.447,DLR
853,882,0.0,0.294,2.857,0.816,0.0,0.962,DLR
853,883,0.0,0.662,1.9810001,5.097,5.336,1.354,DLR
853,884,0.0,16.222,85.253,58.838,32.941,11.974,DLR
853,886,0.0,0.926,2.6,2.6039999,0.0,0.022,DLR
853,887,0.0,0.316,1.724,3.125,0.0,0.0,DLR
853,888,0.0,0.632,0.937,0.959,0.0,1.269,DLR
853,889,0.0,1.738,0.934,0.0,0.799,0.0,DLR
853,893,0.0,0.589,0.629,2.064,5.724,0.098,DLR
853,894,0.0,0.693,3.279,1.553,0.0,0.0,DLR
853,895,0.0,0.61800003,7.717,0.518,4.851,0.0,DLR
853,897,0.0,2.306,9.737,9.272,9.689,2.1430001,DLR
853,898,0.0,0.63199997,3.363,1.956,2.65,3.841,DLR
853,928,0.0,0.086,1.879,0.805,1.582,0.0050000004,DLR
853,940,0.0,6.384,28.492,14.75,21.659,5.385,DLR
854,504,0.0,0.0,2.365,2.466,1.152,0.0,DLR
854,513,3.063,145.655,497.501,180.438,78.752,26.393,DLR
854,533,0.0,0.767,4.214,4.232,0.0,0.0,DLR
854,538,0.0,0.466,2.261,1.924,1.124,0.0,DLR
854,559,0.0,0.526,1.2590001,1.6999999,0.767,0.002,DLR
854,573,0.0,0.601,4.034,3.034,1.6340001,1.648,DLR
854,719,0.441,6.821,89.877,30.47,11.2890005,2.541,DLR
854,750,0.0,1.253,0.681,0.456,0.962,0.0,DLR
854,842,0.657,46.094,324.437,122.268,32.784,8.998,DLR
854,850,0.0,1.128,12.441,3.397,0.777,1.055,DLR
854,851,0.0,1.818,15.912,11.762,4.656,1.526,DLR
854,853,0.0,2.783,22.628,5.286,2.904,0.75200003,DLR
854,855,0.0,62.776,347.357,105.714,40.835,12.83,DLR
854,856,0.203,1.967,21.265,10.358,4.894,2.686,DLR
854,857,0.0,0.403,8.282,8.548,3.171,1.081,DLR
854,858,0.0,0.355,7.021,3.074,3.175,1.1930001,DLR
854,859,0.0,0.713,1.814,0.53,0.191,0.556,DLR
854,860,0.16800001,20.664,103.141,28.602,19.604,6.527,DLR
854,861,0.116,1.022,10.322,4.296,1.855,0.665,DLR
854,862,0.33,10.705,61.49,25.925,10.72,5.443,DLR
854,864,0.322,9.083,22.864,6.031,4.16,0.719,DLR
854,865,0.0,4.958,26.939,13.511,7.75,2.68,DLR
854,866,0.0,3.573,45.672,18.103,8.675,4.353,DLR
854,867,0.0,0.538,8.218,6.833,2.039,1.503,DLR
854,879,0.46,16.344,144.394,31.311,16.945,3.725,DLR
854,883,0.0,0.315,7.738,4.296,1.155,0.554,DLR
854,884,0.17699999,4.666,19.077,8.053,3.759,3.508,DLR
854,886,0.0,0.417,7.676,3.308,1.33,0.856,DLR
854,887,0.0,0.254,1.565,0.247,1.003,0.0,DLR
854,888,0.0,0.393,1.566,0.659,2.358,0.537,DLR
854,890,0.066,1.303,0.863,0.685,0.377,0.0,DLR
854,893,0.0,0.0,4.355,0.0,0.61,0.227,DLR
854,894,0.0,0.545,1.941,0.481,0.0,0.0,DLR
854,895,0.0,2.137,2.812,2.448,1.18,0.0,DLR
854,897,2.53,12.022,48.574,18.564,8.508,6.139,DLR
854,898,1.16,3.835,13.267,5.538,2.663,0.78000003,DLR
854,928,0.884,2.638,16.568,9.368,4.634,2.107,DLR
854,940,2.542,18.08,135.02701,37.953,16.526001,6.623,DLR
855,513,0.0,83.64,281.001,111.891,65.515,13.217,DLR
855,533,0.0,0.726,2.92,8.363,1.8579999,0.0,DLR
855,573,0.0,1.076,4.986,2.8830001,1.146,1.469,DLR
855,719,0.0,3.117,31.922,12.365,6.712,2.165,DLR
855,842,0.0,13.6050005,53.919,28.698,18.729,8.791,DLR
855,850,0.0,1.226,9.033,7.294,4.434,1.459,DLR
855,851,0.0,2.549,10.56,12.359,5.588,3.451,DLR
855,853,0.0,0.0,17.462,5.62,3.756,2.062,DLR
855,854,1.257,20.469,184.99,162.738,102.983,59.233,DLR
855,856,0.476,15.405,138.683,127.656,82.818,46.394,DLR
855,857,1.73,8.298,107.115,108.726,64.036,32.877,DLR
855,859,0.0,0.47,1.366,2.736,0.003,5.462,DLR
855,860,0.0,5.045,64.771,41.612,21.761,16.076,DLR
855,861,0.029000001,21.093,72.049,64.624,35.571,20.635,DLR
855,862,0.0,8.344,59.057,58.958,39.941,9.749001,DLR
855,864,0.0,17.371,48.762,14.491,1.5,5.562,DLR
855,865,0.0,1.613,25.403,19.611,26.695,11.5,DLR
855,866,0.0,0.099,26.036,10.657,7.123,0.267,DLR
855,867,0.0,0.0,4.708,7.572,6.193,6.045,DLR
855,879,1.146,38.426,554.715,244.41,113.764,44.644,DLR
855,883,0.0,0.0,2.661,4.804,3.629,0.0,DLR
855,884,0.0,3.528,9.158,6.0030003,5.095,7.32,DLR
855,886,0.0,0.0,8.463,1.459,6.115,3.819,DLR
855,887,0.0,0.139,2.31,2.357,2.197,0.0,DLR
855,888,0.0,0.355,1.524,2.424,1.507,0.0,DLR
855,895,0.0,0.695,2.045,2.578,8.0130005,0.0,DLR
855,897,2.572,29.152,155.961,125.621,109.355,64.814,DLR
855,898,5.871,15.938,57.11,65.569,66.35,17.208,DLR
855,928,1.052,8.476,64.216,37.841,24.063,11.351,DLR
855,940,3.267,62.256,312.651,238.776,130.753,61.157,DLR
856,504,0.0,0.235,1.26,0.752,0.52,0.0,DLR
856,513,0.0,90.999,351.988,149.718,66.156,12.8220005,DLR
856,533,0.0,0.0,1.779,2.8669999,0.0,0.0,DLR
856,538,0.0,0.239,2.826,0.628,0.707,0.0,DLR
856,559,0.0,0.0,1.908,0.77,0.0,0.0,DLR
856,573,0.0,0.144,1.734,1.105,0.635,0.133,DLR
856,719,0.0,4.943,48.0,16.647,6.456,1.785,DLR
856,749,0.0,0.7,0.783,0.20300001,0.0,0.0,DLR
856,842,0.0,37.029,283.63,109.795,18.286,4.321,DLR
856,850,0.0,0.883,4.025,1.1520001,0.776,0.634,DLR
856,851,0.0,1.276,13.468,6.082,4.787,0.423,DLR
856,853,0.0,0.0,9.089,2.284,0.82600003,0.0,DLR
856,854,0.0,2.46,21.933,9.256,3.672,0.123,DLR
856,855,0.0,81.083,299.465,94.654,20.186,10.702,DLR
856,857,0.0,0.467,2.293,0.742,0.756,0.0,DLR
856,858,0.0,1.061,7.2,5.207,0.799,0.275,DLR
856,859,0.0,0.346,1.632,0.511,0.181,0.696,DLR
856,860,0.0,11.084,62.197,20.354,10.117,0.906,DLR
856,861,0.0,4.924,18.819,10.821,3.881,1.543,DLR
856,862,0.0,4.492,24.277,6.511,5.778,0.87,DLR
856,864,0.0,4.3650002,22.248,8.601,1.605,0.002,DLR
856,865,0.0,0.477,12.235,6.525,1.753,0.396,DLR
856,866,0.0,3.465,25.584,8.264,4.11,0.512,DLR
856,867,0.0,1.176,1.895,1.796,1.021,0.338,DLR
856,879,0.918,9.942,102.263,30.162,15.127,6.231,DLR
856,883,0.0,0.30900002,1.607,0.716,0.929,0.746,DLR
856,884,0.0,3.427,12.6380005,5.465,2.196,0.361,DLR
856,886,0.0,0.198,3.975,2.879,0.797,0.008,DLR
856,887,0.0,0.051,1.076,0.875,0.76,0.011000001,DLR
856,888,0.0,0.222,1.005,0.634,0.338,0.514,DLR
856,890,0.0,0.218,1.62,1.196,0.59499997,0.0,DLR
856,895,0.0,0.37,1.858,1.017,0.281,0.0,DLR
856,897,2.27,9.256,38.82,13.062,9.198999,4.134,DLR
856,898,0.0,0.758,10.692,4.098,1.939,0.571,DLR
856,928,1.2540001,3.446,23.334,8.262,4.22,0.95,DLR
856,940,1.003,19.478,150.918,29.626,15.979,7.649,DLR
857,504,0.0,0.0,1.188,2.1100001,0.461,0.0,DLR
857,513,2.367,87.504,266.709,96.523,50.464,12.384,DLR
857,533,0.0,0.2,1.786,2.266,0.0,0.0,DLR
857,538,0.0,0.329,1.426,1.354,0.697,0.0,DLR
857,573,0.0,0.738,1.723,0.784,0.609,0.0,DLR
857,719,0.34899998,4.072,47.092,9.561,5.532,2.275,DLR
857,842,0.842,16.949,211.777,68.584,7.681,1.66,DLR
857,850,0.0,0.0,3.293,0.612,0.982,0.088,DLR
857,851,0.407,2.07,7.6019998,3.985,2.938,1.085,DLR
857,853,0.0,7.563,7.459,1.729,1.13,0.0,DLR
857,854,0.18,1.09,12.29,5.3,1.09,0.446,DLR
857,855,0.599,42.831,238.77701,62.491,19.34,4.775,DLR
857,856,0.0,0.0,3.079,1.813,0.672,0.296,DLR
857,858,0.0,0.0,6.25,1.674,0.0,0.0,DLR
857,859,0.0,0.19,2.086,0.573,0.42900002,0.758,DLR
857,860,0.0,7.792,49.065998,15.47,6.809,1.107,DLR
857,861,0.123,4.188,12.005,6.993,1.113,1.932,DLR
857,862,0.0,9.879,22.196,5.841,7.284,1.498,DLR
857,864,0.0,4.809,15.388,4.314,0.697,0.023,DLR
857,865,0.0,1.411,6.449,3.101,0.948,0.0,DLR
857,866,0.115,3.612,24.126,7.511,3.515,0.104,DLR
857,867,0.0,1.3,2.985,1.622,0.643,0.25100002,DLR
857,879,0.0,7.198,75.025,18.348999,12.109,4.717,DLR
857,883,0.0,0.0,0.949,1.4300001,0.634,0.002,DLR
857,884,0.077,4.045,7.778,2.921,1.273,0.999,DLR
857,886,0.721,2.166,4.8849998,2.263,0.019000001,0.156,DLR
857,887,0.0,0.361,0.902,0.259,0.0,0.0,DLR
857,888,0.0,0.363,1.324,0.191,0.227,0.0,DLR
857,893,0.0,0.0,1.321,0.0,0.234,0.645,DLR
857,894,0.0,0.561,2.237,0.99,0.0,0.0,DLR
857,895,0.0,0.76600003,1.659,0.0,0.385,0.349,DLR
857,897,1.306,10.865,28.919,9.806,3.541,2.966,DLR
857,898,0.0,2.27,9.592,1.463,1.0370001,0.582,DLR
857,928,0.619,1.555,11.443,4.245,2.655,0.614,DLR
857,940,0.446,15.449,93.442,21.622,8.861,5.175,DLR
858,504,0.0,0.936,4.968,0.622,1.0220001,0.0,DLR
858,513,9.902,163.214,361.865,101.684,50.679,9.924,DLR
858,523,0.0,1.056,13.492,6.183,3.378,4.077,DLR
858,533,0.0,7.076,43.139,42.163002,8.608,1.689,DLR
858,538,0.0,5.02,33.068,34.623,23.787,5.7730002,DLR
858,559,0.0,2.081,16.325,18.015,3.81,3.182,DLR
858,573,0.0,30.248,96.412,55.543,47.169,25.556,DLR
858,719,0.02,21.027,129.233,39.376,15.6,5.408,DLR
858,757,0.0,0.088,0.507,0.762,0.257,0.046,DLR
858,842,1.677,21.065,184.131,52.149002,27.463,4.511,DLR
858,850,0.0,2.408,6.267,4.627,2.771,1.992,DLR
858,851,0.0,12.672,35.478,17.384,5.758,1.789,DLR
858,853,0.0,7.793,32.631,6.698,2.632,0.0,DLR
858,854,0.848,3.392,16.163,1.55,1.549,0.020000001,DLR
858,856,0.0,0.0,9.658,0.68,2.3,0.0,DLR
858,857,0.0,0.0,5.992,3.201,1.178,0.0,DLR
858,859,0.0,1.165,6.578,2.249,2.752,0.0,DLR
858,860,1.032,14.741,76.729,18.11,15.219,1.34,DLR
858,861,0.0,5.111,16.254,3.138,1.908,0.0,DLR
858,862,3.684,19.611,28.126999,7.947,6.014,0.081,DLR
858,864,2.617,24.873001,94.270004,21.786,7.676,7.111,DLR
858,865,0.0,3.726,8.199,4.045,0.713,0.751,DLR
858,866,0.471,3.361,8.02,2.264,2.229,1.248,DLR
858,867,0.0,3.112,10.316,10.661,5.2469997,1.502,DLR
858,879,0.641,6.178,26.917,6.32,1.703,2.334,DLR
858,882,0.0,0.0,7.752,1.573,4.4430003,4.631,DLR
858,883,0.0,0.644,35.5,15.495,12.314,3.12,DLR
858,884,0.362,66.373,173.11,67.358,46.069,25.231,DLR
858,886,0.357,19.441,84.715,36.175,22.024,13.182,DLR
858,887,0.0,1.669,20.374,7.726,8.5720005,1.8610001,DLR
858,888,0.0,2.602,10.094,8.747,8.272,3.7979999,DLR
858,890,0.382,2.044,24.288,13.957,9.878,2.405,DLR
858,891,0.0,0.0,6.5690002,8.067,2.771,1.209,DLR
858,893,0.369,3.336,11.643,3.853,4.558,0.92,DLR
858,894,0.0,0.813,16.774,7.717,8.82,4.883,DLR
858,895,0.0,6.296,25.255,13.795,9.218,4.677,DLR
858,897,3.908,7.834,9.242,1.9959999,5.051,0.787,DLR
858,928,0.0,0.0,2.284,0.484,0.767,0.021,DLR
858,940,0.0,13.925,29.444,5.705,2.638,2.739,DLR
859,504,0.0,0.174,1.371,0.0,0.0,0.593,DLR
859,513,0.03,0.928,2.069,0.661,0.294,0.147,DLR
859,533,0.0,0.0,0.469,0.552,1.262,0.09,DLR
859,573,0.04,0.19600001,0.634,1.9,1.648,0.0,DLR
859,719,0.0,22.474,131.359,49.439,23.329,5.901,DLR
859,842,0.186,12.666,68.067,13.914,4.863,1.528,DLR
859,850,0.0,0.433,4.131,2.2,1.409,0.441,DLR
859,851,1.12,1.511,8.038,5.713,0.619,0.0,DLR
859,853,0.0,2.055,10.8289995,3.391,0.649,0.545,DLR
859,854,0.0,0.253,3.089,1.166,0.488,0.0,DLR
859,855,0.068,4.762,2.533,1.6719999,0.046,0.0,DLR
859,856,0.0,0.0,1.424,0.66,0.021,0.0,DLR
859,857,0.0,0.0,1.765,1.211,0.801,0.047,DLR
859,858,0.0,0.544,6.781,3.637,1.179,1.137,DLR
859,860,0.0,0.496,2.772,1.575,0.479,0.564,DLR
859,861,0.0,0.691,2.431,0.708,0.715,0.735,DLR
859,862,0.38,2.483,4.139,1.666,1.856,0.0,DLR
859,864,0.0,0.474,2.893,1.03,0.31100002,0.0,DLR
859,865,0.0,0.506,2.761,1.5270001,0.61,0.0,DLR
859,866,0.0,2.647,12.906,3.461,0.926,0.0,DLR
859,867,0.077,0.68,6.166,1.733,1.05,0.40199998,DLR
859,879,0.065,1.281,15.292,2.223,0.334,0.024,DLR
859,884,0.0,0.119,0.47,0.131,0.195,0.0,DLR
859,886,0.053,0.126,1.1159999,0.55799997,0.21700001,0.0,DLR
859,887,0.0,0.064,0.329,0.361,0.0,0.0,DLR
859,889,0.0,0.476,0.384,0.302,0.0,0.0,DLR
859,890,0.0,0.0,1.467,0.54,0.0,0.0,DLR
859,897,0.0,2.775,6.267,3.96,2.256,0.611,DLR
859,898,0.0,0.0,1.253,1.2919999,0.467,0.0,DLR
859,928,0.0,0.085,1.852,0.386,0.19,0.382,DLR
859,940,0.216,1.952,9.897,8.076,3.396,2.641,DLR
860,504,0.0,0.125,2.794,1.475,1.032,0.87799996,DLR
860,513,3.114,265.541,1224.055,475.461,249.993,80.56,DLR
860,523,0.0,1.906,4.772,5.944,3.527,3.615,DLR
860,533,0.0,2.366,42.433,61.367,10.272,1.395,DLR
860,538,0.0,4.128,18.167,14.642,9.469,8.051,DLR
860,559,0.0,3.124,10.705,7.637,4.686,3.365,DLR
860,573,0.0,32.48,80.574,56.805,50.284,19.192,DLR
860,719,0.0,2.928,54.628,14.782,1.665,0.44099998,DLR
860,749,0.0,1.926,2.484,0.59000003,0.058,0.002,DLR
860,750,0.0,0.348,1.418,1.355,1.09,0.548,DLR
860,757,0.0,0.027,0.04,0.046,0.031,0.107,DLR
860,842,0.0,42.437,395.189,162.011,34.229,8.478,DLR
860,850,0.0,2.958,14.128,11.92,4.719,3.3700001,DLR
860,851,0.0,5.3,18.342001,10.722,9.089,2.793,DLR
860,853,0.0,11.573,52.799,13.181,7.4309998,3.779,DLR
860,854,0.0,8.88,79.173,43.286,18.389,8.551,DLR
860,855,0.0,47.148,58.853,28.002,8.761,3.246,DLR
860,856,0.0,2.409,35.564,25.242,14.051,4.892,DLR
860,857,0.0,4.32,35.245,19.314,14.289,3.225,DLR
860,858,0.0,10.544,58.406002,46.927002,21.253,15.124001,DLR
860,859,0.0,0.231,2.486,1.666,1.35,0.185,DLR
860,860,0.0,0.212,0.578,0.616,0.313,0.064,DLR
860,861,0.0,14.349,64.509,47.703,29.041,11.091,DLR
860,862,0.0,68.247,262.768,132.027,84.122,33.769,DLR
860,864,0.0,24.756,109.776,30.7,16.555,7.328,DLR
860,865,0.0,23.703,190.919,97.622,58.35,20.188,DLR
860,866,0.0,0.573,5.577,1.251,0.967,0.0,DLR
860,867,0.0,3.401,21.608,13.868,10.567,4.797,DLR
860,879,0.0,21.463,220.443,64.057,21.279,13.283,DLR
860,882,0.0,4.693,28.545,22.821,12.76,5.457,DLR
860,883,0.0,2.128,30.951,21.839,13.834,8.679,DLR
860,884,0.0,22.617,69.944,37.717,31.658,15.637,DLR
860,886,0.0,11.742,44.942,21.016,17.23,7.332,DLR
860,887,0.0,11.835,22.083,11.1380005,9.263,4.171,DLR
860,888,0.0,9.444,16.6,13.468,8.748,5.573,DLR
860,889,0.0,0.0,0.984,0.769,0.588,0.634,DLR
860,890,0.0,7.987,12.455,5.336,3.737,2.227,DLR
860,891,0.0,0.776,2.943,4.271,1.728,1.16,DLR
860,893,0.0,2.275,5.834,6.553,4.717,1.119,DLR
860,894,0.0,5.519,14.28,7.119,4.77,2.97,DLR
860,895,0.0,7.355,32.481,14.015,15.216,4.192,DLR
860,897,0.0,9.884,43.547,22.755,13.008,5.634,DLR
860,898,0.0,8.04,22.438,17.137,11.505,5.417,DLR
860,928,0.0,3.864,25.052,8.401,5.239,1.92,DLR
860,940,0.0,32.195,138.83301,64.443,40.943,16.296999,DLR
861,504,0.0,0.0,2.988,1.8740001,0.855,0.415,DLR
861,513,0.0,89.165,532.576,195.58301,118.992,31.407,DLR
861,533,0.0,0.248,5.35,10.445,1.07,0.0,DLR
861,538,0.0,0.0,2.101,1.983,2.006,1.364,DLR
861,559,0.0,0.0,1.5550001,0.903,2.521,0.038,DLR
861,573,0.0,1.75,3.941,4.544,4.982,0.615,DLR
861,719,0.0,4.357,91.005,33.676,14.048,6.468,DLR
861,842,0.0,21.442,218.719,81.908,28.992,16.821,DLR
861,850,0.0,1.582,13.218,5.94,1.779,1.036,DLR
861,851,0.0,6.687,22.164,10.132,8.739,1.653,DLR
861,853,0.0,6.809,14.417,5.34,4.31,1.364,DLR
861,854,0.0,0.833,10.2630005,5.043,2.495,0.298,DLR
861,855,0.0,26.876999,143.07,45.105,13.719,2.629,DLR
861,856,0.0,1.937,23.108,13.464,7.3059998,2.943,DLR
861,857,0.411,1.194,10.285,4.878,5.015,2.252,DLR
861,858,0.0,0.314,11.093,4.347,1.437,2.307,DLR
861,859,0.0,0.50699997,2.822,1.23,0.068,0.0,DLR
861,860,0.0,23.058,117.576,31.335001,17.361,6.689,DLR
861,862,0.0,17.958,49.642,22.081,17.305,11.116,DLR
861,864,0.0,9.029,62.616,10.951,5.039,3.162,DLR
861,865,0.0,2.691,29.211,14.108,9.67,1.653,DLR
861,866,0.0,3.84,31.168,16.103,11.929,2.3470001,DLR
861,867,0.0,1.629,7.418,4.589,3.429,0.69200003,DLR
861,879,0.507,13.658,139.262,28.485,17.177,7.488,DLR
861,882,0.0,0.0,1.892,1.502,0.90500003,0.0,DLR
861,883,0.0,0.195,3.992,4.263,3.336,1.136,DLR
861,884,0.0,3.8600001,11.963,5.714,5.821,2.36,DLR
861,886,0.0,1.604,8.404,2.334,2.574,1.518,DLR
861,887,0.0,0.583,3.538,0.785,1.666,0.578,DLR
861,888,0.0,0.433,4.228,2.805,1.01,0.614,DLR
861,890,0.0,0.274,4.832,0.524,0.02,0.568,DLR
861,893,0.0,0.176,0.656,0.578,0.251,1.274,DLR
861,894,0.0,0.287,3.692,1.4679999,0.5,0.241,DLR
861,895,0.0,0.595,5.875,3.229,2.182,2.12,DLR
861,897,0.706,11.833,34.56,14.493,12.497,6.155,DLR
861,898,0.0,1.259,8.0460005,5.707,4.913,1.75,DLR
861,928,0.002,2.595,17.212,7.238,4.744,1.606,DLR
861,940,0.431,14.061,105.719,45.295002,28.359,19.1,DLR
862,504,0.0,1.128,4.644,4.718,2.694,0.289,DLR
862,513,3.25,377.231,1223.046,481.228,309.796,147.68,DLR
862,523,0.0,0.001,1.834,4.854,2.0609999,1.128,DLR
862,533,0.0,1.159,15.495,20.91,4.075,0.2,DLR
862,538,0.0,2.149,4.549,3.921,5.584,0.001,DLR
862,559,0.0,1.675,3.181,1.5680001,1.862,0.866,DLR
862,573,0.0,14.403,22.561,20.851,18.089,5.191,DLR
862,719,0.0,5.642,84.294,26.867,4.268,0.496,DLR
862,749,0.0,1.238,2.032,1.344,0.803,0.042,DLR
862,757,0.0,0.242,0.727,0.536,0.374,0.052,DLR
862,842,0.0,53.165,456.555,164.573,63.211998,16.607,DLR
862,850,0.0,0.616,6.495,1.998,1.872,0.347,DLR
862,851,0.0,5.601,15.016,8.956,7.095,1.753,DLR
862,853,0.0,6.358,14.462,5.9110003,3.474,1.234,DLR
862,854,0.0,17.747,48.446,13.734,12.382,2.116,DLR
862,855,0.0,15.168,66.816,18.984,8.56,2.294,DLR
862,856,0.0,5.344,16.706,7.234,5.279,1.386,DLR
862,857,0.0,3.563,17.49,8.4279995,3.807,1.665,DLR
862,858,0.0,5.532,29.638,8.437,6.757,2.927,DLR
862,859,0.0,1.056,2.788,1.748,0.691,0.461,DLR
862,860,0.365,41.055,227.731,101.026,59.155,19.957,DLR
862,861,0.0,25.933,42.258,15.966,9.328,7.231,DLR
862,862,0.0,0.026,0.0,0.0,0.0,0.0,DLR
862,864,1.554,56.572,167.551,54.293,22.501,12.982,DLR
862,865,0.0,15.58,47.444,25.244,16.911,3.71,DLR
862,866,0.0,1.733,9.246,3.1660001,2.432,0.062,DLR
862,867,0.0,1.306,8.691,5.099,3.684,1.431,DLR
862,879,0.0,15.451,111.63,28.523,10.8880005,3.841,DLR
862,882,0.0,1.9,9.51,4.409,5.314,2.423,DLR
862,883,0.0,1.548,9.755,7.499,3.846,3.71,DLR
862,884,0.0,50.291,120.398,56.551,56.043,23.654,DLR
862,886,0.0,5.471,17.801,8.182,6.437,1.119,DLR
862,887,0.0,2.949,6.085,2.5970001,3.2450001,1.216,DLR
862,888,0.0,3.443,6.58,4.979,4.414,1.901,DLR
862,889,0.0,1.081,0.855,0.466,0.697,1.009,DLR
862,890,0.0,5.235,7.433,1.889,3.306,3.608,DLR
862,891,0.0,0.654,2.142,0.848,2.851,0.167,DLR
862,893,0.0,1.057,2.09,2.948,0.927,0.296,DLR
862,894,0.0,4.433,8.809,1.776,1.746,0.492,DLR
