name_o,name_d,Early,AM Peak,Midday,PM Peak,Evening,Late,Total,mode,day
910GANERLEY,910GHMPSTDH,0.574,0.39699998,0,1.345,0,0,2.31599998,overground,MTT
910GANERLEY,910GHOMRTON,0.461,0.818,1.514,0.486,0.153,0.16,3.592,overground,MTT
910GANERLEY,910GHONROPK,0,0.049,0.96000004,5.965,5.504,2.307,15.33700004,overground,SUN
910GANERLEY,910GHONROPK,0.30200002,3.648,3.8600001,2.859,0.965,0.1,11.73400012,overground,MTT
910GANERLEY,910GHOXTON,0,0.1,3.001,11.395,3.458,2.427,20.779,overground,SUN
910GANERLEY,910GHOXTON,2.342,10.609,3.123,2.568,0.665,0,19.307,overground,MTT
910GANERLEY,910GNEWXGTE,0,0.118,4.536,14.656,8.464,4.571,32.64000002,overground,SUN
910GANERLEY,910GNEWXGTE,3.72,14.127,14.186,6.086,2.531,0.386,41.036,overground,MTT
910GANERLEY,910GNORWDJ,0,0,1.589,15.169,5.978,3.148,27.248,overground,SUN
910GANERLEY,910GNORWDJ,2.769,21.754,8.76,7.6410003,1.829,0.278,43.0310003,overground,MTT
910GANERLEY,910GPCKHMRY,0,0.007,0.027,0,0,0,0.034,overground,MTT
910GANERLEY,910GPENEW,0,0,0.84000003,6.452,0.549,0.514,8.35500003,overground,SUN
910GANERLEY,910GPENEW,0.768,2.752,3.5279999,0.958,0.172,0,8.1779999,overground,MTT
910GANERLEY,910GRTHERHI,0,0.027,0.588,1.69,1.005,0.504,3.814,overground,SUN
910GANERLEY,910GRTHERHI,1.4089999,1.7559999,0.776,0.461,0.426,0,4.8279998,overground,MTT
910GANERLEY,910GSHADWEL,0,0.184,3.084,6.236,5.473,1.522,17.593,overground,SUN
910GANERLEY,910GSHADWEL,6.204,27.32,8.505,3.84,1.057,0,46.926,overground,MTT
910GANERLEY,910GSHRDHST,0,0.237,7.615,41.325,13.711,6.54,70.204,overground,SUN
910GANERLEY,910GSHRDHST,15.091001,62.9,24.592,9.1,1.784,0.275,113.742001,overground,MTT
910GANERLEY,910GSURREYQ,0,0.004,0.276,1.724,1.187,1.898,5.242,overground,SUN
910GANERLEY,910GSURREYQ,0.072,0.833,1.679,1.716,0.73800004,0.229,5.26700004,overground,MTT
910GANERLEY,910GSYDENHM,0,0,10.531,18.167,3.615,1.369,33.682,overground,SUN
910GANERLEY,910GSYDENHM,1.315,8.073,10.413,2.574,3.115,0.238,25.728,overground,MTT
910GANERLEY,910GWAPPING,0,0.002,1.534,3.98,1.583,0.618,7.717,overground,SUN
910GANERLEY,910GWAPPING,1.431,4.199,2.203,0.974,0.142,0.202,9.151,overground,MTT
910GANERLEY,910GWCHAPEL,0,0.435,11.016,29.911,23.555,6.303,72.389,overground,SUN
910GANERLEY,910GWCHAPEL,32.303,73.83,35.961,30.57,4.044,0.507,177.215,overground,MTT
910GANERLEY,910GWCROYDN,0,0,20.279,102.601,24.386,8.756,156.657,overground,SUN
910GANERLEY,910GWCROYDN,8.515,130.029,73.366,25.38,9.541,0.35300002,247.184,overground,MTT
910GBARKING,910GACTNCTL,0,0,0,1.402,0.15,0.102,1.654,overground,SUN
910GBARKING,910GACTNCTL,0.073,0.133,1.151,0.354,0.178,0,1.889,overground,MTT
910GBARKING,910GBHILLPK,0,0,0.036,0.444,0.276,0.281,1.581,overground,SUN
910GBARKING,910GBHILLPK,0.031,0.884,0.453,0,0.142,0.447,1.957,overground,MTT
910GBARKING,910GBLCHSRD,0,0,50.397,254.054,134.829,86.211,538.546,overground,SUN
910GBARKING,910GBLCHSRD,137.035,331.52798,236.174,187.732,77.853,19.803,990.12498,overground,MTT
910GBARKING,910GBRBY,0,0,0.205,1.377,1.557,0.354,3.493,overground,SUN
910GBARKING,910GBRBY,1.4679999,1.8100001,1.132,1.961,0.168,0,6.539,overground,MTT
910GBARKING,910GBRBYPK,1.314,2.561,1.616,0.934,0.141,0,6.566,overground,MTT
910GBARKING,910GBRUCGRV,0,0,0,0.273,0.103,0.17,0.551,overground,SUN
910GBARKING,910GBRUCGRV,0.005,0.084,0,0.811,0.003,0.141,1.044,overground,MTT
910GBARKING,910GCHESHNT,0,0,0.092,0.155,0.058,0.045,0.35,overground,SUN
910GBARKING,910GCHESHNT,0.002,0,0,0.03,0,0,0.032,overground,MTT
910GBARKING,910GCHINGFD,0,0,0,0.139,0.085,0.030000001,0.254000001,overground,SUN
910GBARKING,910GCHINGFD,0.283,2.723,2.076,3.49,0.79,0.176,9.538,overground,MTT
910GBARKING,910GCLAPTON,0,0,0,0.077,0.064,0.084,0.225,overground,SUN
910GBARKING,910GCLAPTON,0.43400002,2.461,3.242,1.345,0.634,0.042,8.15800002,overground,MTT
910GBARKING,910GCLDNNRB,0,0,0.069000006,0.17,0,0.04,0.280000006,overground,SUN
910GBARKING,910GCLDNNRB,1.718,1.13,0.871,0.934,0.25599998,0.125,5.03399998,overground,MTT
910GBARKING,910GCMDNRD,0,0,2.028,5.774,1.066,1.6899999,10.5579999,overground,SUN
910GBARKING,910GCMDNRD,4.1340003,11.438001,3.49,1.518,1.104,0.298,21.9820013,overground,MTT
910GBARKING,910GCROUCHH,0,0,5.628,56.745,22.737,25.322,117.402,overground,SUN
910GBARKING,910GCROUCHH,8.748,85.699,48.867,43.411,10.613,7.312,204.65,overground,MTT
910GBARKING,910GCRPNDPK,0,0,0.08,0.22600001,0.055,0.002,0.36300001,overground,MTT
910GBARKING,910GCSEAH,0,0,0.017,0.22,0.183,0,0.42,overground,SUN
910GBARKING,910GCSEAH,0.075,0,0.017,0.008,0.08,0,0.18,overground,MTT
910GBARKING,910GDALSKLD,0.206,0,2.12,0.056,0.394,0.019,2.795,overground,MTT
910GBARKING,910GEDMNGRN,0,0,1.08,3.407,1.509,1.212,7.52,overground,SUN
910GBARKING,910GEDMNGRN,1.119,1.53,0.015,2.022,0.83500004,0.22399999,5.74500003,overground,MTT
910GBARKING,910GENFLDTN,0,0,0.526,1.85,1.883,1.317,6.068,overground,SUN
910GBARKING,910GENFLDTN,0.88100004,2.635,1.969,0,1.165,0.198,6.84800004,overground,MTT
910GBARKING,910GFNCHLYR,0,0,0.134,1.469,2.451,3.502,7.556,overground,SUN
910GBARKING,910GFNCHLYR,2.617,4.86,3.184,2.4029999,0.513,0.237,13.8139999,overground,MTT
910GBARKING,910GGNRSBRY,0,0.043,0.392,0,0.003,0.018,0.456,overground,MTT
910GBARKING,910GGOSPLOK,0,0,2.407,23.877,9.926,3.6299999,42.4109998,overground,SUN
910GBARKING,910GGOSPLOK,20.666,50.690998,22.227,9.526,3.086,1.302,107.497998,overground,MTT
910GBARKING,910GHACKNYC,0,0,0.302,0,0.218,0.051,0.571,overground,MTT
910GBARKING,910GHAKNYNM,0,0.009000001,0.060000002,0.086,0.088,0,0.243000003,overground,MTT
910GBARKING,910GHARLSDN,0.701,0.019,0.081,0.09,0.036,0.015999999,0.942999999,overground,MTT
910GBARKING,910GHGHMSPK,0,0,0.094000004,0,0,0.042999998,0.199000005,overground,SUN
910GBARKING,910GHGHMSPK,1.048,3.969,4.342,3.253,1.556,0.019000001,14.187,overground,MTT
910GBARKING,910GHMPSTDH,0,0,0.532,3.619,3.897,0.57,8.618,overground,SUN
910GBARKING,910GHMPSTDH,6.806,14.261,8.427,3.033,0.632,0.012,33.171,overground,MTT
910GBARKING,910GHOMRTON,0,0,0.331,0,0.055,0.035,0.421,overground,MTT
910GBARKING,910GHRGYGL,0,0,27.831,204.16699,93.158,50.644,386.04399,overground,SUN
910GBARKING,910GHRGYGL,41.554,155.587,94.125,90.784,40.934,11.879,434.863,overground,MTT
910GBARKING,910GHROW,0.076,0.004,0.062,0.015,0.037,0.018,0.212,overground,MTT
910GBARKING,910GKENOLYM,0,0,0.155,0.82199997,0.318,0.099,1.39399997,overground,SUN
910GBARKING,910GKENOLYM,0.202,0.118,0.28100002,0.108,0.065,0,0.77400002,overground,MTT
910GBARKING,910GKENR,0,0,0.246,1.964,2.0379999,1.268,5.5159999,overground,SUN
910GBARKING,910GKENR,0.24700001,2.132,1.58,1.62,1.029,0.262,6.87000001,overground,MTT
910GBARKING,910GKEWGRDN,0,0.016,0.329,0,0,0,0.345,overground,MTT
910GBARKING,910GKNTSHTW,0,0,0.070999995,0.77,0.484,0.17500001,1.500000005,overground,SUN
910GBARKING,910GKNTSHTW,0.465,0.64,0.293,0.284,0.063,0.013,1.758,overground,MTT
910GBARKING,910GLEYTNMR,0,0,16.193,155.288,84.761,46.263,312.385,overground,SUN
910GBARKING,910GLEYTNMR,5.538,183.743,127.531,148.347,58.715,9.178,533.052,overground,MTT
910GBARKING,910GLYTNSHR,0,0,5.797,86.021,37.113,22.584,156.294,overground,SUN
910GBARKING,910GLYTNSHR,18.552,80.103,54.259,76.374,23.465,3.057,255.81,overground,MTT
910GBARKING,910GNWEMBLY,0.062,0.005,0.097,0.033,0.02,0.097,0.314,overground,MTT
910GBARKING,910GRCTRYRD,0,0,0,0.078,0,0,0.078,overground,MTT
910GBARKING,910GSACTON,1.25,0.138,1.508,0.499,0.004,0,3.399,overground,MTT
910GBARKING,910GSBURY,0,0,0.801,1.217,0.586,0.572,3.328,overground,SUN
910GBARKING,910GSBURY,6.932,1.3,0.194,1.645,0.231,0.098,10.4,overground,MTT
910GBARKING,910GSHPDSB,0,0,0,0.351,0.601,0.571,1.523,overground,SUN
910GBARKING,910GSHPDSB,0.024,0.29500002,0.427,0.223,0.142,0,1.11100002,overground,MTT
910GBARKING,910GSIVRST,0,0,0.936,2.255,3.653,2.156,9.048,overground,SUN
910GBARKING,910GSIVRST,1.791,3.037,0,5.927,2.893,0.43,14.078,overground,MTT
910GBARKING,910GSTKNWNG,0,0,0.022,0.076,0.069,0.065000005,0.232000005,overground,SUN
910GBARKING,910GSTKNWNG,0,0.072,0.132,0.051,0.236,0,0.491,overground,MTT
910GBARKING,910GSTMFDHL,0,0.047000002,0.225,0.019,0,0,0.291000002,overground,MTT
910GBARKING,910GSTNBGPK,0.622,0.007,0.118999995,0.060000002,0.008,0,0.815999997,overground,MTT
910GBARKING,910GSTOTNHM,0,0,31.052,203.877,93.971,56.379,401.936,overground,SUN
910GBARKING,910GSTOTNHM,8.895,207.465,125.663,153.162,50.902,16.318,562.405,overground,MTT
910GBARKING,910GTHBLDSG,0,0,0,0.606,0.588,1.021,2.215,overground,SUN
910GBARKING,910GTHBLDSG,0.448,0.21000001,0.105,0.873,0.247,0.407,2.29000001,overground,MTT
910GBARKING,910GTURKYST,0,0,1.863,1.224,0.857,0.616,4.613999998,overground,SUN
910GBARKING,910GTURKYST,0.296,0.20899999,0.37399998,1.199,0.219,0.004,2.30099997,overground,MTT
910GBARKING,910GUPRHLWY,0,0,12.079,93.603,57.368,39.088,209.743,overground,SUN
910GBARKING,910GUPRHLWY,32.532,155.985,69.2,56.907,20.432,7.6940002,342.7500002,overground,MTT
910GBARKING,910GWATFDHS,2.13,0,0.081,0,0,0,2.211,overground,MTT
910GBARKING,910GWDGRNPK,0,0,6.431,65.425,27.97,14.000999,118.537999,overground,SUN
910GBARKING,910GWDGRNPK,1.629,39.277,41.559,49.223,20.848,2.271,154.807,overground,MTT
910GBARKING,910GWDST,0,0,0.012,0,0,0,0.096,overground,SUN
910GBARKING,910GWDST,0.39200002,2.269,1.214,1.611,0.249,0.097,5.83200002,overground,MTT
910GBARKING,910GWHHRTLA,0,0,0.77,1.267,0.62,0.533,3.298,overground,SUN
910GBARKING,910GWHHRTLA,1.153,0.398,0,2.172,0.084,0.006,3.813,overground,MTT
910GBARKING,910GWHMDSTD,0,0,0.191,1.9350001,2.101,0.023,4.2500001,overground,SUN
910GBARKING,910GWHMDSTD,3.5279999,5.821,4.33,1.821,0.709,0.001,16.2099999,overground,MTT
910GBARKING,910GWLSDJHL,0,0,0.317,4.006,1.445,0.797,6.565,overground,SUN
910GBARKING,910GWLSDJHL,3.3140001,1.223,1.812,1.546,0.306,0.161,8.3620001,overground,MTT
910GBARKING,910GWLTHQRD,0,0,157.025,372.758,118.61,75.782,754.626,overground,SUN
910GBARKING,910GWLTHQRD,283.275,614.565,365.369,261.756,110.845,31.113,1666.923,overground,MTT
910GBARKING,910GWMBY,0.675,0.005,0.16600001,0.378,0.082,0,1.30600001,overground,MTT
910GBARKING,910GWNSTDPK,0,0,9.853,108.987,48.369,21.3,194.555,overground,SUN
910GBARKING,910GWNSTDPK,4.533,82.238,60.773,93.183,27.402,4.903,273.032,overground,MTT
910GBATRSPK,910GBROCKLY,0.033,0,0,0,0,0.005,0.038,overground,MTT
910GBATRSPK,910GCLPHHS,0,0,10.304999,0,0,0,10.304999,overground,SUN
910GBATRSPK,910GCLPHHS,0.05,0,0,0,0,1.64,1.69,overground,MTT
910GBATRSPK,910GCNDAW,0,0,10.481,0,0,0,10.481,overground,SUN
910GBATRSPK,910GCNDAW,9.252,0,0,0,0,12.462,21.714,overground,MTT
910GBATRSPK,910GCNNB,0,0,0.128,0,0,0,0.128,overground,SUN
910GBATRSPK,910GDALS,0,0,0.144,0,0,0,0.144,overground,SUN
910GBATRSPK,910GDALS,0.595,0,0,0,0,3.042,3.637,overground,MTT
910GBATRSPK,910GDENMRKH,0,0,7.2219996,0,0,0,7.2219996,overground,SUN
910GBATRSPK,910GDENMRKH,2.062,0,0,0,0,6.606,8.668,overground,MTT
910GBATRSPK,910GFORESTH,0.019,0,0,0,0,0.014,0.033,overground,MTT
910GBATRSPK,910GHACKNYC,0.018,0,0,0,0,0,0.018,overground,MTT
910GBATRSPK,910GHAGGERS,0,0,0.013,0,0,0,0.013,overground,SUN
910GBATRSPK,910GHAGGERS,0.984,0,0,0,0,1.4710001,2.4550001,overground,MTT
910GBATRSPK,910GHOMRTON,0.024,0,0,0,0,0,0.024,overground,MTT
910GBATRSPK,910GHONROPK,0.032,0,0,0,0,0.01,0.042,overground,MTT
910GBATRSPK,910GHOXTON,0,0,4.297,0,0,0,4.297,overground,SUN
910GBATRSPK,910GHOXTON,0,0,0,0,0,0.52599996,0.52599996,overground,MTT
910GBATRSPK,910GNEWXGTE,0.007,0,0,0,0,0.001,0.008,overground,MTT
910GBATRSPK,910GNWCRELL,0,0,0,0,0,0.018,0.018,overground,MTT
910GBATRSPK,910GPCKHMQD,0,0,5.212,0,0,0,5.212,overground,SUN
