name_o,name_d,Early,AM Peak,Midday,PM Peak,Evening,Late,Total,mode,day
940GZZLUACT,940GZZLUCYF,10.082,57.797,15.329,8.735,1.493,0.505,93.941,tube,MTT
940GZZLUACT,940GZZLUDGE,0,0.255,0.929,2.789,0,0,3.973,tube,MTT
940GZZLUACT,940GZZLUDGY,0,0,0.129,0.962,0.29,0.489,1.877,tube,SUN
940GZZLUACT,940GZZLUDGY,0.249,0.926,0.837,3.047,1.635,0.137,6.831,tube,MTT
940GZZLUACT,940GZZLUDOH,0,0.21,0.41,0.603,0.544,0.139,1.994,tube,SUN
940GZZLUACT,940GZZLUDOH,0,0.989,0.748,0.564,0.228,0.12,2.649,tube,MTT
940GZZLUACT,940GZZLUEAC,0,0.012,2.362,10.332,4.353,2.025,19.734,tube,SUN
940GZZLUACT,940GZZLUEAC,2.384,20.917,12.966,10.759,2.663,0.839,50.528,tube,MTT
940GZZLUACT,940GZZLUEAE,0,0,1.008,3.652,1.684,1.509,8.576,tube,SUN
940GZZLUACT,940GZZLUEAE,1.082,2.542,6.672,21.204,4.272,0.384,36.156,tube,MTT
940GZZLUACT,940GZZLUEAN,0,0,0,2.54,1.275,0.667,4.522,tube,SUN
940GZZLUACT,940GZZLUEAN,0,2.133,0.438,1.231,0.313,0,4.115,tube,MTT
940GZZLUACT,940GZZLUEBY,0,1.117,45.815998,271.681,71.839,32.917,432.584998,tube,SUN
940GZZLUACT,940GZZLUEBY,8.204,107.728,129.673,87.662,24.88,5.389,363.566,tube,MTT
940GZZLUACT,940GZZLUECM,0,0,2.694,19.484,8.858,3.965,36.84,tube,SUN
940GZZLUACT,940GZZLUECM,0.45999998,13.372,18.566,14.702,5.502,1.37,53.97899998,tube,MTT
940GZZLUACT,940GZZLUECT,0,6.393,24.718,69.156,25.031,13.904,142.527,tube,SUN
940GZZLUACT,940GZZLUECT,13.925,129.468,68.387,32.401,14.486,5.896,264.594,tube,MTT
940GZZLUACT,940GZZLUEFY,0,0,0.361,1.385,1.099,0.861,3.851,tube,SUN
940GZZLUACT,940GZZLUEFY,0.24800001,0.307,0.759,1.377,0.501,0.257,3.44900001,tube,MTT
940GZZLUACT,940GZZLUEGW,0,0,2.446,0.568,0.141,0,3.155,tube,SUN
940GZZLUACT,940GZZLUEGW,0,1.685,0.88600004,1.213,0.595,0,4.37900004,tube,MTT
940GZZLUACT,940GZZLUEHM,0,0.066,0.573,1.202,0.584,0.974,3.99,tube,SUN
940GZZLUACT,940GZZLUEHM,2.797,1.517,5.719,8.234,1.755,0.973,20.995,tube,MTT
940GZZLUACT,940GZZLUEMB,0.019,0.563,1.96,15.951,6.404,0.663,25.738,tube,SUN
940GZZLUACT,940GZZLUEMB,2.504,16.909,13.165,13.808,1.7,0.318,48.404,tube,MTT
940GZZLUACT,940GZZLUEPY,0,0,1.865,6.959,3.89,2.466,15.42599999,tube,SUN
940GZZLUACT,940GZZLUEPY,1.763,13.829,5.782,5.972,2.252,1.252,30.85,tube,MTT
940GZZLUACT,940GZZLUERC,0,0,0.75,5.48,4.072,1.141,11.64499999,tube,SUN
940GZZLUACT,940GZZLUERC,2.653,12.148,8.138,5.18,0.883,0.221,29.223,tube,MTT
940GZZLUACT,940GZZLUESQ,1.249,3.421,1.945,0.368,0.423,0.007,7.413,tube,MTT
940GZZLUACT,940GZZLUEUS,0,1.547,7.216,20.75,10.495,6.141,46.847,tube,SUN
940GZZLUACT,940GZZLUEUS,4.848,14.04,13.534,7.8910003,4.88,0.698,45.8910003,tube,MTT
940GZZLUACT,940GZZLUFBY,0,0.007,3.6460001,13.81,6.823,2.522,27.53700013,tube,SUN
940GZZLUACT,940GZZLUFBY,1.1899999,41.85,15.433,9.951,3.593,0.908,72.9249999,tube,MTT
940GZZLUACT,940GZZLUFCN,0,0,0.167,1.864,0.694,0.438,3.163,tube,SUN
940GZZLUACT,940GZZLUFCN,2.897,19.691,7.289,2.518,0.30200002,0.162,32.85900002,tube,MTT
940GZZLUACT,940GZZLUFLP,0,0,0.306,0,1.5649999,0,1.8709999,tube,SUN
940GZZLUACT,940GZZLUFPK,0,0.562,3.672,11.543,4.991,3.667,26.027,tube,SUN
940GZZLUACT,940GZZLUFPK,3.693,7.287,9.967,13.771,1.974,0.714,37.406,tube,MTT
940GZZLUACT,940GZZLUFYC,0.003,0,0.603,1.159,0.969,0.046,3.05699998,tube,SUN
940GZZLUACT,940GZZLUFYC,0.189,1.204,3.21,2.764,1.835,0.355,9.557,tube,MTT
940GZZLUACT,940GZZLUFYR,0,0.14,0.795,1.909,1.293,0.224,4.364,tube,SUN
940GZZLUACT,940GZZLUFYR,0.373,0.82,1.232,0.515,0.114,0.12900001,3.18300001,tube,MTT
940GZZLUACT,940GZZLUGBY,0,0,0.325,1.143,0.31,0,2,tube,SUN
940GZZLUACT,940GZZLUGBY,0.156,0.697,0.763,0,0.537,0,2.153,tube,MTT
940GZZLUACT,940GZZLUGDG,0,0,1.757,2.894,0.887,0.178,5.838,tube,SUN
940GZZLUACT,940GZZLUGDG,1.683,14.002,6.051,1.901,0.41,0,24.047,tube,MTT
940GZZLUACT,940GZZLUGFD,0,0.015,1.247,0.901,0.597,0.314,3.074,tube,SUN
940GZZLUACT,940GZZLUGFD,0,2.677,1.677,2.421,0.914,0.017,7.706,tube,MTT
940GZZLUACT,940GZZLUGGN,0,0,0.368,2.341,0.705,0.529,3.943,tube,SUN
940GZZLUACT,940GZZLUGGN,0,1.034,2.333,2.428,0.191,0.117,6.103,tube,MTT
940GZZLUACT,940GZZLUGHK,0,0,0,1.636,1.599,0.742,3.99,tube,SUN
940GZZLUACT,940GZZLUGHK,0,0.579,2.124,1.547,0.761,0.135,5.146,tube,MTT
940GZZLUACT,940GZZLUGPK,0,5.778,18.127,79.502,11.535,2.914,118.87,tube,SUN
940GZZLUACT,940GZZLUGPK,10.375,79.752,75.579,22.412,4.553,0.887,193.558,tube,MTT
940GZZLUACT,940GZZLUGPS,0,0.015999999,0.502,2.41,0,0,2.927999999,tube,SUN
940GZZLUACT,940GZZLUGPS,1.123,10.001,2.762,0.785,0.198,0,14.869,tube,MTT
940GZZLUACT,940GZZLUGTH,0,0,0.23900001,0.363,0.668,0.491,1.76500001,tube,SUN
940GZZLUACT,940GZZLUGTH,0,0.174,0.528,4.474,0.424,0.145,5.745,tube,MTT
940GZZLUACT,940GZZLUGTR,0,1.742,11.108,32.662,8.703,5.092,60.047,tube,SUN
940GZZLUACT,940GZZLUGTR,2.389,62.779,54.011,17.121,5.284,1.577,143.181,tube,MTT
940GZZLUACT,940GZZLUHAI,0,0.152,1.415,8.152,4.183,1.401,15.359,tube,SUN
940GZZLUACT,940GZZLUHAI,0.076,4.67,3.442,4.542,1.011,0.515,14.256,tube,MTT
940GZZLUACT,940GZZLUHBN,0,2.738,6.731,23.294,6.542,1.322,41.60100004,tube,SUN
940GZZLUACT,940GZZLUHBN,8.037,117.481,38.974,18.234,2.437,0.66,185.826,tube,MTT
940GZZLUACT,940GZZLUHBT,0,0,0.135,0.744,0.469,0.224,1.572,tube,SUN
940GZZLUACT,940GZZLUHCL,0,0,0.226,0.677,0.147,0.286,1.336,tube,SUN
940GZZLUACT,940GZZLUHCL,0.103,0.938,2.355,3.676,0.355,0.104,7.531,tube,MTT
940GZZLUACT,940GZZLUHGD,0,0,0.714,1.779,1.318,0.958,5.626,tube,SUN
940GZZLUACT,940GZZLUHGD,0.249,0.713,2.229,9.325,1.891,0.134,14.541,tube,MTT
940GZZLUACT,940GZZLUHGT,0,0,0.461,0.378,0.888,0.391,2.118,tube,SUN
940GZZLUACT,940GZZLUHGT,0.168,1.27,1.058,0.711,0.008,0.137,3.352,tube,MTT
940GZZLUACT,940GZZLUHNX,0,4.9449997,7.938,22.506,11.278,7.357,58.7269997,tube,SUN
940GZZLUACT,940GZZLUHNX,14.702,62.327,26.577,32.208,9.116,2.244,147.174,tube,MTT
940GZZLUACT,940GZZLUHOH,0,0,2.075,4.461,4.449,1.006,12.406,tube,SUN
940GZZLUACT,940GZZLUHOH,1.649,6.04,5.685,13.097,3.053,0.559,30.083,tube,MTT
940GZZLUACT,940GZZLUHPC,0,4.734,7.59,31.305,4.908,2.371,51.814,tube,SUN
940GZZLUACT,940GZZLUHPC,3.07,34.776,36.291,8.304,1.479,0.125,84.045,tube,MTT
940GZZLUACT,940GZZLUHPK,0,0.20899999,0.796,1.659,0.059,1.464,4.56299999,tube,SUN
940GZZLUACT,940GZZLUHPK,0,0.371,0.79,0.767,0.772,0.22399999,2.92399999,tube,MTT
