naptanid,stopType,commonName,line,lat,lon
490005421N,NaptanPublicBusCoachTram,Clifton Gardens,102,51.579469,-0.198155
490005421S,NaptanPublicBusCoachTram,Clifton Gardens,102,51.580291,-0.198354
490005434N,NaptanPublicBusCoachTram,Claremont Way,102,51.571277,-0.21936
490005434S,NaptanPublicBusCoachTram,Claremont Way,102,51.571644,-0.218682
490005435N,NaptanPublicBusCoachTram,Clitterhouse Road North,102,51.568733,-0.218796
490005435S,NaptanPublicBusCoachTram,Clitterhouse Road North,102,51.569298,-0.218716
490005509N,NaptanPublicBusCoachTram,Colney Hatch Lane,102,51.596188,-0.144015
490005509S,NaptanPublicBusCoachTram,Colney Hatch Lane,102,51.595677,-0.144699
490006263E,NaptanPublicBusCoachTram,Dunstan Road,102,51.56896,-0.202424
490006263W,NaptanPublicBusCoachTram,Dunstan Road,102,51.568625,-0.20287
490006442R,NaptanPublicBusCoachTram,Edmonton Green Station,102,51.624319,-0.060748
490006445A,NaptanPublicBusCoachTram,Edmonton Police Station,102,51.622673,-0.061324
490006445B,NaptanPublicBusCoachTram,Edmonton Police Station,102,51.622696,-0.061569
490006947E,NaptanPublicBusCoachTram,Midhurst Avenue,102,51.591051,-0.15303
490006947W,NaptanPublicBusCoachTram,Midhurst Avenue,102,51.590935,-0.153627
490006949E,NaptanPublicBusCoachTram,Fortismere Avenue,102,51.591138,-0.149981
490007267GM,NaptanPublicBusCoachTram,Golders Green / Finchley Road,102,51.571092,-0.195456
490007410B,NaptanPublicBusCoachTram,Great North Road,102,51.585773,-0.164489
490007476E,NaptanPublicBusCoachTram,Palmerston Road,102,51.612608,-0.111367
490007476P,NaptanPublicBusCoachTram,Green Lanes,102,51.612467,-0.108701
490007476V,NaptanPublicBusCoachTram,Green Lanes,102,51.612521,-0.107081
490007476W,NaptanPublicBusCoachTram,Palmerston Road,102,51.612296,-0.110961
490008053N,NaptanPublicBusCoachTram,Clitterhouse Road South,102,51.567267,-0.218203
490008053S,NaptanPublicBusCoachTram,Clitterhouse Road South,102,51.567663,-0.218217
490008059E,NaptanPublicBusCoachTram,Hendon Way,102,51.568635,-0.208266
490008059W,NaptanPublicBusCoachTram,Hendon Way,102,51.568405,-0.208477
490008069E,NaptanPublicBusCoachTram,Henlys Corner,102,51.589911,-0.198839
490008069W,NaptanPublicBusCoachTram,Henlys Corner,102,51.589569,-0.198218
490008070N,NaptanPublicBusCoachTram,Henlys Corner / Addison Way,102,51.588804,-0.199937
490008268GO,NaptanPublicBusCoachTram,Hodford Road,102,51.571776,-0.196685
490008343N,NaptanPublicBusCoachTram,Hoop Lane,102,51.575207,-0.196404
490008343S,NaptanPublicBusCoachTram,Hoop Lane,102,51.57668,-0.196866
490009357E,NaptanPublicBusCoachTram,North Middlesex Hospital,102,51.616559,-0.078875
490009357P,NaptanPublicBusCoachTram,North Middlesex Hospital,102,51.616227,-0.077271
490009624V,NaptanPublicBusCoachTram,Mapledown School,102,51.573842,-0.220688
490009624W,NaptanPublicBusCoachTram,Mapledown School,102,51.573617,-0.220062
490009659E,NaptanPublicBusCoachTram,Market Place,102,51.585933,-0.182281
490009659W,NaptanPublicBusCoachTram,Market Place,102,51.585665,-0.181844
490009765N,NaptanPublicBusCoachTram,Meadow Drive,102,51.594192,-0.144644
490009800E,NaptanPublicBusCoachTram,Melville Gardens,102,51.614182,-0.102996
490009800W,NaptanPublicBusCoachTram,Melville Gardens,102,51.613887,-0.103095
490009866E,NaptanPublicBusCoachTram,Midholm,102,51.586456,-0.187616
490009967W,NaptanPublicBusCoachTram,Monarch Court,102,51.584812,-0.173809
490009983A,NaptanPublicBusCoachTram,Edmonton Green Bus Station,102,51.625178,-0.058877
490009983G,NaptanPublicBusCoachTram,Edmonton Green Bus Station,102,51.625475,-0.058893
490010135K,NaptanPublicBusCoachTram,Muswell Hill Road,102,51.58994,-0.145886
490010135L,NaptanPublicBusCoachTram,Muswell Hill Road,102,51.589777,-0.145777
490010388M,NaptanPublicBusCoachTram,Pymmes Park,102,51.615397,-0.07215
490010388N,NaptanPublicBusCoachTram,Pymmes Park,102,51.615207,-0.0721
490010801G,NaptanPublicBusCoachTram,Brettenham Road,102,51.617875,-0.063161
490010801H,NaptanPublicBusCoachTram,Angel Corner,102,51.616145,-0.064043
490010801Z,NaptanPublicBusCoachTram,Brettenham Road,102,51.617816,-0.063395
490010914N,NaptanPublicBusCoachTram,Caney Mews,102,51.564922,-0.216593
490010915E,NaptanPublicBusCoachTram,Pennine Drive / Claremont Road,102,51.565013,-0.21542
490010916E,NaptanPublicBusCoachTram,Cleveland Gardens,102,51.566968,-0.211549
490010916W,NaptanPublicBusCoachTram,Cleveland Gardens,102,51.567069,-0.211112
490011684N,NaptanPublicBusCoachTram,Rosebery Road,102,51.59872,-0.13815
490011684S,NaptanPublicBusCoachTram,Rosebery Road,102,51.59848,-0.13829
490011968N,NaptanPublicBusCoachTram,Shrubbery Road,102,51.620897,-0.062122
490011968S,NaptanPublicBusCoachTram,Shrubbery Road,102,51.621135,-0.061794
490012392E,NaptanPublicBusCoachTram,Twyford Avenue,102,51.590251,-0.159299
490013192N,NaptanPublicBusCoachTram,Temple Fortune Lane,102,51.58308,-0.199672
490013192S,NaptanPublicBusCoachTram,Temple Fortune Lane,102,51.581548,-0.198867
490013254J,NaptanPublicBusCoachTram,Fairlawn Avenue,102,51.588902,-0.163915
490013440W,NaptanPublicBusCoachTram,Cambridge Roundabout / East Side,102,51.616043,-0.085816
490013578S,NaptanPublicBusCoachTram,The Vale,102,51.567797,-0.206957
490013578W,NaptanPublicBusCoachTram,The Vale / Hendon Way,102,51.567375,-0.205242
490013880K,NaptanPublicBusCoachTram,Fairlawn Avenue,102,51.589709,-0.163161
490013880L,NaptanPublicBusCoachTram,Twyford Avenue,102,51.590082,-0.160028
490013893E,NaptanPublicBusCoachTram,Ulster Gardens,102,51.616359,-0.092505
490013893W,NaptanPublicBusCoachTram,Ulster Gardens,102,51.616087,-0.091809
490014060Q1,NaptanPublicBusCoachTram,Victoria Road,102,51.615028,-0.069392
490014061N,NaptanPublicBusCoachTram,Victoria Road,102,51.600628,-0.134274
490014061S,NaptanPublicBusCoachTram,Victoria Road,102,51.600073,-0.13499
490014478W,NaptanPublicBusCoachTram,Eastholm,102,51.586196,-0.186514
490014757N,NaptanPublicBusCoachTram,St Andrew's Church,102,51.597507,-0.14217
490014757W,NaptanPublicBusCoachTram,St Andrew's Church,102,51.597553,-0.141678
490014844N,NaptanPublicBusCoachTram,Woodfield Way,102,51.605602,-0.126417
490014844S,NaptanPublicBusCoachTram,Woodfield Way,102,51.60487,-0.127328
490015014N,NaptanPublicBusCoachTram,York Road,102,51.610281,-0.122671
490015014S,NaptanPublicBusCoachTram,York Road,102,51.609626,-0.122756
490015186A,NaptanPublicBusCoachTram,Queens Avenue,102,51.591848,-0.143094
490015186B,NaptanPublicBusCoachTram,Muswell Hill,102,51.591635,-0.142756
490015187F,NaptanPublicBusCoachTram,Muswell Hill,102,51.590811,-0.14292
490015187H,NaptanPublicBusCoachTram,Princes Avenue,102,51.590096,-0.143801
490015189D,NaptanPublicBusCoachTram,Angel Corner,102,51.616686,-0.063602
490015301E,NaptanPublicBusCoachTram,Cambridge Roundabout / West Side,102,51.616539,-0.088641
490015496GU,NaptanPublicBusCoachTram,Golders Green Station,102,51.572841,-0.195777
490015496GV,NaptanPublicBusCoachTram,Golders Green Station,102,51.572956,-0.195642
490015617W,NaptanPublicBusCoachTram,Millfield Theatre & Arts Centre,102,51.616627,-0.080259
490G00000503,NaptanOnstreetBusCoachStopPair,The Vale,102,51.566089,-0.206375
490G00003108,NaptanOnstreetBusCoachStopPair,Addison Way,102,51.588046,-0.199765
490G00003158,NaptanOnstreetBusCoachStopPair,Albert Road,102,51.601674,-0.131603
490G00003322,NaptanOnstreetBusCoachStopCluster,Angel Corner,102,51.614725,-0.063584
490G00003529,NaptanOnstreetBusCoachStopPair,Aylmer Road,102,51.584342,-0.167304
490G00003564,NaptanOnstreetBusCoachStopPair,Pymmes Road,102,51.612546,-0.118678
490G00003723,NaptanOnstreetBusCoachStopPair,Beaufort Drive,102,51.588491,-0.194825
490G00003881,NaptanOnstreetBusCoachStopPair,Belvedere Court,102,51.584482,-0.170517
490G00004017,NaptanOnstreetBusCoachStopPair,Birchwood Avenue,102,51.590952,-0.148415
490G00004093,NaptanOnstreetBusCoachStopPair,Blandford Close,102,51.58533,-0.178812
490G00004214,NaptanOnstreetBusCoachStopPair,Bowes Road,102,51.612091,-0.12173
490G00004282,NaptanOnstreetBusCoachStopCluster,Brent Cross Shopping Centre,102,51.575761,-0.222692
490G00004463,NaptanOnstreetBusCoachStopCluster,Brookland Rise,102,51.587223,-0.190689
490G00004712,NaptanOnstreetBusCoachStopCluster,Cambridge Roundabout / East Side,102,51.616365,-0.084604
490G00005091,NaptanOnstreetBusCoachStopCluster,Chequers Way,102,51.613869,-0.095325
490G00005162,NaptanOnstreetBusCoachStopPair,Childs Way,102,51.585576,-0.199992
490G00005421,NaptanOnstreetBusCoachStopPair,Clifton Gardens,102,51.579469,-0.198155
490G00005434,NaptanOnstreetBusCoachStopPair,Claremont Way,102,51.571644,-0.218682
490G00005435,NaptanOnstreetBusCoachStopPair,Clitterhouse Road North,102,51.569298,-0.218716
490G00005509,NaptanOnstreetBusCoachStopPair,Colney Hatch Lane,102,51.595677,-0.144699
490G00006263,NaptanOnstreetBusCoachStopPair,Dunstan Road,102,51.56896,-0.202424
490G00006445,NaptanOnstreetBusCoachStopPair,Edmonton Police Station,102,51.622673,-0.061324
490G00006947,NaptanOnstreetBusCoachStopPair,Midhurst Avenue,102,51.591051,-0.15303
490G00006949,NaptanOnstreetBusCoachStopPair,Fortismere Avenue,102,51.591138,-0.149981
490G00007267,NaptanOnstreetBusCoachStopPair,Golders Green / Finchley Road,102,51.571092,-0.195456
490G00007410,NaptanOnstreetBusCoachStopPair,Great North Road,102,51.585773,-0.164489
490G00007476,NaptanOnstreetBusCoachStopCluster,Palmerston Road,102,51.612467,-0.108701
490G00008053,NaptanOnstreetBusCoachStopPair,Clitterhouse Road South,102,51.567267,-0.218203
490G00008059,NaptanOnstreetBusCoachStopPair,Hendon Way,102,51.568635,-0.208266
490G00008069,NaptanOnstreetBusCoachStopCluster,Henlys Corner,102,51.590508,-0.199639
490G00008070,NaptanOnstreetBusCoachStopPair,Henlys Corner / Addison Way,102,51.588804,-0.199937
490G00008268,NaptanOnstreetBusCoachStopPair,Hodford Road,102,51.571776,-0.196685
490G00008343,NaptanOnstreetBusCoachStopCluster,Hoop Lane,102,51.575207,-0.196404
490G00009357,NaptanOnstreetBusCoachStopPair,North Middlesex Hospital,102,51.616559,-0.078875
490G00009624,NaptanOnstreetBusCoachStopPair,Mapledown School,102,51.573617,-0.220062
490G00009659,NaptanOnstreetBusCoachStopPair,Market Place,102,51.585665,-0.181844
490G00009765,NaptanOnstreetBusCoachStopPair,Meadow Drive,102,51.594192,-0.144644
490G00009800,NaptanOnstreetBusCoachStopPair,Melville Gardens,102,51.613887,-0.103095
490G00009866,NaptanOnstreetBusCoachStopPair,Midholm,102,51.586456,-0.187616
490G00009967,NaptanOnstreetBusCoachStopPair,Monarch Court,102,51.584812,-0.173809
490G00009983,NaptanBusCoachStation,Edmonton Green Bus Station,102,51.625201,-0.059194
490G00010135,NaptanOnstreetBusCoachStopPair,Muswell Hill Road,102,51.589777,-0.145777
490G00010388,NaptanOnstreetBusCoachStopPair,Pymmes Park,102,51.615207,-0.0721
490G00010801,NaptanOnstreetBusCoachStopPair,Brettenham Road,102,51.617875,-0.063161
490G00010915,NaptanOnstreetBusCoachStopPair,Pennine Drive / Claremont Road,102,51.565013,-0.21542
490G00010916,NaptanOnstreetBusCoachStopPair,Cleveland Gardens,102,51.566968,-0.211549
490G00010918,NaptanOnstreetBusCoachStopPair,Caney Mews,102,51.564922,-0.216593
490G00011684,NaptanOnstreetBusCoachStopPair,Rosebery Road,102,51.59872,-0.13815
490G00011968,NaptanOnstreetBusCoachStopPair,Shrubbery Road,102,51.620897,-0.062122
490G00012392,NaptanOnstreetBusCoachStopPair,Twyford Avenue,102,51.590251,-0.159299
490G00013192,NaptanOnstreetBusCoachStopPair,Temple Fortune Lane,102,51.58308,-0.199672
490G00013254,NaptanOnstreetBusCoachStopCluster,Fairlawn Avenue,102,51.588902,-0.163915
490G00013578,NaptanOnstreetBusCoachStopPair,The Vale / Hendon Way,102,51.567375,-0.205242
490G00013880,NaptanOnstreetBusCoachStopPair,Twyford Avenue,102,51.590082,-0.160028
490G00013893,NaptanOnstreetBusCoachStopPair,Ulster Gardens,102,51.616087,-0.091809
490G00014060,NaptanOnstreetBusCoachStopPair,Victoria Road,102,51.615028,-0.069392
490G00014061,NaptanOnstreetBusCoachStopPair,Victoria Road,102,51.600073,-0.13499
490G00014478,NaptanOnstreetBusCoachStopPair,Eastholm,102,51.586196,-0.186514
490G00014757,NaptanOnstreetBusCoachStopPair,St Andrew's Church,102,51.597507,-0.14217
490G00014844,NaptanOnstreetBusCoachStopPair,Woodfield Way,102,51.605602,-0.126417
490G00015014,NaptanOnstreetBusCoachStopPair,York Road,102,51.610281,-0.122671
490G00015186,NaptanOnstreetBusCoachStopPair,Queens Avenue,102,51.590711,-0.142866
490G00015187,NaptanOnstreetBusCoachStopPair,Muswell Hill,102,51.590811,-0.14292
490G00015190,NaptanOnstreetBusCoachStopPair,Princes Avenue,102,51.590096,-0.143801
490G00015617,NaptanOnstreetBusCoachStopPair,Millfield Theatre & Arts Centre,102,51.616627,-0.080259
490G00019164,NaptanOnstreetBusCoachStopPair,Cambridge Roundabout / West Side,102,51.616539,-0.088641
490G00028C,NaptanOnstreetBusCoachStopCluster,Bounds Green Station,102,51.608056,-0.123586
490G000389,NaptanOnstreetBusCoachStopPair,Angel Corner / Silver Street Station,102,51.614578,-0.065555
490G00067G,NaptanOnstreetBusCoachStopCluster,East Finchley Station,102,51.58689,-0.164054
490G00087GB,NaptanOnstreetBusCoachStopCluster,Golders Green Station,102,51.57209,-0.194883
490G01092D,NaptanOnstreetBusCoachStopCluster,Edmonton Green Station,102,51.625333,-0.061716
910GEDMNGRN,NaptanRailStation,Edmonton Green Rail Station,102,51.624929,-0.061112
940GZZLUBDS,NaptanMetroStation,Bounds Green Underground Station,102,51.607034,-0.124235
940GZZLUEFY,NaptanMetroStation,East Finchley Underground Station,102,51.587131,-0.165012
940GZZLUGGN,NaptanMetroStation,Golders Green Underground Station,102,51.572259,-0.194039
490000058A,NaptanPublicBusCoachTram,Dagenham East Station,103,51.544537,0.165908
490000058B,NaptanPublicBusCoachTram,Dagenham East Station,103,51.544496,0.16618
490001235E,NaptanPublicBusCoachTram,Rainham Interchange,103,51.516855,0.191173
490001235W,NaptanPublicBusCoachTram,Rainham Station,103,51.517022,0.190936
490001243T,NaptanPublicBusCoachTram,Romford Station,103,51.574403,0.183794
490001243V,NaptanPublicBusCoachTram,Romford Station,103,51.574497,0.183582
490003339S,NaptanPublicBusCoachTram,Knightswood Road,103,51.525878,0.192471
490003410N,NaptanPublicBusCoachTram,Woodshire Road,103,51.55459,0.15962
490003445E,NaptanPublicBusCoachTram,Ashmour Gardens,103,51.589785,0.177314
490003445W,NaptanPublicBusCoachTram,Ashmour Gardens,103,51.589601,0.177492
490003491E,NaptanPublicBusCoachTram,Avelon Road,103,51.603625,0.1763
490003566E,NaptanPublicBusCoachTram,Ballards Road,103,51.538397,0.167246
490003566N2,NaptanPublicBusCoachTram,Ballards Road,103,51.540033,0.165319
490003660E,NaptanPublicBusCoachTram,Barton Avenue,103,51.563204,0.161615
490003660W,NaptanPublicBusCoachTram,Barton Avenue,103,51.563193,0.162235
490004467N1,NaptanPublicBusCoachTram,The Avenue,103,51.581601,0.176836
490004570N,NaptanPublicBusCoachTram,Bull Lane,103,51.557971,0.158178
490004570S,NaptanPublicBusCoachTram,Bull Lane,103,51.557936,0.15861
490004726S,NaptanPublicBusCoachTram,Campbell Close,103,51.602436,0.180273
490004739W,NaptanPublicBusCoachTram,Leys Avenue,103,51.537255,0.170148
490004929S,NaptanPublicBusCoachTram,Woodshire Road,103,51.554945,0.159853
490005032E,NaptanPublicBusCoachTram,Chase Cross,103,51.603912,0.179246
490005098E,NaptanPublicBusCoachTram,Cherry Tree Lane,103,51.528681,0.190213
490005098W,NaptanPublicBusCoachTram,Cherry Tree Lane,103,51.528538,0.190177
490005381E,NaptanPublicBusCoachTram,Clayton Road,103,51.563691,0.165
490005381W,NaptanPublicBusCoachTram,Clayton Road,103,51.563714,0.16565
490005834N,NaptanPublicBusCoachTram,Crow Lane,103,51.569206,0.175031
490005834S,NaptanPublicBusCoachTram,Crow Lane,103,51.56882,0.175518
490005923P,NaptanPublicBusCoachTram,Cu London University / Wood Lane,103,51.562041,0.156395
490005923R,NaptanPublicBusCoachTram,Cu London University / Wood Lane,103,51.562375,0.157305
490005927W,NaptanPublicBusCoachTram,Rush Green Road / Dagenham Road,103,51.565367,0.175021
490006153J,NaptanPublicBusCoachTram,Dovers Corner,103,51.52269,0.190776
490006153K,NaptanPublicBusCoachTram,Dovers Corner,103,51.522757,0.191024
490007042M,NaptanPublicBusCoachTram,Cu London University / Rainham Rd North,103,51.560333,0.1549
490007042N,NaptanPublicBusCoachTram,Cu London University / Rainham Rd North,103,51.560065,0.154815
490007074E,NaptanPublicBusCoachTram,Fyfield Road,103,51.532343,0.184823
490007074W,NaptanPublicBusCoachTram,Fyfield Road,103,51.532799,0.183951
490007128S,NaptanPublicBusCoachTram,Garry Way,103,51.601043,0.179282
490007262N,NaptanPublicBusCoachTram,Gobions Avenue,103,51.601447,0.174001
490007918E,NaptanPublicBusCoachTram,Havering Road,103,51.587473,0.17394
490007918W,NaptanPublicBusCoachTram,North Street,103,51.586859,0.173594
490007988E,NaptanPublicBusCoachTram,Heather Close,103,51.595259,0.178398
490007988W,NaptanPublicBusCoachTram,Heather Close,103,51.595162,0.177311
490007989N,NaptanPublicBusCoachTram,Heather Gardens,103,51.593823,0.180669
490007989S,NaptanPublicBusCoachTram,Heather Gardens,103,51.593248,0.181132
490008878N,NaptanPublicBusCoachTram,Knightswood Road,103,51.526104,0.192425
490009090E,NaptanPublicBusCoachTram,Leonard Avenue,103,51.56513,0.171273
490009090W,NaptanPublicBusCoachTram,Leonard Avenue,103,51.564674,0.169707
490009126E,NaptanPublicBusCoachTram,Leys Avenue,103,51.537437,0.170027
490009126W,NaptanPublicBusCoachTram,Ballards Road,103,51.538137,0.167219
490009581S,NaptanPublicBusCoachTram,Aldborough Road,103,51.541001,0.165538
490009715N,NaptanPublicBusCoachTram,Mashiters Hill,103,51.597024,0.174859
490009715S,NaptanPublicBusCoachTram,Mashiters Hill,103,51.59626,0.175356
490009810K,NaptanPublicBusCoachTram,Mercury Gardens,103,51.579109,0.185131
490010016N,NaptanPublicBusCoachTram,Moray Way,103,51.599545,0.177159
490010016S,NaptanPublicBusCoachTram,Moray Way,103,51.598906,0.176696
490010169E,NaptanPublicBusCoachTram,South Hornchurch Library,103,51.530443,0.187846
490010169W,NaptanPublicBusCoachTram,South Hornchurch Library,103,51.53116,0.186525
490010704N,NaptanPublicBusCoachTram,Oxlow Lane,103,51.551123,0.160869
490010704S,NaptanPublicBusCoachTram,Rainham Road South / Dagenham Road,103,51.550308,0.161667
490010764N,NaptanPublicBusCoachTram,Romford Bus Garage,103,51.582894,0.175512
490010973E,NaptanPublicBusCoachTram,Pettits Lane,103,51.591728,0.18015
490010973W,NaptanPublicBusCoachTram,Pettits Lane,103,51.591671,0.180825
490011396C,NaptanPublicBusCoachTram,Rainham War Memorial,103,51.518533,0.189956
490011396D,NaptanPublicBusCoachTram,Rainham War Memorial,103,51.518794,0.189955
490011497N,NaptanPublicBusCoachTram,Reede Road,103,51.546111,0.164901
490011497S,NaptanPublicBusCoachTram,Reede Road,103,51.546234,0.165065
490011657N1,NaptanPublicBusCoachTram,Cedar Road,103,51.5853,0.172812
490011658S,NaptanPublicBusCoachTram,Romford Bus Garage,103,51.583716,0.174829
490011659E,NaptanPublicBusCoachTram,Romford Market,103,51.580702,0.182133
490011659H,NaptanPublicBusCoachTram,Romford Market,103,51.580445,0.181919
490011667HD,NaptanPublicBusCoachTram,Rom Valley Way,103,51.571376,0.182163
490011667HE,NaptanPublicBusCoachTram,Rom Valley Way,103,51.571694,0.18199
490011798N2,NaptanPublicBusCoachTram,Norwood Avenue,103,51.566514,0.176201
490011798S2,NaptanPublicBusCoachTram,Norwood Avenue,103,51.566159,0.176415
490011908N,NaptanPublicBusCoachTram,Sandown Avenue,103,51.541589,0.165306
490013240S,NaptanPublicBusCoachTram,The Avenue,103,51.581863,0.176776
490013640E,NaptanPublicBusCoachTram,Thorogood Way,103,51.534919,0.178789
490013640W,NaptanPublicBusCoachTram,Thorogood Way,103,51.534676,0.178806
490014063N,NaptanPublicBusCoachTram,Victoria Road,103,51.548049,0.163204
