Day-id_o_id_d;Early;Morning;AM Peak;Midday;PM Peak;Evening;Late;Night;Total
MTT-231_267;0;0.207;1;1;1;2;0;0;4.3889999
MTT-231_197;0;0;0;1;2.15;0;0;0;4.401
MTT-231_175;0;0.397;11;8;3;3;1;0;26.808
MTT-231_238;0;6;32;9;12;7;2;0;68.499
MTT-231_29;0;0.379;9;10;27;14;9;0;68.379
MTT-231_101;0;4;9;3;5;2;2;0.003;26.505
MTT-231_103;0;17;2;16;4;3;1;0.012;42.345001
MTT-231_147;0;1;0.96099997;2;3;0;0;0;6.905999971
MTT-231_102;0.001;9;1;10;3;3;0;0.011000001;26.337999
MTT-231_209;0;3.65;28;5;6.67;1.85;1;0;46.16
MTT-231_19;0;0;3;3;5;4;1;0;15.526
MTT-231_35;0;4;7;11;14;9;3;0;48.273
MTT-231_156;0;1;6;7;15;5;3;0;37.466
MTT-231_36;0;26;111;14;11;2;1;0;164.594
MTT-231_37;0;3;3;6;7;4;2;0;25.134
MTT-232_0;0;8;12;6;3;2;1;0;32.137
MTT-232_12;0;8;44;16;8;1;0;0;77.322
MTT-232_2;0;9;62;19;13;2;0.774;0;104.997
MTT-232_1;0;4;16;8;3;1;0;0;32.0410011
MTT-232_3;0;6;2;3;4;1;0;0;16.0219997
MTT-232_5;0;4;42;52;19;8;1;0;124.997
MTT-232_6;0;0;1;2;1;0.14;0;0.02;4.579000002
MTT-232_7;0;20;117;65;66;26;12;0.113;305.384
MTT-232_8;0;1;18;14;11;5;1;0;50.9169995
MTT-232_9;0;12;60;54;12;3;5;0;145.993
MTT-232_10;0;3;10;3;3;1;1;0.009;22.279
MTT-232_11;0;43;156;91;38;13;5;0;344.96
MTT-232_13;0;1;1;1;3;1;0;0;7.7350001
MTT-232_15;0;3;23;7;2;0.837;0.732;0.009;37.6
MTT-232_16;0;0;0;1;1;0;0;0;2.1370001
MTT-232_18;0;1;13;8;2;0;0;0;24.12400001
MTT-232_20;0;2;8;7;4;3;1;0;25.6459999
MTT-232_21;0;3;2;1;1;0;0;0;7.39500003
MTT-232_22;0;2;15.84;13;18;12;2;0;62.995
MTT-232_23;0;23;50;49;17;3;1;0;142.836
MTT-232_24;0;4;14;9;3;1;1;0;32.057
MTT-232_25;0;3;3;1;1;1;0;0;10.48600003
MTT-232_26;0;3;58;62;64.38;32;9.94;0.096;228.932
MTT-232_27;0;1;5;2;1;0;1;0;9.53600003
MTT-232_28;0;2;3;2;1.96;0.746;0;0;10.545
MTT-232_30;0;3.45;1;2;2;0.593;0;0;9.621
MTT-232_31;0;0;1;0;0.262;0;0;0;2.148
MTT-232_32;0;1;2;3;3;1;0;0;10.65900001
MTT-232_33;0;28;87;50;30;10;4;0.001;210.3300003
MTT-232_34;0;3.24;34;37;15;7;1;0;97.251
MTT-232_38;0;0;1;0;0;0;0;0;2.1799999
MTT-232_39;0;2;0;1;1;0;0;0;4.144
MTT-232_41;0;0.737;11;6;4;4;0.414;0;27.353
MTT-232_42;0;10;49;22;7;1.78;1;0;89.508
MTT-232_73;0;3;10;16;7;2;1;0;40.3290003
MTT-232_46;0;1;6;1;1;0.43400002;0;0;10.29500002
MTT-232_48;0;1;8;4;3;2;2;0.015000001;20.009
MTT-232_49;0;1;7;4;2;0.922;1;0;14.3100002
MTT-232_50;0;2;9;2;1;1;0;0;14.4070001
MTT-232_51;0;3;25;24;17;8;4;0;81.827
MTT-232_52;0;1;12;6;4;2;1;0;26.2319999
MTT-232_53;0;4;2;2.51;2;1;1;0;13.1240001
MTT-232_54;0;21;119;144;52;14;3;0.03;353.808
MTT-232_55;0;0.678;0;0.151;0.235;0;0;0;1.186
MTT-232_56;0;0.361;0.008;0.562;0.884;0.124000005;0;0;1.939000005
MTT-232_57;0;0;0.43400002;1;0.858;0.574;0;0;3.41800002
MTT-232_58;0;0.779;0.727;1;0.508;0.365;0;0;3.293
MTT-232_59;0;3;4;3;3;1;0;0;15.12300001
MTT-232_60;0;8;14;5;5;2;0;0;34.217
MTT-232_61;0;2;2;3;3;0.784;0;0;11.949
MTT-232_62;0;24;48;26.17;7;4;2;0;111.655001
MTT-232_63;0;4;5.22;1;2;1;1;0;13.419
MTT-232_67;0;0;0.384;0.791;0.862;0;0;0;2.037
MTT-232_64;0;0.208;3;1;1.28;0.26;0;0;6.066
MTT-232_65;0;3;1;2;2;1;2;0;11.828
MTT-232_66;0;1;10;2;2;0.669;0;0;15.51900001
MTT-232_70;0;1;5;3;2;0.546;0;0;12.921
MTT-232_69;0;4;23;14.96;6;2;1;0;50.0449998
MTT-232_71;0;8;42;26;12;7;2;0;97.441001
MTT-232_74;0;0.637;1;2;1;2;0;0;5.8380001
MTT-232_76;0;36;81;71;43;15;3;0.005;249.659
MTT-232_75;0;0.309;8;7;0.901;0.244;0;0;16.743
MTT-232_77;0;0;2;0;0.747;0.14;0;0;2.6750001
MTT-232_78;0;32.67;182;65;24;6;1;0;310.86
MTT-232_79;0;0.238;5;3;2;1;0;0;10.835
MTT-232_80;0;4;9;4;1.86;1;0;0;19.785
MTT-232_81;0;45;245;176;106;43.36;13;0.002;628.674
MTT-232_82;0;5;15;7;2;1.89;0;0;31.702
MTT-232_83;0;0;1;1;1;2;0;0;5.252
MTT-232_84;0;15;39;17;5.71;2;1;0;79.703
MTT-232_85;0;1;9;9;5;2;0;0;26.288
MTT-232_86;0;1;5;2;1;0.268;0;0;10.059
MTT-232_87;0;1;11;9;3;0.682;0;0;24.755
MTT-232_89;0;4;29;10.55;3;0.713;0;0;46.76800002
MTT-232_91;0;6;2;2;3;1;0;0;14.365
MTT-232_90;0;57;131;77;28;7;3;0;304.048998
MTT-232_92;0;2;17;3;1;0.698;0;0;23.64
MTT-232_93;0;0.169;1;1;2;0.26;0;0;4.848
MTT-232_94;0;17;91;35;18.71;5;1;0.01;167.437
MTT-232_96;0;3;18;7;3;0.417;0;0;32.427
MTT-232_97;0;3;6;3;1;0.549;0;0;13.2820003
MTT-232_98;0;1;8;1;1.28;1;0;0;12.782
MTT-232_99;0;3;1;1;0.573;0.763;0;0;6.145
MTT-232_100;0;6;5;6;4;1;0;0;21.457
MTT-232_265;0;0.24700001;6;2;1;0;0;0;9.98200001
MTT-232_104;0;1.46;17;14;4;1;1;0;38.477
MTT-232_105;0;0.059;0;0.857;0.19600001;0.80300003;0;0;2.54800004
MTT-232_107;0;65;413;238;122;53;10;0;899.762
MTT-232_108;0;0.067;1;1;1;0;0;0;2.607
MTT-232_106;0;7;16;13;3;0.621;0;0;38.917
MTT-232_109;0;1;0;0.527;0.85899997;0.55;0;0;3.35499999
MTT-232_110;0;35;367;157;48.71;12;2;0;623.024
MTT-232_111;0;4;16;5;0.40800002;0.17400001;0;0;25.17800003
MTT-232_112;0;13;61;84;32;14;3;0.006;207.0700005
MTT-232_114;0;1;4.6;3;3;1;0;0;12.75700002
MTT-232_115;0;2;4;4;3.59;3;1;0;16.078
MTT-232_116;0;2;5;4;2.95;2;0.082;0;15.8650002
MTT-232_117;0;10;42;23;7;2;3;0.028;85.066
MTT-232_118;0;0;0.932;1;0.174;0;0;0;1.921
MTT-232_119;0;2;5;4;2;0.316;0;0;12.9110001
MTT-232_120;0;0.234;1;0.561;0.601;0.617;0;0;3.436
MTT-232_121;0;0;0;0;0;0.009000001;0;0;0.009000001
MTT-232_122;0;0;8;5;3;1;0;0;17.787
MTT-232_124;0;0.612;5;3;0.934;0.379;0;0;10.412
MTT-232_126;0;0.77;4.1;4;3;0.873;0;0.004;12.7120001
MTT-232_125;0;0;4;2;1;0.679;0;0;8.089
MTT-232_128;0;0.548;4;2;4;2;0;0;13.02600001
MTT-232_127;0;80;376;265;117.88;44;14;0.056999996;897.575
MTT-232_129;0;25;84;66;13;5;2;0;194.619
MTT-232_130;0;3;14;9;3;1;0;0;30.583
MTT-232_131;0;1;14;7.01;3;0.815;0;0;26.953
MTT-232_132;0;2;11;4;3;0.334;0;0;19.771
MTT-232_133;0;1;8;2;0.962;0.601;0;0;12.468
MTT-232_134;0;38;136;190.05;89;32;9;0.009;492.994
MTT-232_135;0;0.202;1;2;2;2.21;1;0;8.763
MTT-232_136;0;0.72;1;2;1;0.637;0;0;6.2669999
MTT-232_137;0;25;88;49;27;9;2;0;199.623
MTT-232_138;0;28;86;69;40;12;6;0;241.864004
MTT-232_139;0;0.844;0;0;0.783;0.155;0;0;2.45900002
MTT-232_140;0;0.961;6;3;1;0;0;0;10.92700002
MTT-232_141;0;9;70;71;49;28;6;0;232.333
MTT-232_142;0;0;0;1;0.659;0.012;0;0;2.135
MTT-232_143;0;10.65;37;22;10;4;2;0;85.119
MTT-232_144;0;2;17;12;7;3;1;0;42.824
MTT-232_145;0;5;15;18;4;2;1;0;46.438
MTT-232_149;0;11;36;20;6;2.57;0;0;75.293001
MTT-232_150;0;1;3;3;3.4;2;1;0;13.983
MTT-232_151;0;0.319;6;3;2;0.832;0;0;13.132
MTT-232_152;0;0;3;2;2;2;0;0;8.612
MTT-232_153;0;0.226;1;1;1.1;2;1;0;5.9159999
MTT-232_154;0;9;11;3;0.955;0.171;1;0.002;25.2739995
MTT-232_155;0;2;2;1;0.501;0.441;0;0;6.72599999
MTT-232_159;0;3;5;2;2;1.36;1;0;14.402
MTT-232_157;0;0.482;0.857;0.465;0.188;2;0;0;3.814
MTT-232_160;0;0.23;1;2;2;0.871;0;0;6.0400002
MTT-232_158;0;0.777;0.968;0.402;0.431;0.344;0;0;2.922
MTT-232_161;0;1;5;4;2;0.306;1;0;13.816
MTT-232_163;0;0.012;1;0;0.491;0.17;0;0;2.402
MTT-232_162;0;0.656;0.311;0;0.90500003;0.40399998;0;0;2.37400001
MTT-232_164;0;5;33;14;6;1;1;0;59.804
MTT-232_165;0;4;35;34;29;14;4;0;119.749
MTT-232_166;0;5;37;29;13;7;1;0;91.3529999
MTT-232_167;0;0;4;1;1;1.05;1;0;8.129
MTT-232_168;0;0.809;6;5;3;0.46;0;0.002;15.462
MTT-232_169;0;65;239;259;87.58;17;5;0;672.795
MTT-232_170;0;32;74;35;19;7;1;0;168.041
MTT-232_171;0;8;7;2;0.535;0.98;2;0;19.4660003
MTT-232_172;0;2;21;3.25;1;0.18100001;0;0;28.22500011
MTT-232_173;0;1;2;1.13;0.69;0.276;0;0;5.20300001
MTT-232_174;0;38;131;123;52;17;5;0.005;365.151
MTT-232_176;0;1;0.775;0.849;1;0.321;0;0;4.198
MTT-232_177;0;2;1.42;2;2;1;1;0;9.536
MTT-232_178;0;1;3;1;3;1;1;0;10.619
MTT-232_179;0;3;19;4;1;0.802;1;0;28.66
MTT-232_181;0;3;2;1;2.45;0.16600001;0;0;8.48900001
MTT-232_180;0;2;7;3;2;1;0;0;15.501
MTT-232_182;0;4;16;11;5;3;0;0;38.481
MTT-232_183;0;0.561;6;3;2;0.52;0;0;12.723
MTT-232_184;0;0;2;1;1;0.839;0;0;6.45999999
MTT-232_185;0;0;0.32;0.355;0.862;0.433;0;0;1.97
MTT-232_186;0;2;4;2;1;0.118;0;0;8.5500001
MTT-232_187;0;4;18;4;1;2;1;0;28.645
MTT-232_188;0;0;2;0;0;0;0;0;2.453
MTT-232_190;0;2;6;3;2;0;1;0;13.081
MTT-232_192;0;0;2;1;0;0;0;0;3.18700003
MTT-232_194;0;26;163;142;47;13;2;0.003;392.792998
MTT-232_210;0;6;16;9;2;0.893;0;0;33.484
MTT-232_211;0;5;17.9;7;1;1.89;1;0;33.434
MTT-232_212;0;13.92;74;28;8;2;1;0;127.166001
MTT-232_195;0;1;13;20;17;7;3;0.005;59.732
MTT-232_196;0;8;28;21;9;4;1;0;71.7709995
MTT-232_198;0;8;28;13;4;1;0;0;54.204
MTT-232_200;0;1;10;5;1;0.78;0;0;19.5780001
MTT-232_207;0;1;4;2;0.788;0.445;0;0;7.87700001
MTT-232_208;0;10;75;76;57;31;8;0;256.579
MTT-232_201;0;1;1;2;2;0.162;0;0;6.54300002
MTT-232_202;0;27;105;69;19;6;1;0;227.572
MTT-232_204;0;0.575;0.653;0;0.735;0.507;0;0;2.82
MTT-232_205;0;1;3.98;2;0.523;0.72;0;0;8.241
MTT-232_206;0;0.505;1;1;0.189;0;0;0;2.429
MTT-232_213;0;2;7;2;0.613;0;0;0;10.796
MTT-232_214;0;3;2;2;0.673;0.31800002;0;0;8.547
MTT-232_215;0;1;4;3;1;0.911;1;0;10.444
MTT-232_216;0;2;7;4;5;3.48;1;0.003;22.718
MTT-232_217;0;7;2;1;1;0.516;0;0;12.019
MTT-232_43;0;6;12;12;5;2;2;0;39.55
MTT-232_218;0;25;39;37;26;9;2;0.001;138.381
MTT-232_219;0;3;0;1;2.18;1;0;0;7.512
MTT-232_220;0;0.527;1;1;2;0;0;0;4.683
MTT-232_221;0;2;9;7;2;0.24200001;0;0;20.37900021
MTT-232_222;0;0;0.675;0.587;0.983;0.139;0;0;2.847
MTT-232_224;0;2;7;3;2;0.784;0.504;0;15.197
MTT-232_225;0;6;16;7;6;2;1;0.007;36.664
MTT-232_226;0;8;30;36;14;5;1;0;94.015
MTT-232_227;0;5;16;19;16;5.8;1;0;63.410001
MTT-232_229;0;3;9;12;5;0.929;0;0;29.115
MTT-232_230;0;0.046000004;2;0.79;1;0.469;0;0.015;4.476000104
MTT-232_231;0;5;3;4;1;1;1;0;14.484
MTT-232_236;0;1;1;3;4;1;1;0;11.198
MTT-232_237;0;1;10;7;2;1.13;0;0;21.8369999
MTT-232_239;0;123;302;193;124;38;16;0;795.845
MTT-232_240;0;5;25;30;40;21;5;0;126.765
MTT-232_241;0;0.784;1;0.659;0.347;0.241;0;0;3.188
MTT-232_242;0;16.39;152;88;27;9;2;0;294.067
MTT-232_243;0;0.599;10;4;2;1;0;0;17.767
MTT-232_244;0;52;72;52;33;10;4;0;223.155
MTT-232_245;0;0.33900002;0.28;0;0.679;0.326;0;0;1.84600002
MTT-232_246;0;3;3;2;1;0.414;0;0;9.81599989
MTT-232_247;0;8;25;10;6;4;1;0.005;55.175
MTT-232_248;0;0.935;1;0.16600001;0.008;0;0;0;2.15300001
MTT-232_256;0;1;10;5;3;0.874;1;0;21.276
MTT-232_249;0;10;19;6;2;0;0;0;36.91
MTT-232_251;0;0;0;1;1;0.114;0;0.002;3.142
MTT-232_252;0;3;10;2;2;1;0;0;17.3520001
MTT-232_254;0;1;7;2;1;1;0;0;12.037
MTT-232_257;0;9;37;19;4;1;0;0;70.58800002
MTT-232_259;0;1;6;4;1;1;0;0;14.4110001
MTT-232_258;0;2;29;6;5;0.56;0;0;43.636
MTT-232_260;0;2;7;3;2;2;0;0.015999999;16.784
MTT-232_261;0;2;4;2;1;0.558;0;0;9.931
MTT-232_263;0;5;19;4;1;0.312;0;0;29.31900001
MTT-232_262;0;0;2;1;0.709;1;0;0;4.449
MTT-232_266;0;0;0.13499999;1;0.34;1;0;0;3.31999999
MTT-232_264;0;2;17;30;23;15;4;0.02;90.38
MTT-232_95;0;0;2;1;0;0;0;0;3.191
MTT-232_68;0;2;11;6;1;0.229;0;0;21.04500001
MTT-232_197;0;1;2;1.47;2;1;0;0;7.559
MTT-232_175;0;7;43;13;6;2;0;0;71.0020001
MTT-232_238;0;68.02;137;43;31;16;7;0;301.82
MTT-232_29;0;14;37;31;24;14;6;0.112;125.610001
MTT-232_101;0;4;5;3.07;2;0.709;0;0.008;15.017
MTT-232_103;0;10;10;14;9;2;1;0.01;44.308
MTT-232_147;0;2;2;6;4;0.648;0;0;14.528
MTT-232_102;0;2;4;7;2;0;0;0;16.70500019
MTT-232_209;0;9;44;15;8;2;0;0;77.74
MTT-232_19;0;3;8;5;2;1;0;0;19.925
MTT-232_35;0;2;5;4;3;2;1;0.003;16.0660001
MTT-232_156;0;14;19;14;13;7;1;0;67.289
MTT-232_36;0;34;76;19;6;3;0;0;138.685
MTT-232_37;0;14;17;10;7;3;2;0.001;53.355
MTT-234_0;0;0;1;0;0.100999996;0.019;0;0;0.877999996
MTT-234_12;0;1;0;0;0;0;0;0;1.78799998
MTT-234_1;0;1;7;2;1;0;0;0;10.925
MTT-234_5;0;0.692;4.48;2;1;0;0;0;8.18799996
MTT-234_6;0;0;0;0;0;0.179;0;0;0.69100001
MTT-234_9;0;0.88;0;0.038000003;0;0;0;0;0.918000003
MTT-234_10;0;0;1;0;0;0.247;0;0;1.501
MTT-234_11;0;2;10;3.25;1;0.099;0;0;17.312
MTT-234_13;0;11;17;15;9;5;2;0;59.0230005
MTT-234_14;0;0;0;0;1;0;0;0;1.823
MTT-234_15;0;0.792;2;1;0;0;0;0;4.4579999
MTT-234_16;0;0.005;0.224;0;0;0;0;0;0.272
MTT-234_17;0;2;10;22;28;10;4;0;75.529999
MTT-234_18;0;0.042000003;0.51;0.748;0.181;0.076;0;0;1.557000003
MTT-234_20;0;0.77;4;2;2;0.639;0;0;10.416
MTT-234_21;0.017;8;41.75;4;3;0.139;0;0;56.171
MTT-234_23;0;0;0.847;0;0.067;0.159;0;0;1.517
MTT-234_24;0;0.078;1;0.42000002;0.101;0;0;0;1.74299992
MTT-234_27;0;1;6;5;2;0.562;0;0;14.0130002
MTT-234_30;0;3;9;4;1;0.625;0;0;17.668001
MTT-234_31;0;0.227;0.132;0;0;0;0;0;0.744
MTT-234_33;0.005;0;0.048;0;0.059;0.003;0;0;0.521000004
MTT-234_34;0;0.297;2;1;1;0.091;0;0;5.2380001
MTT-234_38;0;2;9;1;0.461;0.031000001;0;0;12.864
MTT-234_41;0;0.263;0.244;0.176;0.397;0.17400001;0;0;1.25400001
MTT-234_42;0;2;13;4;1;0.067999996;0;0;20.733
MTT-234_73;0;8;31;11;10.33;0.206;0;0;61.197
MTT-234_48;0;1;0.435;0.16;0.491;0.009;0;0;2.152
MTT-234_49;0;0;0;0.206;0.326;0.166;0;0;1.041
MTT-234_50;0;0.127;0;0;0;0.14;0;0;0.829
MTT-234_52;0;0.136;0;0;0;0;0;0;1.001000001
MTT-234_54;0.002;0.169;0;1;0.89100003;0;0;0;2.57800013
MTT-234_56;0;2;23;28;44;10;5;0;112.862
MTT-234_57;0;5.09;30;51;55;20;5;0;165.175
MTT-234_60;0;1;3.77;3;2;0.552;0;0;9.82600003
MTT-234_61;0;0;0;0;0.191;0;0;0;0.428
MTT-234_62;0;3;5;2;0;0;0;0;11.163
MTT-234_65;0;2;8;13;6;7;1;0;38.043
MTT-234_66;0.003;1;1;0;0;0;0;0;2.08000001
MTT-234_69;0;0.944;0;0.119;0;0;0;0;1.063
MTT-234_71;0;0.971;3;1;0.65;0.074;0;0;6.418
MTT-234_72;0;4;16;72;186;27;7;0;310.539
MTT-234_74;0;0.067;0.284;0;0.531;0.104;0.073;0;1.241
MTT-234_76;0;1;2;3;1;0.08;0;0;7.629
MTT-234_75;0;2;0;0.412;0;0;0;0;2.3320001
MTT-234_78;0;2;0;0;0;0;0;0;2.81200002
MTT-234_79;0;0;1;0;0;0;0;0;1.46700002
MTT-234_81;0;1;0;0.23900001;0;0;0;0;1.665999911
MTT-234_82;0;1;2;1;0.54;0;0;0;4.30000007
MTT-234_83;0;0.12900001;0;0;0;0.208;0;0;1.44500001
MTT-234_84;0;1;3;1;1;0.006;0;0;6.0630001
MTT-234_85;0;0.114;0.179;0;0.115;0;0;0;0.84400002
MTT-234_87;0;0.374;2;0;0.20300001;0;0;0;2.81000011
MTT-234_89;0;2;0;0;0;0;0;0;2.193
MTT-234_91;0;0;0.961;0.784;0.237;0.006;0;0;1.988
MTT-234_90;0;0;0.025;0.197;0.188;0.077;0;0;0.533
MTT-234_92;0.004;0.571;2;0.476;0.097;0;0;0;2.882
MTT-234_93;0;0;0;0;0.026;0;0;0;0.026
MTT-234_94;0;4;5;2;4;0.084;0;0;14.54
MTT-234_96;0;0;0;0;0;0;0;0;0.462
MTT-234_97;0;0.452;1;0;0;0;0;0;1.385
MTT-234_100;0;0;0;0;0;0;0;0;0.002
MTT-234_265;0;0.124;0;0;0;0;0;0;0.148
MTT-234_104;0;0.035;0;1;0;0;0;0;1.364
MTT-234_108;0;0.035;0.257;0.269;0;0.58100003;0;0;1.29800003
MTT-234_106;0;0.47399998;0.862;1;0.355;0;0;0;2.57799998
MTT-234_110;0;4;15.77;6;4;0;0;0;29.9050001
MTT-234_111;0;0.39000002;1;0;0;0;0;0;1.36600002
MTT-234_112;0.015;0.125;0.163;0;0;0.029000001;0;0;0.681000001
MTT-234_113;0;8;32;99;357;60.42;16;0;572.274
MTT-234_114;0;0.227;0.137;0;0;0;0;0;0.618
MTT-234_117;0;0;0;0.59;0;0;0;0;1.585
MTT-234_119;0;0.611;0.591;0;0;0;0;0;2.171
MTT-234_122;0;0;1;0;0.205;0.009;0;0;1.87
MTT-234_124;0;0.023;0.119;1;1;0;0;0;1.548
MTT-234_126;0;0;0;0;0;0.02;0;0;0.027
MTT-234_127;0;3.21;0;0;0;0;0;0;3.50999998
MTT-234_129;0.004;1.6;1;2;0;0.008;0;0;5.07
MTT-234_130;0;0.18900001;0;0.073;0;0;0;0;0.26200001
MTT-234_131;0;0.253;0.48;0.345;0.015;0;0;0;1.093
MTT-234_132;0;0.208;0.36;1;1;0.03;0;0;2.403
MTT-234_134;0;1;3;3;2;0.066;0;0;8.694
MTT-234_135;0;0.252;1;1;1;0;0;0;4.304
MTT-234_136;0;0.459;0.782;0;0;0;0;0;2.037
MTT-234_137;0;1;0;6;3;0.254;0.002;0;10.8269998
MTT-234_138;0;0.005;0.027;1;0.097;0.025;0;0;0.85600003
MTT-234_139;0;0;0.939;1;0.499;0.007;0;0;2.488
MTT-234_142;0;2;15.14;2;0.653;0.054;0;0;19.9440001
MTT-234_143;0;2;4;1;1;0.317;0;0;8.944
MTT-234_144;0.002;0.551;1;0;0;0;0;0;2.418
MTT-234_145;0;1;4.53;7;2;0.575;0;0;15.706
MTT-234_149;0;1;0;0;0;0;0;0;0.957
MTT-234_150;0;0;0;0;0;1;0;0;2.102
MTT-234_151;0;0.533;1;1;0;0;0;0;2.535
MTT-234_154;0;2;2;0;0.374;0;0;0;4.09
MTT-234_161;0;0;0;0;0;0;0;0;0.008
MTT-234_164;0;0.442;2;0.53000003;0.168;0.071;0;0;3.00600003
MTT-234_166;0;0.792;3;1;0;0.105000004;0;0;4.981000004
MTT-234_168;0;0;1;0;0.283;0.108;0;0;2.37
MTT-234_169;0;11;17;9;2;1;0;0;38.886
MTT-234_170;0;1;0;0;0;0;0;0;1.333
MTT-234_171;0;0.473;0.114;0;0;0;0;0;0.649
MTT-234_172;0.005;0.43600002;1;0;0;0.134;0;0;1.87200002
MTT-234_174;0;2;4;3;2;0.007;0;0;10.968
MTT-234_177;0;0.688;4;4;5;2;0;0;15.81
MTT-234_179;0.002;1;1;0.17999999;0.225;0;0;0;1.78499996
MTT-234_180;0.001;0.368;0.47;0;0;0.212;0;0;1.306
MTT-234_182;0;1;0;1;0.403;0.118;0;0;2.381
MTT-234_183;0;0.206;2;1;0;0;0;0;2.72500003
MTT-234_187;0;2;3;3;1;0;0;0;8.979
MTT-234_190;0;0.068;0;0;0;0;0;0;0.068
MTT-234_194;0.002;0.566;0;1;1;0;0;0;2.64000003
MTT-234_210;0;5;29;3;1;0;0;0;38.405
MTT-234_212;0;1;3;3;1;0.486;0;0;9.58
MTT-234_196;0;1.19;3;2;1;0;0;0;7.362
MTT-234_198;0;6;13;5;1;0;0;0;24.8310003
MTT-234_199;0;0;0;0;0;0;0;0;0.904
MTT-234_200;0;0.08;1;0;0;0;0;0;1.246
MTT-234_207;0;0.19500001;0.024999999;0.15799999;0;0;0;0;0.561999999
MTT-234_202;0;4;9;6;2;0.138;0;0;21.949
MTT-234_206;0;0.356;1;1;0;0;0;0;2.41000002
MTT-234_213;0;0;0;0;0;0;0;0;0.65100001
MTT-234_215;0;0.931;1.49;2;1;0.633;0;0;6.209
MTT-234_43;0;0;0;1;0.732;0.003;0;0;1.392000003
MTT-234_218;0;0;0;0;0;0;0;0;0.138
MTT-234_221;0;0;0;0;0;0;0.008;0;0.008
MTT-234_222;0;5;23;4;2;0.072000004;0;0;33.97200001
MTT-234_225;0;0;2;1;0.418;0.005;0;0;3.572
MTT-234_226;0;4;20;8;7;0;0;0;38.463
MTT-234_229;0;0;7;2;0;0;0;0;9.27
MTT-234_233;0;5;49;64;252;49;10;0;429.982
MTT-234_235;0;1;7;7;4.65;2;1;0;22.51600003
MTT-234_236;0;2;9;7;7;2;1;0;27.342
MTT-234_237;0;0.052;0;0;0;0;0;0;0.069
MTT-234_239;0;2;9;3;3;1;0;0;16.878
MTT-234_241;0;0;0.372;1;0.084;0;0;0;1.61799999
MTT-234_242;0;0.32700002;1;0;0;0.057;0;0;2.28700002
MTT-234_244;0;0.049000002;0;0;0;0.499;0;0;1.228000005
MTT-234_246;0;0.326;0.09;0;0;0;0;0;0.56800001
MTT-234_256;0;0;0;0;0;0;0;0;0.156999994
MTT-234_249;0.008;3;2;1;0;0;0;0;6.945999896
MTT-234_251;0;3;0;1;1;0;0;0;5.27400003
MTT-234_254;0;0;2;1;0.155;0.096;0;0;3.716
MTT-234_257;0.026;7;17;6;1;0;0;0;31.11
MTT-234_259;0;7;35;22;7;3;0.825;0;75.276
MTT-234_258;0;1;2;0.94;0.394;0.006;0;0;4.49
MTT-234_263;0;3;3;0;1;0;0;0;7.229
MTT-234_266;0;0;0;0;1;0;0;0;2.207000004
MTT-234_264;0.012;0.505;0.397;0;0;0;0;0;1.388
MTT-234_68;0;0;1;0.414;0;0;0;0;1.932
MTT-234_175;0;0.94;0.505;1;0.235;0.004;0;0;2.22
MTT-234_238;0;5;6;0.727;0;0.243;0;0;11.52100002
MTT-234_29;0;0.124000005;1;1;2;0.132;0;0;4.943000005
MTT-234_103;0;0.544;0.902;1;1;0;0;0;3.38000003
MTT-234_147;0;0;0;1;0;0;0;0;1.446
MTT-234_102;0;0.35;0.338;0.38300002;0;0.096;0;0;1.46200002
MTT-234_209;0;0;0.025;0.147;0.109;0.07;0;0;0.351
MTT-234_19;0;0;0;0;0.46699998;0;0;0;0.78299998
MTT-234_35;0;0;0;0;0;0.026999999;0;0;0.166999999
MTT-234_156;0;0.007;0.02;0.223;0.667;0.398;0;0;1.35
MTT-234_36;0;0;0.098;0;0.141;0;0;0;0.438000005
MTT-234_37;0;0;0;0;0;0.024;0;0;0.202
MTT-233_12;0.081;4;2;1;0;0;0;0;6.9209999
MTT-233_1;0;4;16;4;1;0;0;0;25.478
MTT-233_5;0;1;3;3;0;0;0;0;7.952
MTT-233_9;0;1;3;2;0;0;0;0;6.275
MTT-233_11;0.005;8;19;4;1;0.291;0;0;32.429
MTT-233_13;0.021000002;52;140;75;51;6;2;0;324.52801
MTT-233_15;0;0.45;1;0;0;0;0;0;2.033
MTT-233_17;0;0.252;6;30;29;2;0;0;67.197
MTT-233_20;0;3;5;2;1;0.229;0;0;11.18299999
MTT-233_21;0.003;4;24;3;3;0.007;0;0;33.292
MTT-233_23;0;2;7;3;0.449;0.552;0;0;13.857
MTT-233_24;0;0;1;0.138;0;0;0;0;1.227
MTT-233_27;0;4;10;3;2;0.68;0;0;20.556
MTT-233_30;0;3;5;3;1;0.127;0;0;12.499
MTT-233_33;0.009;1;1;0;0;0.197;0;0;2.417
MTT-233_38;0;4;10;1;1;0.198;0;0;15.888
MTT-233_42;0;4;9;2;1;0;0;0;15.78
MTT-233_73;0;7;16;4.1;4;0.025;0;0;31.032001
MTT-233_52;0;0;1;0.627;0;0;0;0;2.272
MTT-233_54;0;0.305;0;1;0;0;0;0;1.733
MTT-233_56;0;1;6;36;24;3;1;0;70.272
MTT-233_57;0;1;13;55;37;4;0.775;0;111.231
MTT-233_60;0;1;0.725;1;1;0;0;0;3.544
MTT-233_62;0;0;1;1;0;0;0;0;3.024
MTT-233_65;0;0.563;11;55;38;3;2;0;108.127002
