Day-id_o_id_d;Early;Morning;AM Peak;Midday;PM Peak;Evening;Late;Night;Total
MTT-13_7;61.432;310.882;145.022;129.108;53.238;29.232;0;0;728.914
FRI-13_7;51.982;296.558;165.783;123.686;44.252;16.813;0;0;699.074
SUN-13_8;0;5.904;14.531;10.811;6.538;5.692;0;0;43.476
SAT-13_8;2.01;5.467;17.169;14.157;12.149;6.074;0;0;57.026
MTT-13_8;1.311;10.311;9.865;12.775;10.402;2.809;0;0;47.473
FRI-13_8;2.463;7.863;9.139;10.4210005;13.71;4.8120003;0;0;48.4080008
SUN-13_9;0;10.659;38.142;16.17;12.95;14.972;0;0;92.893
SAT-13_9;8.404;16.676;62.877;19.349;10.533;10.626;0;0;128.465
MTT-13_9;13.731999;47.545;50.344;38.232;24.614;16.532;0;0;190.998999
FRI-13_9;11.591;41.589;62.212;35.717;19.162;13.277;0;0;183.548
SUN-13_10;0;2.337;4.688;1.834;0.61800003;0;0;0;9.47700003
SAT-13_10;1.682;2.458;2.732;1.066;1.234;0;0;0;9.172
MTT-13_10;1.286;4.172;3.878;4.303;0;0;0;0;13.639
FRI-13_10;1.346;3.586;1.799;4.186;2.714;0.722;0;0;14.353
SUN-13_11;0;15.83;147.572;47.651;26.525;5.784;0;0;243.362
SAT-13_11;5.3589997;22.283;151.533;54.645;44.773;9.719;0;0;288.3119997
MTT-13_11;1.99;34.011;117.819;43.803;29.574;6.709;0;0;233.906
FRI-13_11;1.434;25.721;142.922;50.383;53.965;13.516;0;0;287.941
SUN-13_12;0;1.086;1.459;0.342;0.53;0;0;0;3.417
SAT-13_12;0;0.489;0.992;1.138;0;1.122;0;0;3.741
MTT-13_12;6.561;8.521;5.898;0.385;0;0;0;0;21.365
FRI-13_12;6.495;7.041;2.806;1.762;1.758;0.992;0;0;20.854
SUN-13_14;0;3.16;8.457;5.814;5.185;2.364;0;0;24.98
SAT-13_14;3.34;5.153;10.973;5.113;6.177;3.323;0;0;34.079
MTT-13_14;5.919;12.686;18.049;9.859;5.232;2.695;0;0;54.44
FRI-13_14;5.951;12.486;15.706;11.623;7.262;3.774;0;0;56.802
SUN-13_15;0;1.464;2.746;2.47;1.911;1.396;0;0;9.987
SAT-13_15;0;1.182;4.333;1.603;1.914;0.875;0;0;9.907
MTT-13_15;0.426;8.248;5.106;2.426;2.784;0.592;0;0;19.582
FRI-13_15;0.698;7.333;6.996;3.423;0.99;1.914;0;0;21.354
SUN-13_16;0;6.554;24;16.597;13.242;4.657;0;0;65.05
SAT-13_16;0;7.7939997;27.309;21.813;13.791;16.048;0;0;86.7549997
MTT-13_16;1.471;6.091;30.315;16.091;17.739;16.842;0;0;88.549
FRI-13_16;1.14;8.909;24.751;15.438;20.14;14.038;0;0;84.416
SAT-13_17;1.306;0.44599998;2.228;0.797;0.41;0.861;0;0;6.04799998
FRI-13_17;1.233;3.055;2.667;1.646;0.84000003;0.99;0;0;10.43100003
SUN-13_18;0;16.749;83.027;35.61;20.272;5.113;0;0;160.771
SAT-13_18;8.591;56.13;168.56;46.507;27.311;11.776;0;0;318.875
MTT-13_18;19.147;401.05402;100.151;48.161;22.436;2.889;0;0;593.83802
FRI-13_18;15.9210005;296.438;109.401;55.52;31.67;6.015;0;0;514.9650005
SUN-13_19;0;90.201;310.842;88.726;44.266;19.521;0;0;553.556
SAT-13_19;29.025;99.038;356.067;121.463;44.063;35.684002;0;0;685.340002
MTT-13_19;45.974;378.846;163.318;87.068;21.209;15.391;0;0;711.806
FRI-13_19;39.897;352.601;169.34;97.727;41.537;18.976;0;0;720.078
SUN-13_20;0;7.666;37.565;17.222;11.993;6.8199997;0;0;81.2659997
SAT-13_20;5.138;14.456;37.941;18.624;18.505;13.407;0;0;108.071
MTT-13_20;1.457;37.635;25.101;20.08;25.037;11.412;0;0;120.722
FRI-13_20;0.828;43.284;47.098;26.389;19.858;14.436;0;0;151.893
SUN-13_22;0;6.301;21.586;3.892;3.63;1.478;0;0;36.887
SAT-13_22;0;9.523;14.153;3.232;5.474;2.116;0;0;34.498
MTT-13_22;1.2770001;31.036;11.418;8.72;3.01;1.747;0;0;57.2080001
FRI-13_22;2.124;33.533;22.637;8.158;4.196;1.006;0;0;71.654
SUN-13_23;0;51.49;406.773;108.702;53.076;35.625;0;0;655.666
SAT-13_23;13.397;106.995;563.25;197.696;92.516;68.05;0;0;1041.904
MTT-13_23;17.828;282.171;266.484;221.69;93.982;31.611;0;0;913.766
FRI-13_23;21.273;242.114;338.736;209.662;96.75;63.343;0;0;971.878
SUN-13_24;0;22.504;47.731;24.556;18.058;10.501;0;0;123.35
SAT-13_24;9.366;31.608;67.551;26.194;29.007;28.634;0;0;192.36
MTT-13_24;40.655;60.834;51.71;41.865;24.399;13.068;0;0;232.531
FRI-13_24;33.298;64.075;48.271;45.52;22.209;22.815;0;0;236.188
SUN-13_25;0;0.576;7.107;5.981;0.238;0;0;0;13.902
SAT-13_25;2.027;4.158;1.318;0;0.428;0.069;0;0;8
MTT-13_25;3.417;6.167;4.145;2.632;0;0;0;0;16.361
FRI-13_25;2.546;5.729;7.217;4.795;0.738;0;0;0;21.025
SUN-13_26;0;4.998;27.873;10.773;9.113;10.532;0;0;63.289
SAT-13_26;1.933;3.856;22.603;8.4;11.576;10.791;0;0;59.159
MTT-13_26;0.451;18.501;20.55;23.716;14.979;14.727;0;0;92.924
FRI-13_26;1.219;12.775;21.163;20.583;16.981;12.966;0;0;85.687
SUN-13_27;0;0;1.097;0;0.618;0.635;0;0;2.35
SAT-13_27;0;0.58;2.737;1.688;1.726;0;0;0;6.731
MTT-13_27;0;1.061;1.774;0.94;0;0.55799997;0;0;4.33299997
FRI-13_27;0;2.562;1.906;1.88;0.86;1.098;0;0;8.306
SUN-13_28;0;0.696;6.469;4.4309998;3.481;3.768;0;0;18.8449998
SAT-13_28;0;2.967;7.333;6.978;5.383;0.154;0;0;22.815
MTT-13_28;0.578;2.833;15.89;9.395;9.46;6.893;0;0;45.049
FRI-13_28;0.796;3.326;15.540999;14.484;3.744;7.178;0;0;45.068999
SUN-13_29;0;1.286;3.026;2.054;2.012;0.566;0;0;8.944
SAT-13_29;1.859;2.078;5.037;2.772;0.322;1.5;0;0;13.568
MTT-13_29;1.2689999;3.191;4.816;0.878;1.033;0;0;0;11.1869999
FRI-13_29;1.37;5.3120003;5.232;1.803;1.375;1.306;0;0;16.3980003
SUN-13_30;0;2.325;2.673;2.386;2.886;1.237;0;0;11.507
SAT-13_30;0;1.9480001;3.702;1.91;2.614;2.31;0;0;12.4840001
MTT-13_30;0.388;6.713;3.289;2.607;1.698;1.542;0;0;16.237
FRI-13_30;0.952;7.7790003;7.742;4.209;3.264;3.217;0;0;27.1630003
SUN-13_31;0;2.27;1.889;0.893;1.257;0.349;0;0;6.658
SAT-13_31;0.719;1.449;2.085;0.025;0.608;0.58;0;0;5.466
MTT-13_31;0.679;2.526;0;0;0;0;0;0;3.205
SUN-13_32;0;3.51;6.018;2.513;0.423;1.427;0;0;13.891
SAT-13_32;0.766;3.792;6.916;3.639;1.335;2.114;0;0;18.562
MTT-13_32;0;4.206;4.542;1.275;2.0870001;0;0;0;12.1100001
FRI-13_32;0;3.13;5.274;4.999;1.326;0.705;0;0;15.434
SUN-13_33;0;13.861;47.913002;27.033;11.708;11.688;0;0;112.203002
SAT-13_33;3.083;20.154;37.447;23.277;19.855;19.800001;0;0;123.616001
MTT-13_33;6.792;64.747;29.549;18.82;7.748;6.125;0;0;133.781
FRI-13_33;7.348;67.91;37.515;19.998;20.332;20.823;0;0;173.926
SUN-13_34;0;24.608;28.884;14.598;10.797;5.508;0;0;84.395
SAT-13_34;6.475;29.914999;37.758;12.697;12.544;15.569;0;0;114.957999
MTT-13_34;13.187;146.406;69.149;23.568;11.719;11.71;0;0;275.739
FRI-13_34;11.423;131.991;78.516;21.911;9.649;19.441;0;0;272.931
MTT-13_35;1.223;3.415;1.176;1.079;0.334;0;0;0;7.227
SUN-13_36;0;8.275;99.478;38.542;24.423;15.549;0;0;186.267
SAT-13_36;3.968;25.191;125.932;48.2;34.749;17.965;0;0;256.005
MTT-13_36;17.666;86.47;67.954;50.06;22.326;6.663;0;0;251.139
FRI-13_36;14.049;74.31;87.598;70.029;38.108;7.472;0;0;291.566
SUN-13_38;0;0.516;2.531;0.343;1.169;0.096;0;0;4.655
SAT-13_38;0;1.471;2.9490001;0.892;0.73;1.002;0;0;7.0440001
MTT-13_38;1.031;5.101;1.644;0.776;0.899;0.004;0;0;9.455
FRI-13_38;0.591;5.356;5.132;2.4029999;1.204;0.481;0;0;15.1669999
SUN-13_39;0;7.785;21.355;6.279;5.268;2.184;0;0;42.871
SAT-13_39;3.904;7.918;19.65;8.111;6.379;5.101;0;0;51.063
MTT-13_39;10.93;37.838;14.304;5.826;0.963;0.501;0;0;70.362
FRI-13_39;7.888;33.019;17.211;4.286;2.491;0.673;0;0;65.568
MTT-13_40;0.02;0.204;0.023;0;0.034;0.049;0;0;0.33
FRI-13_40;0.024999999;0.378;0;0;0.049;0;0;0;0.451999999
SUN-13_41;0;4.287;40.594;13.4;7.337;3.029;0;0;68.647
SAT-13_41;0.513;5.4709997;34.129;15.793;15.736;1.92;0;0;73.5619997
MTT-13_41;2.146;9.467;21.377;7.521;3.7549999;1.761;0;0;46.0269999
FRI-13_41;1.507;10.129;22.611;16.047;6.277;6.8910003;0;0;63.4620003
SUN-13_42;0;1.9860001;1.945;1.6060001;2.169;1.189;0;0;8.8950002
SAT-13_42;1.766;1.699;2.48;0.714;0.414;0.541;0;0;7.614
MTT-13_42;1.0090001;1.626;4.423;0.85400003;1.461;0;0;0;9.37300013
FRI-13_42;1.887;0.856;3.371;1.964;3.4850001;1.174;0;0;12.7370001
SUN-13_43;0;4.9960003;23.974;12.667;5.444;9.26;0;0;56.3410003
SAT-13_43;0.593;8.848;28.412;12.05;7.786;12.137;0;0;69.826
MTT-13_43;6.528;14.679;34.315;19.819;8.789;3.352;0;0;87.482
FRI-13_43;5.154;13.634;40.953;15.919;10.259;15.412001;0;0;101.331001
SAT-13_44;0;0;0;0;0;0.008;0;0;0.008
FRI-13_44;0;0;0;0;0;0.176;0;0;0.176
SUN-14_0;0;0.40600002;1.04;0.197;1.005;0;0;0;2.64800002
MTT-14_0;1.451;0.49;1.561;0.804;0.977;0;0;0;5.283
SUN-14_1;0;11.738;31.146;7.923;5.043;1.408;0;0;57.258
SAT-14_1;0.583;18.048;62.219;8.68;4.904;3.399;0;0;97.833
MTT-14_1;1.83;25.998;77.054;25.574;6.8259997;1.5600001;0;0;138.8419998
FRI-14_1;1.4449999;16.102;72.608;28.582;13.205;3.192;0;0;135.1339999
SUN-14_2;0;16.925;43.709;14.46;8.76;1.109;0;0;84.963
SAT-14_2;4.088;21.175;59.719;26.01;17.102;8.6710005;0;0;136.7650005
MTT-14_2;10.637;59.529;31.93;9.535;7.842;2.034;0;0;121.507
FRI-14_2;9.436;55.942;36.324;13.583;13.114;4.872;0;0;133.271
SUN-14_3;0;1.533;5.549;1.142;0.423;0;0;0;8.647
SAT-14_3;0.403;3.482;5.025;2.641;0.269;0.711;0;0;12.531
MTT-14_3;0.707;8.245;4.934;7.894;0.27;0.851;0;0;22.901
FRI-14_3;0.645;6.174;3.897;9.451;0.285;0.303;0;0;20.755
SUN-14_5;0;1.274;0.886;0.644;0.27899998;0;0;0;3.08299998
SAT-14_5;0.412;2.845;3.18;0.431;1.229;0.272;0;0;8.369
MTT-14_5;0;1.623;3.835;1.255;0.318;0.275;0;0;7.306
FRI-14_5;0.33200002;6.081;4.4769998;0.866;0.495;0;0;0;12.25099982
SUN-14_6;0.62200004;14.849;43.832;10.312;7.378;2.112;0;0;79.10500004
SAT-14_6;4.125;13.885;51.131;20.901001;8.314;4.59;0;0;102.946001
MTT-14_6;11.128;59.609;46.72;19.149;8.719;3.624;0;0;148.949
FRI-14_6;8.162;49.789;41.981;21.8;8.702;4.0950003;0;0;134.5290003
SUN-14_7;0;44.583;274.28;77.511;33.111;8.528;0;0;438.013
SAT-14_7;7.249;55.118;294.244;120.947;54.147;18.436;0;0;550.141
MTT-14_7;23.856;127.882;122.509;122.322;34.319;13.978001;0;0;444.866001
FRI-14_7;18.78;134.284;143.604;125.519;41.139;12.426;0;0;475.752
SUN-14_8;0;10.8220005;49.727;15.169;5.706;1.307;0;0;82.7310005
SAT-14_8;2.621;17.159;48.724;19.907;12.476;4.952;0;0;105.839
MTT-14_8;0.832;4.301;15.702;1.855;2.394;0.664;0;0;25.748
FRI-14_8;1.049;4.179;16;1.479;3.48;1.651;0;0;27.838
SUN-14_9;0;2.447;13.848;2.399;1.548;1.158;0;0;21.4
SAT-14_9;0.77500004;3.83;17.605;4.524;1.477;0.376;0;0;28.58700004
MTT-14_9;1.433;10.54;13.095;9.806;2.502;0.621;0;0;37.997
FRI-14_9;0.583;8.251;15.22;9.194;3.975;0.624;0;0;37.847
SUN-14_10;0;0.40399998;2.262;0.23;0.206;0;0;0;3.10199998
SAT-14_10;0.185;1.455;2.157;1.003;0.282;1.354;0;0;6.436
MTT-14_10;0.37600002;1.618;2.407;1.843;0.88;0;0;0;7.12400002
FRI-14_10;0.305;1.332;2.066;1.217;0.43;0.77;0;0;6.12
SUN-14_11;0;3.304;32.812;4.741;2.3930001;0.949;0;0;44.1990001
SAT-14_11;0.504;6.109;35.107;7.256;3.044;2.09;0;0;54.11
MTT-14_11;0.318;21.052;28.825;10.384;2.527;1.36;0;0;64.466
FRI-14_11;0.366;19.715;20.898;9.695;2.434;1.688;0;0;54.796
SAT-14_12;0.301;0.544;0.995;0.306;0.018;0.266;0;0;2.43
MTT-14_12;0.903;5.922;4.954;3.5600002;0.616;0.218;0;0;16.1730002
FRI-14_12;0.34800002;4.127;2.829;2.832;1.118;0;0;0;11.25400002
SUN-14_13;0;11.396;11.074;6.319;3.519;1.054;0;0;33.362
SAT-14_13;4.269;6.634;13.738;6.471;5.276;2.205;0;0;38.593
MTT-14_13;4.825;8.722;20.305;12.601;3.137;1.7409999;0;0;51.3309999
FRI-14_13;5.509;12.047;14.563;12.123;3.296;3.377;0;0;50.915
SUN-14_15;0;0.235;3.749;1.6570001;1.907;2.312;0;0;9.8600001
SAT-14_15;0;1.6159999;4.774;1.795;1.128;0.299;0;0;9.6119999
MTT-14_15;2.79;3.011;5.266;5.083;1.259;0.017;0;0;17.426
FRI-14_15;2.974;4.382;4.144;7.111;1.128;1.099;0;0;20.838
SUN-14_16;0;3.569;4.13;1.133;0.038;0;0;0;8.87
SAT-14_16;1.603;0.072;5.081;2.12;0.399;0;0;0;9.275
MTT-14_16;4.575;3.816;2.422;2.228;1.323;0.087;0;0;14.451
FRI-14_16;8.5199995;3.024;1.8610001;3.226;0.298;0.678;0;0;17.6069996
SUN-14_17;0;1.597;4.799;0.32;0.037;0;0;0;6.753
SAT-14_17;0;1.944;4.006;1.166;0.685;0.29500002;0;0;8.09600002
MTT-14_17;0.788;5.407;3.234;2.694;1.3560001;0;0;0;13.4790001
FRI-14_17;1.475;6.514;4.129;4.763;0.296;0;0;0;17.177
SUN-14_18;0;0.357;2.162;0.38;0.383;0;0;0;3.282
SAT-14_18;0.099;0.807;2.752;0.529;0.557;0.289;0;0;5.033
MTT-14_18;0.443;3.068;1.246;1.945;0.968;0.197;0;0;7.867
FRI-14_18;0.497;2.712;2.241;1.32;0.37399998;0.388;0;0;7.53199998
SUN-14_19;0;17.97;12.116;4.283;0.687;0;0;0;35.056
SAT-14_19;1.49;13.37;14.938;5.44;1.402;0;0;0;36.64
MTT-14_19;5.042;32.138;8.096;9.306;0.779;0.796;0;0;56.157
FRI-14_19;4.72;28.405;12.788;6.226;1.7939999;1.8709999;0;0;55.8039998
SUN-14_20;0;0.326;4.363;1.244;0.81;0;0;0;6.743
SAT-14_20;0;0.275;4.498;1.312;1.459;0.044;0;0;7.588
MTT-14_20;0;26.278;5.818;7.199;0.533;0.044999998;0;0;39.873
FRI-14_20;0.267;19.078001;11.994;7.156;0.997;0.098;0;0;39.590001
MTT-14_21;0.328;3.022;0.523;3.086;0.936;0.011;0;0;7.906
FRI-14_21;0.436;2.092;0.729;1.938;0.42;0;0;0;5.615
SUN-14_22;0;5.8;19.431;2.519;2.073;1.0139999;0;0;30.8369999
SAT-14_22;0.446;10.867;45.5;6.4110003;1.64;1.778;0;0;66.6420003
MTT-14_22;3.574;54.442;54.974;18.151001;3.42;1.058;0;0;135.619001
FRI-14_22;2.841;54.733;56.541;9.965;3.67;2.135;0;0;129.885
SUN-14_23;0;6.77;24.679;10.469;7.958;1.266;0;0;51.142
SAT-14_23;2.728;15.301;29.587;10.837;7.749;5.1150002;0;0;71.3170002
MTT-14_23;5.326;27.016;27.404;28.592001;8.001;1.465;0;0;97.804001
FRI-14_23;4.59;28.794;35.723;32.273;7.437;5.15;0;0;113.967
SUN-14_24;0;7.622;19.359;4.895;4.565;1.617;0;0;38.058
SAT-14_24;0.901;11.232;32.931;9.824;6.221;1.735;0;0;62.844
MTT-14_24;4.888;37.714;32.93;17.597;4.491;2.455;0;0;100.075
FRI-14_24;2.612;41.493;29.011;18.281;5.006;0.922;0;0;97.325
SUN-14_25;0;0;1.6340001;4.648;0.533;0;0;0;6.8150001
SAT-14_25;0.991;1.573;1.144;0;0;0;0;0;3.708
MTT-14_25;2.326;2.735;2.424;0.909;0.337;0.99300003;0;0;9.72400003
FRI-14_25;1.618;4.932;4.651;1.784;1.265;0;0;0;14.25
SUN-14_26;0;1.8019999;2.8470001;1.224;0.962;0.158;0;0;6.993
SAT-14_26;0;1.074;3.945;1.085;0.76600003;0.695;0;0;7.56500003
MTT-14_26;0.302;3.223;9.196;8.775;0.621;1.013;0;0;23.13
FRI-14_26;0;3.942;9.408;4.792;1.237;1.699;0;0;21.078
SUN-14_27;0;0.753;1.139;0.735;0.541;0;0;0;3.168
SAT-14_27;0.952;0.658;1.582;0.388;0.704;0.651;0;0;4.935
MTT-14_27;2.543;3.526;0.486;0.652;0.291;0.219;0;0;7.717
FRI-14_27;1.74;3.862;3.273;1.102;1.301;0.273;0;0;11.551
SUN-14_28;0;2.493;18.532;8.101;3.403;3.565;0;0;36.094
SAT-14_28;2.859;3.71;24.571;11.907;3.174;1.54;0;0;47.761
MTT-14_28;1.341;35.054;59.52;40.329;3.55;3.69;0;0;143.484
FRI-14_28;0.73800004;29.41;46.793;23.307;10.016;1.63;0;0;111.894
SUN-14_29;0;0.44300002;1.48;0.34399998;0.193;0;0;0;2.46
SAT-14_29;0.23;0.73800004;3.738;1.506;0.615;0.405;0;0;7.23200004
MTT-14_29;0.815;1.039;1.157;4.947;0.97499996;0;0;0;8.93299996
FRI-14_29;0.329;1;3.514;4.277;0.925;0;0;0;10.045
SUN-14_30;0;1.012;5.605;1.234;0.615;0;0;0;8.466
SAT-14_30;0;1.186;4.548;2.309;1.021;0.338;0;0;9.402
MTT-14_30;0;7.737;2.597;4.324;1.6800001;0.474;0;0;16.8120001
FRI-14_30;0;9.704;4.047;4.47;1.76;3.474;0;0;23.455
SUN-14_31;0;0.642;2.636;0.819;0.253;0.013;0;0;4.363
SAT-14_31;0;1.462;1.578;0.915;0.281;0;0;0;4.236
MTT-14_31;0;2.633;0.976;0.808;0;0.305;0;0;4.722
FRI-14_31;0.51600003;3.696;1.639;0.975;0.536;0;0;0;7.36200003
SUN-14_32;0;0.24000001;6.405;2.37;0.881;0.79;0;0;10.68600001
SAT-14_32;1.452;1.395;7.417;1.232;0.361;0.69;0;0;12.547
MTT-14_32;0.375;2.124;5.287;2.2680001;0.742;0.308;0;0;11.1040001
FRI-14_32;0;1.343;5.324;3.783;0.999;0;0;0;11.449
SUN-14_33;0;8.407;23.954;10.67;6.292;1.659;0;0;50.982
SAT-14_33;1.128;13.759;38.59;15.1;6.323;3.51;0;0;78.41
MTT-14_33;1.492;51.846;43.674;19.482;5.453;1.519;0;0;123.466
FRI-14_33;1.601;47.548;43.482998;14.483;6.061;4.295;0;0;117.470998
SUN-14_34;0;3.091;8.689;4.405;1.6010001;1.151;0;0;18.9370001
SAT-14_34;0.65999997;9.835;11.62;4.375;3.871;2.314;0;0;32.67499997
MTT-14_34;0.92399997;56.772;9.386;7.361;3.384;1.459;0;0;79.28599997
FRI-14_34;1.313;51.227;19.968;9.415;3.894;1.812;0;0;87.629
SUN-14_36;1.891;77.531;502.521;129.552;61.423;14.02;0;0;786.938
SAT-14_36;20.086;172.709;642.198;248.41;125.803;40.364;0;0;1249.57
MTT-14_36;59.505;627.557;425.831;274.861;97.943;25.052;0;0;1510.749
FRI-14_36;61.327;583.908;491.761;333.129;134.805;43.659;0;0;1648.589
SUN-14_38;0;1.8759999;5.109;1.016;0.508;0;0;0;8.5089999
SAT-14_38;0.174;3.935;5.153;2.207;0.658;0;0;0;12.127
MTT-14_38;0.539;4.443;2.321;4.138;1.115;0.851;0;0;13.407
FRI-14_38;0.271;3.049;4.756;4.46;1.877;0;0;0;14.413
SUN-14_39;0;6.198;18.356;5.568;1.01;0.797;0;0;31.929
SAT-14_39;0.634;6.913;19.267;9.792;4.684;0.69;0;0;41.98
MTT-14_39;4.223;44.954;15.037;5.993;1.017;0.462;0;0;71.686
FRI-14_39;2.117;37.925;19.172;5.903;2.588;0.578;0;0;68.283
SUN-14_40;0;0;0;0;0.027;0;0;0;0.027
MTT-14_40;0;0.018;0.016;0;0.207;0.206;0;0;0.447
FRI-14_40;0;0.022;0.023;0;0.096;0.018;0;0;0.159
SUN-14_41;0;5.022;51.824;15.915;9.452;1.446;0;0;83.659
SAT-14_41;0.3;13.703;58.704;22.633;14.185;0.654;0;0;110.179
MTT-14_41;0.684;16.975;26.286;15.837;12.57;2.36;0;0;74.712
FRI-14_41;0.62;14.76;33.414;26.746;18.217001;3.567;0;0;97.324001
SAT-14_42;0.98800004;0.774;0.871;0.584;0;0;0;0;3.21700004
MTT-14_42;3.279;5.372;0.748;0.978;1.394;0.027;0;0;11.798
FRI-14_42;1.952;4.019;0.733;0.953;0.608;0.51;0;0;8.775
SUN-14_43;0;0.44799998;4.572;1.82;1.89;2.207;0;0;10.93699998
SAT-14_43;0;2.251;6.131;2.438;1.168;0.301;0;0;12.289
MTT-14_43;2.456;5.823;11.216;5.901;2.611;0.268;0;0;28.275
FRI-14_43;2.674;7.564;16.78;6.481;2.181;0.59;0;0;36.27
SUN-14_44;0;4.081;8.04;1.992;1.432;0;0;0;15.545
SAT-14_44;2.421;5.395;9.055;3.753;2.907;0.59000003;0;0;24.12100003
MTT-14_44;3.961;3.754;8.98;12.677;2.7220001;0.488;0;0;32.5820001
FRI-14_44;2.958;5.285;11.318;12.515;2.925;0.053;0;0;35.054
SAT-15_0;0;0.917;3.218;0.42;0.317;0;0;0;4.872
MTT-15_0;1.572;0.829;1.755;1.53;0.767;0.386;0;0;6.839
SUN-15_1;0.518;3.316;4.202;0.52;0.40800002;0.313;0;0;9.27700002
SAT-15_1;0;2.033;9.728;1.734;1.097;0;0;0;14.592
MTT-15_1;0.65500003;1.474;9.869;4.011;2.645;0;0;0;18.65400003
FRI-15_1;0.382;1.438;7.074;5.166;1.092;0;0;0;15.152
SUN-15_2;5.302;100.662;308.842;113.593;55.05;16.048;0;0;599.497
SAT-15_2;17.807;106.392;351.071;149.367;82.701;49.037;0;0;756.375
MTT-15_2;70.639;694.27;329.234;355.468;79.531;24.863;0;0;1554.005
FRI-15_2;62.549;617.712;337.867;337.456;98.858;41.328;0;0;1495.77
SUN-15_3;0;1.913;12.239;2.45;2.184;4.868;0;0;23.654
SAT-15_3;0.538;1.87;9.813;4.051;2.032;3.456;0;0;21.76
MTT-15_3;0;2.662;10.784;13.858;5.395;0;0;0;32.699
FRI-15_3;0.451;3.096;13.814;18.504;4.749;1.791;0;0;42.405
SUN-15_4;0;0;1.711;1.524;0.431;0;0;0;3.666
MTT-15_4;0;0;1.439;2.334;0.379;0;0;0;4.152
FRI-15_4;0;0.374;3.035;4.678;2.972;0;0;0;11.059
SUN-15_5;0;0.952;3.744;1.049;1.819;0.037;0;0;7.601
SAT-15_5;0.603;0.472;4.73;1.549;0.998;0.031;0;0;8.383
MTT-15_5;0.423;0.93;2.76;3.0640001;1.97;0.534;0;0;9.6810001
FRI-15_5;0;10.687;5.169;2.941;1.658;1.632;0;0;22.087
SUN-15_6;0;2.62;9.374;3.688;3.839;0.381;0;0;19.902
SAT-15_6;2.274;2.254;10.076;7.607;2.509;0.276;0;0;24.996
MTT-15_6;2.416;13.242;21.066;11.112;5.712;2.327;0;0;55.875
FRI-15_6;2.288;10.098;19.796;11.243;4.705;1.388;0;0;49.518
SUN-15_7;0.128;5.94;146.781;54.417;16.321;0.048;0;0;223.635
SAT-15_7;0.262;21.736;152.372;58.078;34.966;14.503;0;0;281.917
MTT-15_7;5.387;38.399;58.028;72.137;24.522;4.397;0;0;202.87
FRI-15_7;4.385;37.591;56.923;86.408;24.238;3.898;0;0;213.443
SUN-15_8;0.68799996;146.699;611.464;233.823;127.952;58.137;0;0;1178.763
SAT-15_8;27.732;193.546;625.117;281.77;167.244;84.027;0;0;1379.436
MTT-15_8;46.053;429.042;465.12;801.045;317.769;75.713;0;0;2134.742
FRI-15_8;45.653;380.761;450.407;714.49;292.436;97.134;0;0;1980.881
SUN-15_9;0;3.005;10.813;3.243;0.973;0.593;0;0;18.627
SAT-15_9;1.183;3.334;11.06;2.656;2.485;0.028;0;0;20.746
MTT-15_9;1.837;2.815;7.064;5.085;1.238;1.131;0;0;19.17
FRI-15_9;1.618;2.262;6.287;4.953;1.789;0.377;0;0;17.286
SUN-15_10;0.095;4.289;4.346;2.172;3.236;0.936;0;0;15.074
SAT-15_10;0.619;10.791;3.724;1.882;2.575;2.792;0;0;22.383
MTT-15_10;2.368;14.332;4.386;7.83;2.082;0.45299998;0;0;31.45099998
FRI-15_10;0.398;12.916;4.177;8.461;2.028;1.156;0;0;29.136
SUN-15_11;0;2.434;34.574;4.991;1.86;0.564;0;0;44.423
SAT-15_11;3.027;3.078;24.668;6.1349998;1.868;2.383;0;0;41.1589998
MTT-15_11;0;5.752;13.639;8.538;2.618;0.312;0;0;30.859
FRI-15_11;0.515;5.265;16.587;9.408;4.321;0.393;0;0;36.489
SUN-15_12;0;0.611;1.812;0.521;0.347;1.3280001;0;0;4.6190001
SAT-15_12;0;0.90900004;2.089;0.88;0;1.303;0;0;5.18100004
MTT-15_12;0;6.777;11.034;3.475;2.298;1.941;0;0;25.525
FRI-15_12;0;6.491;6.895;3.197;0.812;1.949;0;0;19.344
SUN-15_13;0;2.868;5.168;2.488;2.133;0.52;0;0;13.177
SAT-15_13;0;0.855;7.762;2.627;3.173;0.018;0;0;14.435
MTT-15_13;0;1.009;7.313;10.0789995;1.919;1.5320001;0;0;21.8519996
FRI-15_13;0;5.099;5.603;5.873;3.68;1.693;0;0;21.948
SUN-15_14;0;0.827;3.726;1.917;2.084;1.949;0;0;10.503
SAT-15_14;0.345;1.679;6.153;1.461;1.304;0;0;0;10.942
MTT-15_14;0;3.493;7.292;7.989;8.259;0.805;0;0;27.838
FRI-15_14;0.48;3.873;3.17;4.363;6.073;1.336;0;0;19.295
SAT-15_16;0;0;3.219;1.7459999;1.548;0;0;0;6.5129999
MTT-15_16;0;0;2.715;2.486;0.379;0;0;0;5.58
SUN-15_17;0;0.942;7.872;2.616;1.4729999;0.655;0;0;13.5579999
SAT-15_17;0.49800003;1.395;10.521;3.083;0.25599998;1.705;0;0;17.45800001
MTT-15_17;0;5.055;4.026;5.829;1.694;0.487;0;0;17.091
FRI-15_17;0;5.443;3.438;4.7000003;0.43;1.152;0;0;15.1630003
SUN-15_18;0;0.14;1.883;0.54;0.423;0;0;0;2.986
SAT-15_18;0;0.709;1.895;0.525;0.211;0.473;0;0;3.813
