Mode,Segment,Distress
overground,"(7, 102)",24.5425310791032
overground,"(102, 107)",9.917011095714603
overground,"(107, 58)",15.068998989928103
overground,"(58, 57)",11.323358549023702
overground,"(57, 106)",14.076877258460001
overground,"(106, 6)",8.42879683612779
overground,"(6, 88)",9.900315632007674
overground,"(88, 48)",9.302270116800727
overground,"(48, 21)",7.787240438443632
overground,"(21, 93)",7.496826587072236
overground,"(93, 33)",7.9659097639443495
overground,"(33, 39)",8.154883043510685
overground,"(39, 31)",10.930989458029163
overground,"(31, 103)",4.3642905648435075
overground,"(103, 10)",6.060548097808564
overground,"(10, 9)",6.280717419071962
overground,"(9, 55)",7.534033537490171
overground,"(55, 105)",12.782970561196642
overground,"(105, 0)",24.386332689104513
overground,"(14, 17)",8.29147969746379
overground,"(17, 56)",5.532343352528441
overground,"(56, 33)",7.8753729645719455
overground,"(22, 73)",1.5334765605958651
overground,"(73, 108)",3.7837130801079537
overground,"(108, 77)",5.672828721557372
overground,"(77, 97)",7.264589858063429
overground,"(97, 76)",9.519082345220092
overground,"(76, 46)",6.857160537465194
overground,"(46, 41)",5.865417378117357
overground,"(41, 24)",6.12247207871445
overground,"(24, 25)",0.0
overground,"(25, 18)",0.9722802395306117
overground,"(18, 38)",6.150418364217254
overground,"(38, 14)",7.847722455576802
overground,"(30, 84)",29.522515672797095
overground,"(84, 51)",8.357439728694102
overground,"(51, 68)",7.581795504078226
overground,"(68, 54)",12.461164897510601
overground,"(54, 105)",11.678209292986292
overground,"(34, 74)",6.604452303182227
overground,"(74, 0)",9.208404781861999
overground,"(43, 25)",9.092122441225747
overground,"(44, 45)",9.744905264722792
overground,"(45, 43)",7.502726081735989
overground,"(36, 105)",8.0331795457073
overground,"(37, 52)",13.782958965543703
overground,"(52, 80)",12.180999906731396
overground,"(80, 61)",7.0265708743547455
overground,"(61, 99)",10.570212767322602
overground,"(99, 86)",13.964984051511308
overground,"(86, 36)",12.313260014135802
overground,"(53, 34)",14.608951441935506
overground,"(64, 87)",16.701510778833
overground,"(87, 69)",14.466238717049416
overground,"(69, 66)",7.141248372266995
overground,"(66, 26)",9.872992019511686
overground,"(26, 16)",20.654935453614943
overground,"(16, 110)",4.691074023033106
overground,"(110, 15)",11.832774254397497
overground,"(15, 50)",8.726890340462996
overground,"(50, 96)",12.531826484106185
overground,"(96, 65)",12.34007957633941
overground,"(65, 85)",7.5251153247683575
overground,"(85, 105)",24.095576673556756
overground,"(71, 53)",16.35310531574009
overground,"(92, 75)",23.860910713455688
overground,"(75, 27)",24.126502326659416
overground,"(27, 82)",10.158923399334205
overground,"(82, 104)",9.03520154320381
overground,"(104, 2)",10.346684414494089
overground,"(2, 89)",11.535635018809693
overground,"(89, 88)",0.0
overground,"(100, 8)",6.823501894006939
overground,"(8, 19)",16.293889614361
overground,"(19, 49)",21.24817127268008
overground,"(49, 40)",8.902750629156696
overground,"(40, 37)",16.55143489947701
overground,"(101, 100)",9.855290574995902
overground,"(3, 47)",14.224886527631497
overground,"(47, 32)",11.048282883216597
overground,"(32, 90)",10.407715484485196
overground,"(90, 67)",9.719502358234301
overground,"(67, 1)",4.960200626797872
overground,"(15, 110)",15.273631158775995
overground,"(110, 16)",4.717441253787753
overground,"(16, 26)",22.114826779628157
overground,"(26, 66)",11.655795636756281
overground,"(66, 69)",7.082455671363321
overground,"(69, 87)",15.76634310397877
overground,"(87, 64)",16.701510778833004
overground,"(64, 3)",9.8270449818994
overground,"(22, 87)",3.5406869514114123
overground,"(18, 24)",0.9999996316838312
overground,"(24, 41)",6.204257008991701
overground,"(41, 46)",5.95818954642774
overground,"(46, 76)",6.98880706107743
overground,"(76, 97)",9.279231873841853
overground,"(97, 77)",7.2292532644804455
overground,"(77, 108)",5.673395617807814
overground,"(108, 73)",3.7924279894921757
overground,"(73, 22)",1.5363866109355369
overground,"(38, 18)",6.626855864190979
overground,"(62, 1)",15.047057942600203
overground,"(98, 62)",23.118479485798403
overground,"(0, 105)",25.386332689104496
overground,"(105, 55)",13.944520545608507
overground,"(55, 9)",7.593825619398694
overground,"(9, 10)",6.323420306050116
overground,"(10, 103)",6.100963821368734
overground,"(103, 31)",4.380111489106476
overground,"(31, 39)",11.197897956341025
overground,"(39, 33)",7.313198332486235
overground,"(33, 93)",11.81904498680432
overground,"(93, 21)",8.051926293078726
overground,"(21, 48)",9.168601558526325
overground,"(48, 88)",7.763040753867601
overground,"(88, 6)",7.796291232804631
overground,"(6, 106)",7.394657621400709
overground,"(106, 57)",15.076877258460005
overground,"(57, 58)",10.3233585490237
overground,"(58, 107)",16.068998989928108
overground,"(107, 102)",9.917011095714596
overground,"(102, 7)",22.542531079103195
overground,"(5, 27)",17.293105106865703
overground,"(13, 91)",10.815767118646699
overground,"(91, 92)",21.666791093828397
overground,"(12, 42)",24.400653859425695
overground,"(42, 109)",22.268422656823994
overground,"(109, 95)",11.736063974870298
overground,"(95, 106)",0.0
overground,"(20, 79)",7.477644917845243
overground,"(79, 95)",4.066889917907208
overground,"(14, 38)",6.066385165080626
overground,"(25, 43)",8.38507518756459
overground,"(43, 35)",0.0
overground,"(35, 20)",5.567759001656292
overground,"(17, 14)",9.432992399631665
overground,"(29, 5)",10.623536297717205
overground,"(81, 83)",5.028311722594337
overground,"(83, 89)",4.786000364103437
overground,"(88, 89)",0.0
overground,"(89, 2)",11.535635018809698
overground,"(2, 104)",10.3466844144941
overground,"(104, 82)",9.035201543203803
overground,"(82, 27)",10.1589233993342
overground,"(27, 5)",16.293105106865696
overground,"(4, 11)",-3.8973463898851213
overground,"(11, 59)",8.2188269647449
overground,"(59, 35)",6.723382163641561
overground,"(35, 70)",4.782518517160398
overground,"(70, 81)",4.525865095701682
overground,"(60, 4)",13.5420542013967
overground,"(1, 67)",5.960200626797868
overground,"(67, 90)",9.719502358234307
overground,"(90, 32)",10.407715484485205
overground,"(32, 47)",11.048282883216602
overground,"(47, 3)",14.224886527631503
overground,"(23, 90)",12.327384644523605
overground,"(33, 56)",7.330767562761765
overground,"(56, 17)",5.4603546781247605
overground,"(25, 24)",0.0
overground,"(105, 85)",23.15899901430137
overground,"(85, 65)",7.25139110589109
overground,"(65, 96)",11.656411507763996
overground,"(96, 50)",12.298298027298811
overground,"(50, 15)",8.49055404668462
overground,"(89, 83)",6.36750838811583
overground,"(83, 81)",8.169893903519876
overground,"(81, 70)",6.752476234436375
overground,"(70, 35)",7.795086369374017
overground,"(35, 59)",6.723382163641563
overground,"(59, 11)",8.218826964744897
overground,"(11, 4)",7.1026536101148805
overground,"(95, 79)",4.632380749679736
overground,"(79, 20)",4.724140233174788
overground,"(20, 35)",2.5757653678207952
overground,"(105, 36)",8.033179545707297
overground,"(36, 86)",13.313260014135793
