,fri,fri,fri,fri,fri,fri,fri,fri,fri,fri,fri,fri,fri,fri,fri,fri,fri,fri,fri,fri,fri,fri,fri,fri,sat,sat,sat,sat,sat,sat,sat,sat,sat,sat,sat,sat,sat,sat,sat,sat,sat,sat,sat,sat,sat,sat,sat,sat,mtt,mtt,mtt,mtt,mtt,mtt,mtt,mtt,mtt,mtt,mtt,mtt,mtt,mtt,mtt,mtt,mtt,mtt,mtt,mtt,mtt,mtt,mtt,mtt,sun,sun,sun,sun,sun,sun,sun,sun,sun,sun,sun,sun,sun,sun,sun,sun,sun,sun,sun,sun,sun,sun,sun,sun
,Morning,Morning,Morning,Morning,AM Peak,AM Peak,AM Peak,AM Peak,Midday,Midday,Midday,Midday,PM Peak,PM Peak,PM Peak,PM Peak,Evening,Evening,Evening,Evening,Late,Late,Late,Late,Morning,Morning,Morning,Morning,AM Peak,AM Peak,AM Peak,AM Peak,Midday,Midday,Midday,Midday,PM Peak,PM Peak,PM Peak,PM Peak,Evening,Evening,Evening,Evening,Late,Late,Late,Late,Morning,Morning,Morning,Morning,AM Peak,AM Peak,AM Peak,AM Peak,Midday,Midday,Midday,Midday,PM Peak,PM Peak,PM Peak,PM Peak,Evening,Evening,Evening,Evening,Late,Late,Late,Late,Morning,Morning,Morning,Morning,AM Peak,AM Peak,AM Peak,AM Peak,Midday,Midday,Midday,Midday,PM Peak,PM Peak,PM Peak,PM Peak,Evening,Evening,Evening,Evening,Late,Late,Late,Late
,alpha,alpha_rnk,loads,loads_rnk,alpha,alpha_rnk,loads,loads_rnk,alpha,alpha_rnk,loads,loads_rnk,alpha,alpha_rnk,loads,loads_rnk,alpha,alpha_rnk,loads,loads_rnk,alpha,alpha_rnk,loads,loads_rnk,alpha,alpha_rnk,loads,loads_rnk,alpha,alpha_rnk,loads,loads_rnk,alpha,alpha_rnk,loads,loads_rnk,alpha,alpha_rnk,loads,loads_rnk,alpha,alpha_rnk,loads,loads_rnk,alpha,alpha_rnk,loads,loads_rnk,alpha,alpha_rnk,loads,loads_rnk,alpha,alpha_rnk,loads,loads_rnk,alpha,alpha_rnk,loads,loads_rnk,alpha,alpha_rnk,loads,loads_rnk,alpha,alpha_rnk,loads,loads_rnk,alpha,alpha_rnk,loads,loads_rnk,alpha,alpha_rnk,loads,loads_rnk,alpha,alpha_rnk,loads,loads_rnk,alpha,alpha_rnk,loads,loads_rnk,alpha,alpha_rnk,loads,loads_rnk,alpha,alpha_rnk,loads,loads_rnk,alpha,alpha_rnk,loads,loads_rnk
"(0, 37)",0.05153280394769122,40,0.5831488691635904,8,0.02315276481128692,23,0.625734934208632,8,0.031568776945220645,17,0.7286311949728271,7,0.04822921169073746,24,0.5636285837276427,23,0.06966155851980615,32,0.5233940775898926,27,0.10518201317184905,43,0.3111618682728853,43,0.030544072933823663,25,0.6191531318734899,9,0.013295433113795108,14,0.7420269376737952,5,0.013648008499062225,12,0.8765130678169414,5,0.04317144431088238,16,0.7874428253564546,13,0.06414005229303199,25,0.6654373289325392,24,0.051601491427822443,31,0.3303316635060527,37,0.053040586123397127,41,0.5736860251671422,8,0.025046938435396182,24,0.6189977975730119,8,0.03056672449597353,16,0.747986012785136,6,0.05541550058487743,26,0.508894742181773,25,0.07931535087806063,38,0.454056120248326,30,0.09046210502122509,42,0.3659352013290831,37,0.011580338163960646,27,0.23143884625366104,36,0.01487955328626478,15,0.5819134230967928,19,0.01610877449189818,15,0.8218477269819575,8,0.06962460265885162,26,0.6788831463679793,24,0.05507476169704595,23,0.5125800739979789,28,0.0707894861155356,36,0.3459639695828436,40
"(0, 40)",0.24751946709488737,55,0.3456242783266968,26,0.3655029679376418,74,0.24943710230053842,50,0.31994660814311693,81,0.3366933273206583,47,0.2572574176269714,70,0.3225822218639757,50,0.20385470470072875,64,0.36592011748158154,43,0.1471629632496817,50,0.2782065529951842,47,0.32482299095067124,74,0.2815516886437758,44,0.44436729943202136,85,0.2303596822550112,59,0.4407507325712795,85,0.27524354484981395,60,0.27360617952220034,79,0.42550949526373644,46,0.21568526491217854,69,0.44416408388343265,44,0.24732406878434288,64,0.19592152907947577,61,0.2432926632407313,56,0.3452767788523583,26,0.3540164340603702,73,0.25601545232197054,49,0.32471348898935093,82,0.34025903621557285,49,0.23688883172120945,68,0.31356206944161574,49,0.18553023476700814,58,0.3420506230460093,43,0.1673696370076171,53,0.29808093082780035,47,0.4632495481032787,69,0.06767137507878249,77,0.4287304359237988,83,0.18981341425386647,69,0.41757986683805315,81,0.2776934749620637,54,0.20393033553206852,68,0.47448445918370835,39,0.23778930810738919,72,0.314785815105276,48,0.20156802188441425,60,0.2440880850145129,52
"(37, 0)",0.03311462957184186,32,0.5763092219453944,9,0.05360947394224602,38,0.46694451642624746,24,0.04607254839935315,21,0.6462276899127596,11,0.021107747889543838,14,0.6539984599210753,12,0.01470739972569779,11,0.7104475577338942,13,0.009361533439737224,14,0.5472788635307746,16,0.055058695759786724,36,0.500422567258622,19,0.10928088577048367,41,0.40713205257103524,28,0.08818527028719336,38,0.5357941258436224,24,0.031911515628197495,11,0.8133186146683832,12,0.018087068701372555,10,0.8399185920141685,6,0.019283458136587717,15,0.38615029907081605,32,0.033618191848697965,34,0.5710038542362892,9,0.05225452003368314,37,0.4756234648115506,21,0.04793048240527353,21,0.6521799885853014,12,0.019245409232157007,16,0.6244031967827741,15,0.013098766029371545,14,0.6545984037885482,13,0.01142571713784335,16,0.5783331278655418,21,0.09251633801510328,41,0.14541022503985465,50,0.0880577219346762,39,0.3425144628387655,43,0.0780430652069698,35,0.5364487767274565,22,0.018671033426399974,10,0.8955217482260869,8,0.025437264258071024,11,0.5874111564898568,18,0.016311282141894812,14,0.45098471945690505,25
"(37, 36)",0.31287481553547336,64,0.2726080444271821,37,0.24173108880345384,58,0.2826408683884714,45,0.2640000991876281,79,0.36113114478140473,44,0.3789321483813397,80,0.24976804490582025,60,0.4303567700818859,81,0.2305514074863527,61,0.49162273371013676,80,0.1461437860340032,70,0.2378319137743522,61,0.3072714073656724,42,0.1421585240857992,52,0.3729572565962882,36,0.17085414154220468,56,0.42978850371375604,38,0.31834991789746836,83,0.3778112989796767,53,0.4011373472999684,84,0.29894793511511836,57,0.39196506022204425,79,0.14149319828559528,72,0.31064092429446677,64,0.27210985247578345,37,0.24548006110370357,59,0.28398745284018867,45,0.2581723646467047,77,0.3720501505965779,42,0.39224870472417583,78,0.22858812320596705,61,0.4464212017857142,79,0.20190022339821104,65,0.4650685856282375,78,0.16812548798600468,68,0.1643156265628215,55,0.12007192377562746,59,0.17105254018129068,54,0.27451003206724345,54,0.18779340531193944,61,0.4003251911388654,41,0.3965936794714775,84,0.3233580372238816,56,0.3517512572300242,82,0.24472994078491317,63,0.4158159859463615,80,0.1532348214071533,72
"(40, 0)",0.4288122625916726,73,0.2920523046706011,33,0.23875992251320555,57,0.34495263597362585,35,0.2585127621959167,78,0.38095135138474273,41,0.34043381858706745,75,0.29010079113408466,55,0.40338983780397464,79,0.2647084337648014,56,0.4313331980115982,77,0.1766287829947135,66,0.3024642917527235,67,0.33699467998656457,38,0.17661494882281015,59,0.4026665942048677,31,0.14702659055268974,49,0.464096824223625,35,0.2708226063311556,78,0.42598147518028534,45,0.3440599284882946,81,0.35329707374013847,53,0.29302583990954456,68,0.18963135913709758,64,0.4212428386163637,72,0.2912789477029638,34,0.24517359302338826,58,0.34307347835588764,33,0.2518574552409434,75,0.39377511696698997,39,0.35053083138379393,77,0.2692718142588961,57,0.41943226408198675,77,0.2367827682935173,59,0.4036629281613888,73,0.21223648755745758,61,0.1387959522055393,51,0.13044155266377486,56,0.19893714670351714,58,0.31134314743019903,45,0.1777965847232228,58,0.4297818725373816,36,0.35481162463569627,82,0.3686772729922801,47,0.31498090708545234,79,0.28524717496429564,56,0.3270061015288235,74,0.19571089308417491,65
"(40, 35)",0.014870849272104691,22,0.8955801227094602,2,0.05471000574477558,39,0.5637125334715385,10,0.04781983806521972,22,0.6685914433663155,10,0.027475281648877914,19,0.6712934776457029,11,0.01780374236018234,13,0.7490411247498249,7,0.014604888419030404,16,0.5459669546316933,17,0.0355266263222862,32,0.6881182754921825,4,0.08456994903766812,34,0.514694347073902,15,0.10529110034234412,42,0.5187323551150477,26,0.04399216180367338,17,0.7807175035555298,15,0.02680598601895179,12,0.8271941917565611,8,0.03786375392015162,27,0.37509180396154645,33,0.01569538067664511,25,0.872092709695687,2,0.05236390071049302,38,0.5739416114751288,10,0.05003258358614837,23,0.674862914182679,11,0.025649936391757944,17,0.6437800880740048,11,0.01589852132923708,16,0.704885311344524,10,0.017769665832750192,20,0.6010813476338915,18,0.11214993280621699,44,0.14004745486226966,53,0.07211296755831709,37,0.4366567222529914,31,0.08385037711656862,38,0.5521463748799563,21,0.02491125880954992,13,0.8936766728283497,9,0.03264666346205858,15,0.607253221751731,16,0.030095855372612057,20,0.4334756638760285,30
"(1, 28)",0.015114553433470568,24,0.1806980482059346,53,0.046687064592967564,34,0.2491088652788575,51,0.10298942373324294,42,0.25570599254695986,61,0.21904954189127102,68,0.14622431986993364,77,0.19015919728239095,62,0.15727567895803254,74,0.1450027642720486,49,0.20045394913231862,64,0.031444276039423125,26,0.23552436262771823,54,0.04826494280539384,31,0.23973442750649893,57,0.09696654826490458,41,0.295785825932074,56,0.09200809213311967,37,0.32803701827863746,59,0.08083147960152914,32,0.28229904604733536,60,0.16198933664977422,55,0.1726736602102448,65,0.012671263678792899,24,0.1806916437614727,52,0.047684885299519086,35,0.24274331060240242,53,0.10710113041557323,43,0.264060029866778,58,0.23296888050040832,67,0.1359807405813983,78,0.24327078349716702,65,0.1340463633091492,75,0.19633046128431242,55,0.17917965516634082,66,0.07708661673061468,39,0.09877470062655247,65,0.045563536380410996,30,0.3066587235468512,47,0.09302287710038426,40,0.26485263561911826,57,0.08938486405429358,34,0.30214138490399084,59,0.14018397488638967,55,0.23570151921358362,64,0.1938607028133852,59,0.19854391057164103,64
"(1, 22)",0.42653704238595225,72,0.05935167554515608,81,0.26204585457857665,62,0.1401723244363825,69,0.14994236977808806,54,0.22561276004948105,66,0.0626604331405678,26,0.2219231435446168,66,0.07673841199325215,34,0.21282848060872314,65,0.10692694798778268,44,0.22187633672464857,59,0.32053079926629513,72,0.10862416434615842,75,0.2571483783062365,67,0.13726076284158947,76,0.15797432686753787,52,0.25137524081860146,65,0.1650635128019644,56,0.26996937618681,67,0.18288810339009953,64,0.2150343141201095,71,0.0941192481559413,40,0.20693252363152725,59,0.45098023891020356,76,0.054932016356908836,83,0.2589290621377197,63,0.13810643624281402,69,0.1447895832910172,53,0.23881132243830086,64,0.05692553357011554,27,0.21750754990872986,67,0.05304851228787544,30,0.22270362404847532,61,0.07345222123544204,40,0.2486659269826174,54,0.1895232362169177,56,0.07318429540651762,72,0.26563945164864644,65,0.1703845742130959,71,0.16357521101728667,54,0.21942952275609207,67,0.16900492353680086,62,0.24434216888955954,68,0.1109540576857595,43,0.25480861583690384,59,0.07474750486183979,37,0.2727852807829779,46
