mode_mnlc_o,mode_mnlc_d,1,2,3,4,5,6,7,8,mode
591,6956,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,LO
591,6972,0.0,0.0,0.0,0.0,0.106,0.0,0.006,0.0,LO
591,6977,0.0,0.859,3.621,17.916,12.326,9.521,2.4720001,0.0,LO
591,6978,0.0,0.639,3.059,7.407,3.165,3.904,1.39,0.0,LO
591,6979,0.0,0.549,3.057,5.763,5.774,6.742,2.613,0.0,LO
591,7401,0.0,0.401,0.469,5.185,1.796,2.54,0.51,0.0,LO
591,7402,0.0,0.214,0.324,3.081,1.13,0.305,0.003,0.0,LO
591,7403,0.0,0.0,0.013,2.062,0.799,0.276,0.003,0.0,LO
591,7404,0.0,0.038000003,0.661,3.092,1.827,0.145,0.002,0.0,LO
591,7406,0.0,0.006,2.866,5.162,4.032,2.681,0.97900003,0.0,LO
591,7407,0.0,1.396,2.417,3.894,3.11,1.161,0.052,0.0,LO
591,7408,0.0,0.006,0.487,1.14,2.243,0.827,0.013,0.0,LO
591,7467,0.0,0.0,0.014,1.8,2.189,0.103,0.002,0.0,LO
596,514,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,LO
596,591,0.0,0.056999996,0.298,1.956,0.56700003,0.312,0.073,0.0,LO
596,597,0.0,3.092,10.057,23.577,15.867,9.039,1.8479999,0.0,LO
596,603,0.0,0.486,0.529,2.468,1.666,0.355,0.243,0.0,LO
596,617,0.0,0.013,0.973,3.418,1.891,0.932,0.438,0.0,LO
596,618,0.0,0.0,0.0,0.081,0.0,0.0,0.0,0.0,LO
596,620,0.0,2.458,10.972,22.409,11.658,5.606,1.137,0.0,LO
596,621,0.0,0.0,0.104,1.301,0.225,0.082,0.0,0.0,LO
596,659,0.0,0.98700005,4.594,10.109,5.052,3.158,1.258,0.0,LO
596,680,0.0,0.47,39.75,102.523,45.9,37.186,12.413,0.0,LO
596,686,0.0,0.281,1.149,4.13,1.933,1.136,0.118,0.0,LO
596,709,0.0,0.90400004,3.266,8.257,4.391,2.06,2.201,0.0,LO
596,717,0.0,0.272,0.542,4.0099998,1.99,1.969,0.905,0.0,LO
596,719,0.0,0.229,0.734,3.761,1.5320001,1.322,0.638,0.0,LO
596,751,0.0,2.391,17.435,70.953,36.728,19.092,4.614,0.0,LO
596,755,0.0,0.0,0.0,1.362,0.0,0.0,0.0,0.0,LO
596,763,0.0,0.028,0.022,0.028,0.054,0.0,0.0,0.0,LO
596,766,0.0,0.1,0.536,1.794,0.718,0.76,0.378,0.0,LO
596,1023,0.0,0.0,0.033,0.229,0.176,0.347,0.18800001,0.0,LO
596,1395,0.0,0.542,1.936,2.708,1.304,0.704,0.09,0.0,LO
596,1398,0.0,0.718,1.768,3.24,1.561,1.053,0.459,0.0,LO
596,1402,0.0,2.99,17.73,19.37,10.555,8.885,0.963,0.0,LO
596,1404,0.0,0.0,0.323,0.858,0.329,0.454,0.053000003,0.0,LO
596,1409,0.0,0.049000002,0.523,1.201,0.555,0.134,0.828,0.0,LO
596,1413,0.0,0.176,0.954,1.102,0.592,0.564,0.007,0.0,LO
596,1415,0.0,14.561001,6.703,10.602,5.042,1.622,0.279,0.0,LO
596,1421,0.0,0.112,1.627,2.885,1.075,0.682,0.33,0.0,LO
596,1429,0.0,0.075,0.961,1.751,1.147,0.397,0.005,0.0,LO
596,1434,0.0,1.033,0.755,8.568,3.053,4.129,0.33900002,0.0,LO
596,1437,0.0,0.0,0.393,0.845,0.653,0.235,0.008,0.0,LO
596,1438,0.0,0.0,0.129,0.35300002,0.27899998,0.113,0.098000005,0.0,LO
596,1439,0.0,0.0,0.697,0.22,0.154,0.072,0.057000004,0.0,LO
596,1440,0.0,0.118,1.453,2.227,0.91400003,0.96500003,0.323,0.0,LO
596,1441,0.0,0.013,0.177,0.468,0.472,0.244,0.009,0.0,LO
596,1442,0.0,0.695,5.965,4.172,2.192,2.719,4.631,0.0,LO
596,1444,0.0,6.545,21.439,76.453,35.731,22.698,12.416,0.0,LO
596,1445,0.0,0.038000003,0.775,0.659,0.23,0.133,0.060000002,0.0,LO
596,1448,0.0,0.022,0.16600001,0.277,0.599,0.142,0.0,0.0,LO
596,1449,0.0,0.005,0.038000003,0.119,0.077,0.09,0.022,0.0,LO
596,1451,0.0,0.533,4.759,8.414,0.99,0.638,0.243,0.0,LO
596,1452,0.0,0.0,0.119,1.396,0.852,0.251,0.0,0.0,LO
596,1455,0.0,1.969,5.1800003,14.371,5.236,3.006,1.988,0.0,LO
596,1524,0.0,0.0,0.0,0.0,0.145,0.0,0.0,0.0,LO
596,5423,0.0,0.0,0.0,0.156,0.0,0.0,0.0,0.0,LO
596,5595,0.0,0.0,0.0,1.178,0.0,0.0,0.0,0.0,LO
596,6977,0.0,0.022,0.334,1.304,0.674,0.368,0.107999995,0.0,LO
596,6978,0.0,0.0,0.11,0.704,0.143,0.24,0.0,0.0,LO
596,6979,0.0,0.0,0.428,0.51,0.784,0.307,0.175,0.0,LO
596,7401,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,LO
596,7404,0.0,0.0,0.0,0.0,0.044,0.0,0.22,0.0,LO
596,7406,0.0,0.0,0.0,0.0,0.062,0.0,0.216,0.0,LO
596,9587,0.0,0.0,0.0,0.842,0.0,0.0,0.0,0.0,LO
597,514,0.0,0.011,0.0,0.0,0.0,0.0,0.019,0.0,LO
597,591,0.0,1.876,1.904,3.545,1.243,0.61,0.89,0.0,LO
597,596,0.0,10.402,15.808001,15.317,12.946,6.627,1.77,0.0,LO
597,603,0.0,0.22600001,0.528,1.586,0.559,0.271,0.12900001,0.0,LO
597,617,0.0,1.258,4.542,7.756,2.814,2.393,1.052,0.0,LO
597,620,0.0,4.785,10.037,25.876,16.099,6.903,7.4969997,0.0,LO
597,621,0.0,0.242,0.644,3.207,1.2030001,0.42,0.013,0.0,LO
597,659,0.0,0.629,6.467,12.14,8.668,4.0090003,2.737,0.0,LO
597,680,0.0,10.226,42.295002,112.905,50.005,28.995,10.19,0.0,LO
597,686,0.0,1.6110001,4.177,7.7,3.058,1.4,0.405,0.0,LO
597,709,0.0,0.143,2.512,11.243,9.955,2.703,3.7089999,0.0,LO
597,717,0.0,5.4300003,7.333,10.316999,11.516,4.091,2.994,0.0,LO
597,719,0.0,0.73,1.12,5.104,1.329,0.69200003,0.485,0.0,LO
597,751,0.0,1.981,13.16,51.217,26.747,8.804,2.532,0.0,LO
597,763,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,LO
597,766,0.0,3.701,13.413,15.294,6.382,4.3,2.375,0.0,LO
597,1022,0.0,0.0,0.14,0.047000002,0.201,0.149,0.047000002,0.0,LO
