mode_mnlc_o,mode_mnlc_d,2,3,4,5,6,7,mode
842,860,6.51,273.788,163.396,408.535,163.199,38.209,DLR
842,861,7.1809998,211.31,183.44,74.782,71.238,25.237,DLR
842,862,3.706,292.615,349.952,642.762,242.796,71.39,DLR
842,864,6.589,150.864,113.524,129.64,35.138,7.414,DLR
842,865,1.483,27.991,85.862,63.246,58.287,13.232,DLR
842,866,1.835,11.107,21.155,11.5130005,9.4470005,2.848,DLR
842,867,5.25,61.797,91.72,130.475,95.491,44.706,DLR
842,879,11.339,132.828,231.818,316.08,160.035,56.853,DLR
842,882,0.0,19.441,15.621,4.07,11.071,3.927,DLR
842,883,1.261,19.778,31.652,37.125,39.516,18.436,DLR
842,884,4.129,14.001,17.132,60.725,20.749,15.343,DLR
842,886,2.924,14.337,27.501,53.59,28.913,8.423,DLR
842,887,0.312,13.355,6.921,13.4609995,9.635,3.388,DLR
842,888,2.2680001,10.182,9.0,23.334,9.358,3.6529999,DLR
842,890,0.0,10.91,11.745,17.838,9.756,4.995,DLR
842,891,0.0,2.304,3.205,8.649,5.062,0.824,DLR
842,893,0.0,13.619,8.525,7.172,2.087,0.748,DLR
842,894,1.094,12.856,5.636,13.789,7.456,1.011,DLR
842,895,1.679,10.452,10.839,32.908,10.0460005,3.021,DLR
842,897,14.521,80.643,115.241,209.123,131.279,52.302,DLR
842,898,20.357,43.939,52.565,110.32,58.671,25.673,DLR
842,928,12.812,69.978,54.007,146.676,60.707,19.558,DLR
842,940,70.967,362.881,446.213,1589.295,446.505,140.59799,DLR
850,504,0.0,10.144,5.576,3.826,2.767,0.97999996,DLR
850,513,13.488,88.609,85.524,42.103,22.614,15.373,DLR
850,533,0.639,2.476,1.342,1.627,0.49400002,0.443,DLR
850,538,0.99300003,3.506,0.558,2.0509999,1.607,1.541,DLR
850,573,1.133,4.697,7.696,5.346,4.034,2.34,DLR
850,719,31.182,246.69,371.083,246.336,124.225,43.067,DLR
850,757,0.111999996,0.286,0.155,0.052,0.512,1.585,DLR
850,842,12.023,81.99,203.709,135.501,47.61,11.933,DLR
850,851,14.357,74.54,115.967,67.4,31.431,15.252,DLR
850,853,4.21,23.449,27.748,5.955,1.068,0.843,DLR
850,854,1.144,4.208,16.652,12.033,4.852,1.669,DLR
850,855,8.389,38.238,16.949,9.684,2.745,1.74,DLR
850,856,0.0,8.505,4.587,3.782,2.475,0.367,DLR
850,857,0.0,2.0,6.834,3.761,1.9599999,0.324,DLR
850,858,0.999,3.883,21.314,11.745,7.421,1.632,DLR
850,859,0.0,6.117,4.659,3.768,1.5699999,1.709,DLR
850,860,1.667,18.244,25.481,14.445,10.125,2.091,DLR
850,861,0.929,14.683001,23.119,16.27,10.663,2.581,DLR
850,862,0.089,5.2,11.71,8.121,3.795,0.595,DLR
850,864,3.604,13.519,11.922,6.129,1.92,0.024,DLR
850,865,0.0,2.95,8.847,3.825,1.224,0.0,DLR
850,866,1.275,7.89,23.942,18.645,7.2799997,3.69,DLR
850,867,0.198,26.767,52.82,33.373,10.076,7.122,DLR
850,879,2.1399999,11.069,18.963,7.657,3.276,1.855,DLR
850,883,0.0,1.259,4.919,7.15,2.02,0.523,DLR
850,884,2.811,12.248,28.034,4.393,8.345,3.211,DLR
850,886,0.0,1.5090001,5.109,1.794,3.1629999,0.968,DLR
850,887,0.201,0.573,1.394,1.287,0.658,0.763,DLR
850,888,0.0,0.252,3.156,2.076,0.0,0.0,DLR
850,893,0.0,2.477,1.512,0.829,2.256,1.369,DLR
850,895,0.0,0.802,3.164,2.934,1.584,0.628,DLR
850,897,0.0,10.257,17.047,5.802,2.675,2.711,DLR
850,928,0.677,2.589,2.973,0.821,0.32,0.124,DLR
850,940,1.483,23.115,18.962,29.584,6.721,6.015,DLR
851,504,0.473,6.895,11.023,10.224,3.542,3.339,DLR
851,513,1.616,2.914,1.638,0.704,1.62,0.416,DLR
851,523,0.457,1.271,1.39,2.772,1.632,1.61,DLR
851,533,4.294,5.755,7.894,10.6,3.99,0.104,DLR
851,538,0.486,2.6,3.909,1.639,3.264,3.617,DLR
851,559,0.466,3.246,1.184,4.2400002,4.203,0.0,DLR
851,573,8.137,14.563,16.604,26.79,17.673,8.769,DLR
851,719,34.772,336.627,450.659,389.94,241.066,78.162,DLR
851,842,33.482,287.453,189.06801,183.783,60.417,22.844,DLR
851,850,4.025,58.011,145.153,95.054,45.066,32.308,DLR
851,853,17.542,215.176,288.794,160.794,42.114,26.401,DLR
851,854,3.315,36.179,31.94,28.137,10.146,7.18,DLR
851,855,10.065001,58.375,12.505,8.886,5.523,2.757,DLR
851,856,0.686,26.367,14.104,16.169,3.295,2.8439999,DLR
851,857,1.1570001,10.186,13.987,15.69,2.856,5.736,DLR
851,858,6.546,75.303,121.871,90.345,25.112999,15.731,DLR
851,859,1.715,33.244,9.098,2.687,2.026,2.423,DLR
851,860,0.26,40.332,32.773,19.322,8.915,5.151,DLR
851,861,4.89,87.089,39.156002,32.406,8.564,3.753,DLR
851,862,18.774,40.226,52.561,46.11,13.532,11.807,DLR
851,864,1.884,5.222,7.436,3.354,0.872,0.0,DLR
851,865,2.379,11.738,17.448,13.245,3.148,2.437,DLR
851,866,6.597,24.676,49.989,38.184,34.178,2.793,DLR
851,867,1.513,14.492,50.548,58.687,40.284,30.508,DLR
851,879,3.762,46.416,48.742,32.55,11.18,7.434,DLR
851,882,0.35,10.912,11.613,4.102,1.908,0.93700004,DLR
851,883,0.0,16.822,18.927,13.965,5.651,5.7070003,DLR
851,884,0.526,0.356,3.725,0.548,2.093,1.296,DLR
851,886,0.778,4.634,5.107,6.944,2.785,1.055,DLR
851,887,0.283,3.513,3.641,3.402,1.467,1.277,DLR
851,888,0.562,4.265,6.896,2.724,5.907,1.012,DLR
851,890,0.177,12.68,3.939,4.79,1.59,1.913,DLR
851,893,0.589,9.992,8.581,3.696,0.69,1.079,DLR
851,894,1.069,14.282,4.496,6.552,0.978,1.431,DLR
851,895,0.535,4.855,7.869,5.92,3.487,3.651,DLR
851,897,3.235,18.522,22.459,23.736,11.419,12.4210005,DLR
851,898,0.0,6.844,5.493,7.516,4.214,3.243,DLR
851,928,0.90000004,6.8849998,6.973,6.886,2.058,1.888,DLR
851,940,6.152,56.709,81.025,93.221,24.222,41.685,DLR
853,504,1.369,8.479,9.547,6.573,7.893,21.485,DLR
853,513,23.41,161.69,151.321,84.898,96.882,51.072,DLR
853,533,1.756,4.617,3.123,2.191,2.946,1.28,DLR
853,559,0.0,2.337,4.24,1.887,2.583,0.0,DLR
853,573,4.355,7.071,17.619,19.213,5.309,4.946,DLR
853,719,55.269,564.609,731.362,624.673,375.362,151.048,DLR
853,757,0.074,0.32500002,0.329,0.0,0.54399997,2.823,DLR
853,842,14.323,156.616,267.835,336.334,183.937,66.069,DLR
853,850,0.32500002,9.534,26.067,11.0789995,4.553,9.084,DLR
853,851,18.209,118.319,195.828,116.689,60.773,58.204998,DLR
853,854,1.188,11.018,20.921999,15.466,8.101,2.181,DLR
853,855,5.721,64.402,11.569,22.157,2.103,6.009,DLR
853,856,0.0,16.326,10.277,5.233,1.773,2.852,DLR
853,857,0.977,1.4810001,6.882,7.019,2.817,0.099,DLR
853,858,0.446,14.805,40.016,50.113,23.479,14.366,DLR
853,859,0.208,15.473,8.442,4.306,3.466,0.0,DLR
853,860,1.922,49.583,46.189,29.727,22.262,7.403,DLR
853,861,2.319,36.989,30.155,20.776,11.836,3.388,DLR
853,862,4.74,18.845,26.858,26.007,13.635,2.832,DLR
853,864,6.654,43.166,28.392,24.065,7.425,5.844,DLR
853,865,0.336,6.718,9.967,5.757,6.056,2.647,DLR
853,866,3.005,11.618,47.669,46.233,55.804,22.73,DLR
853,867,0.0,10.355,48.333,23.805,12.587,4.159,DLR
853,879,0.081,19.457,27.564,10.324,5.708,8.574,DLR
853,883,0.0,3.703,11.269,3.511,12.8,6.508,DLR
853,884,1.863,16.63,47.154,9.528,20.939,8.7960005,DLR
853,886,0.0,3.621,3.835,2.998,1.436,7.85,DLR
853,887,0.13599999,1.1899999,1.912,6.491,1.529,0.0,DLR
853,888,0.369,0.764,2.526,3.325,1.324,1.033,DLR
853,890,0.0,2.021,1.767,2.9789999,3.261,1.01,DLR
853,893,0.0,3.934,6.601,3.609,3.439,1.355,DLR
853,894,0.173,5.179,4.9830003,3.724,0.0,0.0,DLR
853,895,0.0,2.5970001,8.101,6.4969997,3.988,1.05,DLR
853,897,0.872,9.736,22.007,21.381,7.8,10.7630005,DLR
853,928,0.793,6.125,1.4020001,2.549,1.1,1.173,DLR
853,940,2.923,30.746,22.505,42.998,11.245,9.465,DLR
854,504,0.295,2.5809999,4.243,4.362,1.724,1.679,DLR
854,513,67.111,678.076,489.753,335.981,179.322,83.362,DLR
854,523,0.0,0.27,2.981,1.517,0.93700004,0.325,DLR
854,533,1.817,5.901,3.29,7.239,4.087,0.156,DLR
854,538,0.414,1.2,5.27,2.606,1.7639999,1.2969999,DLR
854,559,0.0,5.712,1.799,1.808,3.0049999,2.499,DLR
854,573,0.155,0.229,3.832,2.234,2.549,1.847,DLR
854,719,7.81,63.345,99.738,127.329,32.148,6.644,DLR
854,757,0.219,0.16800001,0.015999999,0.0,0.01,0.0,DLR
854,842,11.058,123.78,182.29,154.506,45.034,17.935,DLR
854,850,0.299,7.828,3.081,11.919,2.636,1.285,DLR
854,851,2.822,16.05,24.984,21.235,8.093,4.913,DLR
854,853,1.673,25.741,12.598,14.834,3.131,0.778,DLR
854,855,19.476,239.013,270.398,151.954,65.78,31.117,DLR
854,856,0.501,30.67,25.73,15.539,13.934,6.678,DLR
854,857,0.0,11.891,13.169,10.293,6.205,2.6890001,DLR
854,858,0.134,5.763,8.016,25.873,3.848,0.0,DLR
854,859,0.0,2.334,3.981,2.491,0.66400003,0.301,DLR
854,860,5.158,114.006996,101.389,81.17,37.786,20.846,DLR
854,861,0.0,7.252,13.77,8.689,5.337,1.815,DLR
854,862,5.64,75.578,81.422,93.848,29.662,13.752,DLR
854,864,10.721,36.938,18.86,14.102,3.904,0.75,DLR
854,865,0.0,6.246,43.747,25.652,10.34,7.246,DLR
854,866,2.234,5.499,30.463,21.639,15.902,4.854,DLR
854,867,2.118,5.94,12.12,12.815,4.276,4.185,DLR
854,879,3.67,34.471,103.772,59.65,33.399,17.548,DLR
854,882,0.0,1.494,1.9,1.619,0.859,0.547,DLR
854,883,0.0,1.472,5.661,5.847,4.333,1.857,DLR
854,884,0.315,4.534,10.297,13.381,8.993,4.289,DLR
854,886,0.53000003,0.877,5.824,4.038,2.991,1.642,DLR
854,887,0.0,1.614,1.796,0.964,2.064,0.70500004,DLR
854,888,0.0,1.6110001,4.602,2.746,2.527,2.573,DLR
854,889,0.0,0.0,1.992,2.522,1.53,0.0,DLR
854,890,0.0,0.78000003,6.704,2.063,0.317,0.75,DLR
854,893,0.0,1.771,2.493,1.163,1.371,0.277,DLR
854,894,0.0,2.806,0.942,1.7360001,1.359,0.523,DLR
854,895,0.3,4.603,5.139,10.326,1.755,2.504,DLR
854,897,6.817,35.544,67.497,42.249,20.701,19.567,DLR
854,898,0.0,6.707,8.293,10.811,7.588,1.308,DLR
854,928,4.405,18.397,20.843,35.825,13.866,6.851,DLR
854,940,8.653,78.297,117.545,174.318,51.866,30.548,DLR
855,504,0.001,2.603,1.296,5.384,1.521,0.064,DLR
855,513,34.690998,831.859,631.859,849.055,214.228,64.934,DLR
855,533,2.538,8.05,11.228,25.782999,1.489,0.0,DLR
855,538,0.0,4.359,1.461,4.703,2.568,0.0,DLR
855,559,0.0,0.0,0.969,5.215,1.296,1.036,DLR
855,573,0.276,2.799,9.411,11.609,7.535,3.878,DLR
855,719,0.786,10.928,38.219,111.427,14.22,2.602,DLR
855,842,4.225,83.637,38.154,63.393,17.567,10.494,DLR
855,850,0.403,16.793,12.939,17.454,12.279,0.0,DLR
855,851,0.54,8.266,9.03,19.832,5.274,8.0,DLR
855,853,3.12,66.063,8.282,19.543,11.132999,0.0,DLR
855,854,9.405,59.347,191.674,190.56,133.521,120.014,DLR
855,856,19.366,37.413,114.108,116.784996,91.74,86.287,DLR
855,857,1.0,17.74,88.754,109.166,72.129,74.125,DLR
855,858,1.084,11.302,8.367,8.094,10.948,0.0,DLR
855,859,0.267,1.818,4.036,7.303,1.289,0.007,DLR
855,860,0.978,61.483,64.022,177.491,80.211,28.786,DLR
855,861,7.889,138.949,138.316,65.941,41.103,33.817,DLR
855,862,7.191,38.689,123.069,269.608,77.616,28.258,DLR
855,864,1.027,58.653,62.792,69.961,15.71,6.236,DLR
855,865,0.568,4.77,31.01,24.75,14.48,8.691,DLR
855,866,0.0,6.875,21.308,14.567,10.823,4.884,DLR
855,867,2.741,11.182,6.048,15.414,8.458,0.0,DLR
855,879,14.719,66.094,299.806,336.798,179.269,137.273,DLR
855,882,0.0,1.007,6.495,2.227,0.846,0.0,DLR
855,883,0.0,4.804,5.283,11.721,7.129,6.622,DLR
855,884,0.0,1.648,4.594,10.731,7.486,4.381,DLR
855,886,0.0,0.0,4.264,10.986,11.488,2.361,DLR
855,887,0.0,2.086,2.107,3.496,1.5830001,0.0,DLR
855,888,0.0,2.129,3.16,10.0199995,1.4,0.0,DLR
855,890,0.0,0.944,2.411,3.9190001,4.09,0.0,DLR
855,895,0.83,5.157,9.207,11.6,0.0,1.278,DLR
855,897,50.905,25.443,97.145,210.171,127.308,104.333,DLR
855,898,4.922,7.05,57.054,100.087,61.277,37.303,DLR
855,928,5.682,24.056,43.469,113.304,45.359,27.013,DLR
855,940,33.573,100.34,320.993,1142.369,334.835,175.246,DLR
856,513,64.912,500.022,328.626,180.028,76.519,48.93,DLR
856,523,0.0,1.6340001,2.181,0.605,0.593,0.0,DLR
856,533,3.59,0.642,2.419,1.538,0.972,0.355,DLR
856,538,0.0,0.0,2.729,0.99300003,1.044,0.42400002,DLR
856,573,0.0,0.0,0.015,0.0,0.015,0.035,DLR
856,719,4.305,29.838,59.434002,41.662,10.461,4.497,DLR
856,757,0.0,0.09,0.0,0.0,0.0,0.0,DLR
856,842,7.704,108.69,116.638,82.552,29.617,12.332,DLR
856,850,0.0,0.81,9.629,3.91,0.35,0.193,DLR
856,851,5.387,7.233,15.009,10.549,2.801,1.384,DLR
856,853,0.010000001,9.106,26.253,6.189,1.461,0.921,DLR
856,854,0.998,15.845,34.195,16.944,8.812,1.92,DLR
856,855,22.902,203.554,211.988,96.262,35.435,16.322,DLR
856,857,0.0,1.932,3.419,2.856,1.654,1.363,DLR
856,858,0.102,3.861,2.288,14.612,0.944,0.006,DLR
856,859,0.739,1.069,1.786,1.18,0.758,0.001,DLR
856,860,3.372,89.174,77.244,24.494,15.506,7.765,DLR
856,861,1.827,37.222,36.853,11.749001,8.761,5.709,DLR
856,862,4.058,55.387,36.074,24.672,9.086,5.082,DLR
856,864,5.214,33.416,21.37,7.736,0.897,0.578,DLR
856,865,1.105,7.912,28.323,7.37,2.32,3.551,DLR
856,866,1.31,7.828,17.412,9.34,10.043,4.492,DLR
856,867,1.488,10.617,6.124,4.186,2.918,1.077,DLR
856,879,4.396,29.56,90.058,35.059,26.186,13.961,DLR
856,883,0.0,0.0,3.395,2.011,1.132,0.281,DLR
856,884,1.189,2.319,4.863,4.58,5.254,2.163,DLR
856,886,0.0,3.191,4.07,0.873,1.002,0.39400002,DLR
856,887,0.0,0.47800002,0.721,1.203,0.907,2.717,DLR
856,888,0.566,3.249,0.894,1.291,0.266,0.0,DLR
856,893,0.507,2.356,4.727,1.228,0.0,0.199,DLR
856,895,0.0,3.062,2.023,3.049,0.752,0.0,DLR
856,897,13.886,30.123,47.975,27.269,14.999001,20.981,DLR
856,898,1.469,12.074,8.686,7.078,3.396,1.541,DLR
856,928,4.731,90.547,29.526,15.963,11.218,3.364,DLR
856,940,9.735,90.21,114.158,66.955,22.859,13.012,DLR
857,504,0.0,3.661,1.743,0.719,0.174,0.14199999,DLR
857,513,56.204,531.291,241.917,140.186,68.825,28.067,DLR
857,533,1.891,3.338,2.275,1.776,1.757,0.0,DLR
857,538,0.757,0.842,0.818,0.777,1.072,0.38300002,DLR
857,573,0.009,0.0,0.96900004,0.041,0.645,0.059,DLR
857,719,6.3310003,35.29,44.282,27.218,8.47,1.122,DLR
857,757,0.0,0.128,0.0,0.0,0.0,0.0,DLR
857,842,13.114,81.804,72.855,65.869,19.894001,5.8059998,DLR
857,850,0.158,4.633,2.849,4.848,0.661,0.85899997,DLR
857,851,2.704,21.1,7.693,4.587,1.346,0.11,DLR
857,853,1.602,6.3980002,4.824,3.568,0.42,0.333,DLR
857,854,0.325,8.032,12.9,8.616,3.573,1.008,DLR
857,855,10.326,200.166,140.95,78.824,33.367,8.735,DLR
857,856,0.0,1.706,2.933,1.843,0.522,0.0,DLR
857,858,0.445,11.302,8.911,4.933,3.596,0.078,DLR
857,860,5.587,83.03,44.113,17.688,10.145,4.2400002,DLR
857,861,0.653,29.372,17.791,11.976,4.996,1.357,DLR
857,862,1.509,61.367,22.528,14.476,5.802,3.1660001,DLR
857,864,0.628,28.846,9.973,5.818,0.62,0.206,DLR
857,865,0.427,4.417,11.944,6.279,1.105,0.444,DLR
857,866,0.702,4.749,14.512,9.512,5.676,1.725,DLR
857,867,0.0,7.112,4.041,3.784,1.345,0.394,DLR
857,879,1.098,22.848,58.54,22.477,16.206,7.636,DLR
857,883,0.36,2.478,1.52,1.648,0.785,0.279,DLR
857,884,0.489,4.815,3.497,2.701,4.371,1.3330001,DLR
857,886,4.089,4.1219997,4.022,0.329,0.472,0.0,DLR
857,887,0.177,0.786,1.24,1.105,0.0,0.0,DLR
857,888,0.557,1.156,2.075,1.43,0.494,0.0,DLR
857,893,0.0,1.12,2.182,0.799,0.0,0.156,DLR
857,897,13.865,38.801,22.247,18.234,6.362,9.921,DLR
857,898,0.0,4.754,4.821,3.536,1.694,0.788,DLR
857,928,2.808,29.473,9.482,5.876,3.602,0.933,DLR
857,940,6.379,46.805,49.11,40.033,12.901,5.366,DLR
858,504,0.0,3.434,5.56,5.44,1.441,0.074,DLR
858,513,85.164,702.185,331.981,109.11,45.863,12.906,DLR
858,523,3.7480001,4.552,17.366,12.051,5.321,3.542,DLR
858,533,16.155,39.795,97.674,109.537,8.622,1.001,DLR
858,538,0.846,37.319,38.017,54.612,32.624,13.1380005,DLR
858,559,2.2710001,8.031,26.188,27.94,17.281,5.88,DLR
858,573,66.471,74.862,133.368,232.332,126.896996,59.635002,DLR
858,719,16.964,133.313,227.554,137.184,40.755,9.484,DLR
858,750,3.941,0.0,5.447,2.997,2.2020001,0.0,DLR
858,757,0.078,0.695,3.612,0.309,0.614,0.293,DLR
858,842,12.936,62.373,126.012,28.194,19.96,1.008,DLR
858,850,0.0,8.941,23.703,5.831,2.368,0.926,DLR
858,851,2.656,55.15,84.604,30.049,16.896,3.9199998,DLR
858,853,4.386,77.643,42.733,10.956,5.568,1.429,DLR
858,854,0.0,14.471,19.613,5.864,3.578,0.356,DLR
858,855,0.328,32.688,12.1,7.595,2.224,0.034,DLR
858,856,0.0,8.725,14.541,1.484,1.112,0.696,DLR
858,857,0.0,14.709,11.719,2.418,0.327,0.24700001,DLR
858,859,0.0,19.082,4.9709997,4.702,3.038,0.499,DLR
858,860,8.78,181.935,122.253,45.566,19.974,4.895,DLR
858,861,0.937,59.417,21.784,10.113,1.233,0.092,DLR
858,862,6.574,33.855,64.702,39.901,8.596,1.429,DLR
858,864,19.876999,180.718,164.921,63.689,21.331,7.2799997,DLR
858,865,2.32,7.673,10.297,2.698,1.533,0.381,DLR
858,866,0.0,4.1610003,15.055,2.711,1.1,0.0,DLR
858,867,0.648,17.822,50.697,15.094,8.952,3.523,DLR
858,879,4.3320003,52.552,32.503,4.7400002,0.797,0.461,DLR
858,882,6.992,4.126,19.399,0.851,2.868,0.705,DLR
858,883,0.0,16.652,34.87,15.828,20.75,11.432,DLR
858,884,17.846,166.903,148.858,69.119,43.911,17.739,DLR
858,886,16.06,25.888,42.098,59.239998,43.527,14.91,DLR
858,887,0.0,12.223,13.658,11.312,8.698999,3.422,DLR
858,888,0.594,15.823999,22.3,13.486,17.313,6.252,DLR
858,889,1.626,8.811,3.509,3.193,0.359,0.836,DLR
858,890,3.065,26.399,16.673,14.507,7.915,6.744,DLR
858,891,0.0,0.0,9.074,6.074,5.922,0.503,DLR
858,893,0.0,18.975,16.251,9.49,4.565,2.437,DLR
858,894,0.0,16.728,11.377,20.975,13.348,3.249,DLR
858,895,9.264,21.262,30.073,27.105,11.462,7.011,DLR
858,897,0.0,24.479,21.093,3.928,0.701,0.853,DLR
858,928,1.418,4.074,3.996,1.475,0.72800004,0.118,DLR
858,940,18.508,53.067,30.881,14.786,3.181,1.524,DLR
859,504,0.217,2.598,2.855,1.737,0.53,0.0,DLR
859,513,0.849,1.574,0.0,0.071,0.748,0.193,DLR
859,538,0.0,4.522,0.788,1.8740001,0.24,0.0,DLR
859,559,0.0,2.366,1.175,1.343,0.0,0.0,DLR
859,573,0.5,1.477,3.552,7.575,1.617,0.545,DLR
859,719,18.359,219.318,172.599,196.668,48.987,11.567,DLR
859,757,0.0,0.062,0.023,0.0,0.12,0.162,DLR
859,842,3.895,68.512,33.925,24.307,6.868,3.145,DLR
859,850,0.51,3.33,6.168,3.636,0.59000003,3.747,DLR
859,851,1.5979999,10.711,17.542,15.1970005,1.633,0.477,DLR
859,853,1.075,12.816,24.95,6.938,0.57,1.263,DLR
859,854,0.0,5.9309998,1.441,1.964,0.698,0.018,DLR
859,855,4.021,16.881,5.362,1.522,0.0,0.0,DLR
859,858,1.726,7.744,14.193,5.924,4.458,0.0,DLR
859,860,0.0,4.578,2.6,3.26,0.455,0.22399999,DLR
859,861,0.318,11.078,6.208,2.774,0.49199998,0.485,DLR
859,862,4.843,3.855,9.922,5.188,1.629,0.0,DLR
859,864,0.172,4.749,4.421,1.251,0.23099999,0.0,DLR
859,865,0.303,1.296,4.57,3.43,0.69,1.33,DLR
859,866,1.6110001,7.516,13.849,6.588,5.1540003,0.932,DLR
859,867,0.38300002,2.935,7.106,3.448,1.232,4.985,DLR
859,879,0.813,7.203,9.249,3.38,0.878,1.093,DLR
859,884,0.104,0.01,0.40399998,0.0,0.0,0.080000006,DLR
859,888,0.0,0.159,2.023,1.0270001,0.15699999,0.0,DLR
859,893,0.0,1.125,2.416,0.43400002,0.125,0.0,DLR
859,897,0.746,4.258,8.434,6.426,1.152,1.153,DLR
859,928,0.124,1.419,1.133,1.211,0.201,0.107,DLR
859,940,0.631,7.576,10.339,27.713,3.714,2.707,DLR
860,504,0.793,4.248,5.786,3.725,1.7919999,0.901,DLR
860,513,113.403,1160.429,935.236,623.561,369.312,209.296,DLR
860,523,6.583,9.618,12.2560005,23.637,8.841,8.962,DLR
860,533,34.931,64.855,53.909,75.416,18.103,5.696,DLR
860,538,5.156,25.771,15.69,35.77,19.21,18.181,DLR
860,559,5.573,16.099,18.512,21.289999,10.643,6.684,DLR
860,573,20.867,72.304,101.055,229.748,129.356,63.436,DLR
860,719,0.591,12.705,26.925,3.851,1.75,0.504,DLR
860,749,0.0,3.072,2.604,2.28,0.996,0.0,DLR
860,750,0.0,0.51,2.513,4.126,0.666,0.659,DLR
860,757,0.0,0.021,0.208,0.0,0.058000002,0.113,DLR
860,842,31.403,520.32,232.372,293.657,69.678,20.295,DLR
860,850,0.174,9.626,32.995,22.612,8.228,4.67,DLR
860,851,0.83,12.532,27.488,18.701,7.142,4.294,DLR
860,853,4.552,41.583,71.911,27.291,9.274,4.775,DLR
860,854,3.749,53.493,108.25,83.012,49.197,24.143,DLR
860,855,31.146,236.591,86.937,53.989,15.323,17.108,DLR
860,856,0.819,35.322,48.169,43.671,21.655,13.07,DLR
860,857,0.153,10.909,33.388,41.761,22.069,12.441,DLR
860,858,5.448,57.129,135.27,157.58,46.592,24.68,DLR
860,859,0.233,5.622,2.352,1.596,0.69,0.45700002,DLR
860,860,0.249,1.501,1.394,2.888,1.058,0.902,DLR
860,861,6.401,177.467,130.457,93.283,46.813,34.128,DLR
860,862,29.925,215.601,239.02,300.312,118.215004,87.754,DLR
860,864,6.098,81.391,58.12,38.071,19.54,11.193,DLR
860,865,14.722,142.467,154.315,126.871,65.993004,49.253,DLR
860,866,0.442,1.571,3.892,3.293,2.8270001,3.884,DLR
860,867,1.421,22.056,49.015,25.414,12.943,7.047,DLR
860,879,1.782,76.058,129.08,83.798,44.894,34.34,DLR
860,882,7.264,75.936,56.598,38.932,21.822,24.621,DLR
860,883,7.939,54.302,50.916,52.098,27.788,23.022,DLR
860,884,3.2810001,31.678,51.048,86.031,39.724,29.705,DLR
860,886,3.71,29.362,35.625,70.679,25.921,24.271,DLR
860,887,2.711,28.532,24.972,39.1,12.004,9.723,DLR
860,888,4.051,33.7,33.314,55.136,19.226,9.249,DLR
860,889,0.0,3.303,1.929,2.427,0.694,1.058,DLR
860,890,3.171,32.449,22.39,54.884,10.589,7.729,DLR
860,891,0.859,3.115,8.396,9.099,5.202,2.908,DLR
860,893,5.396,38.89,35.963,25.888,8.845,5.085,DLR
860,894,4.92,32.43,16.824,27.948,9.599,8.448,DLR
860,895,3.237,21.486,34.512,86.523,28.369,10.252,DLR
860,897,7.796,14.394,32.313,44.352,21.054,12.932,DLR
860,898,0.342,11.271,16.923,31.876,16.122,13.851,DLR
860,928,2.085,14.806,13.248,17.52,10.7960005,8.628,DLR
860,940,6.95,68.281,106.856,259.999,66.375,36.04,DLR
861,504,0.002,3.158,5.183,9.541,2.7480001,1.165,DLR
861,513,53.783,814.921,742.345,963.693,275.552,119.708,DLR
861,523,0.0,0.751,0.624,4.125,1.388,0.258,DLR
861,533,3.0970001,5.121,10.75,13.257,2.5,0.662,DLR
861,538,1.021,2.408,7.475,9.981,4.347,4.415,DLR
861,559,0.333,1.188,3.912,5.87,2.071,0.52,DLR
861,573,0.164,0.942,7.57,11.773,5.199,2.937,DLR
861,719,5.945,52.171,170.125,452.654,61.206,15.099999,DLR
861,750,0.0,0.44,1.064,4.298,1.212,0.0,DLR
861,757,0.0,0.07,0.026,0.0,0.008,0.0,DLR
861,842,2.3,67.637,235.49901,224.398,51.579,13.082,DLR
861,850,0.269,13.037,10.401,26.333,5.649,0.0,DLR
861,851,0.47399998,24.383,21.919,45.369,7.844,4.888,DLR
861,853,7.595,58.032,11.261,38.43,4.627,3.565,DLR
861,854,0.292,6.086,16.517,7.599,4.86,3.523,DLR
861,855,4.8,68.144,160.585,172.221,52.079,18.825,DLR
861,856,0.126,27.526001,25.209,23.753,13.423,7.9700003,DLR
861,857,0.176,9.318,12.686,15.832,7.758,6.85,DLR
861,858,0.211,17.292,11.514,33.74,4.075,0.0,DLR
861,859,0.0,3.302,1.811,4.915,1.888,1.142,DLR
861,860,5.691,117.297,148.981,167.23,48.299,21.681,DLR
861,862,20.163,86.014,127.706,284.296,40.03,18.664999,DLR
861,864,2.208,55.898,38.528,46.102,9.724,3.93,DLR
861,865,1.142,9.761,39.147,38.457,10.567,10.963,DLR
861,866,1.152,6.269,43.817,83.629,27.497,9.423,DLR
861,867,0.171,9.95,7.305,38.385,5.4960003,3.92,DLR
861,879,1.7179999,23.892,113.152,88.232,34.755,19.737999,DLR
861,882,0.0,2.477,3.598,1.482,1.311,0.462,DLR
861,883,0.138,4.1809998,12.866,13.217999,5.835,3.8470001,DLR
861,884,0.019000001,6.201,17.159,33.11,9.634,8.175,DLR
861,886,2.031,5.584,8.392,15.375,4.25,4.409,DLR
861,887,0.0,2.229,4.88,8.752,2.603,1.924,DLR
861,888,0.0,2.58,9.023,11.346,2.267,0.0,DLR
861,890,0.0,0.64,3.137,6.483,2.608,2.693,DLR
861,891,0.0,0.0,2.438,4.801,0.0,0.0,DLR
