lineId,modeName,created,modified,Services
486,bus,2023-01-25 11:01:30.957000+00:00,2023-01-25 11:01:30.957000+00:00,['Regular']
487,bus,2023-01-25 11:01:30.957000+00:00,2023-01-25 11:01:30.957000+00:00,['Regular']
488,bus,2023-01-25 11:01:30.940000+00:00,2023-01-25 11:01:30.940000+00:00,['Regular']
49,bus,2023-01-25 11:01:30.940000+00:00,2023-01-25 11:01:30.940000+00:00,['Regular']
490,bus,2023-01-25 11:01:30.970000+00:00,2023-01-25 11:01:30.970000+00:00,['Regular']
491,bus,2023-01-25 11:01:30.957000+00:00,2023-01-25 11:01:30.957000+00:00,['Regular']
492,bus,2023-01-25 11:01:30.940000+00:00,2023-01-25 11:01:30.940000+00:00,['Regular']
493,bus,2023-01-25 11:01:30.940000+00:00,2023-01-25 11:01:30.940000+00:00,['Regular']
496,bus,2023-01-25 11:01:30.940000+00:00,2023-01-25 11:01:30.940000+00:00,['Regular']
497,bus,2023-01-25 11:01:30.957000+00:00,2023-01-25 11:01:30.957000+00:00,['Regular']
498,bus,2023-01-25 11:01:30.957000+00:00,2023-01-25 11:01:30.957000+00:00,['Regular']
499,bus,2023-01-25 11:01:30.957000+00:00,2023-01-25 11:01:30.957000+00:00,['Regular']
5,bus,2023-01-25 11:01:30.940000+00:00,2023-01-25 11:01:30.940000+00:00,['Regular']
50,bus,2023-01-25 11:01:30.940000+00:00,2023-01-25 11:01:30.940000+00:00,['Regular']
507,bus,2023-01-25 11:01:30.940000+00:00,2023-01-25 11:01:30.940000+00:00,['Regular']
51,bus,2023-01-25 11:01:30.970000+00:00,2023-01-25 11:01:30.970000+00:00,['Regular']
52,bus,2023-01-25 11:01:30.940000+00:00,2023-01-25 11:01:30.940000+00:00,['Regular']
521,bus,2023-01-25 11:01:30.940000+00:00,2023-01-25 11:01:30.940000+00:00,['Regular']
53,bus,2023-01-25 11:01:30.940000+00:00,2023-01-25 11:01:30.940000+00:00,['Regular']
533,bus,2023-01-25 11:01:30.957000+00:00,2023-01-25 11:01:30.957000+00:00,['Regular']
54,bus,2023-01-25 11:01:30.940000+00:00,2023-01-25 11:01:30.940000+00:00,['Regular']
549,bus,2023-01-25 11:01:30.940000+00:00,2023-01-25 11:01:30.940000+00:00,['Regular']
55,bus,2023-01-25 11:01:30.940000+00:00,2023-01-25 11:01:30.940000+00:00,['Regular']
56,bus,2023-01-25 11:01:30.940000+00:00,2023-01-25 11:01:30.940000+00:00,['Regular']
57,bus,2023-01-25 11:01:30.940000+00:00,2023-01-25 11:01:30.940000+00:00,['Regular']
58,bus,2023-01-25 11:01:30.940000+00:00,2023-01-25 11:01:30.940000+00:00,['Regular']
59,bus,2023-01-25 11:01:30.940000+00:00,2023-01-25 11:01:30.940000+00:00,['Regular']
6,bus,2023-01-25 11:01:30.970000+00:00,2023-01-25 11:01:30.970000+00:00,['Regular']
